"","row_code","scientificName","year","lon","lat","presence","species","farming","flooded_forest","grassland","other_non_vegetated","urban","wetland","forest_formation","river_lake_ocean","not_observed","mangrove","non_forested_natural","savannah_formation","rocky_outcrop","mining","fold"
"140",140,"Bradypus tridactylus",2010,-54.29629,2.32756,1,"Bradypus tridactylus",0,0,0,0,0,0,0.97056080512623,0,0,0,0,0,0,0,1
"141",141,"Bradypus tridactylus",2010,-52.13713,4.58023,1,"Bradypus tridactylus",0,0.154176438293457,0,0,0,0,0.816336298339856,0,0,0,0,0,0,0,1
"142",142,"Bradypus tridactylus",2010,-52.73528,4.0705,1,"Bradypus tridactylus",0,0,0,0,0,0,0.975621375380324,0,0,0,0,0,0,0,1
"143",143,"Bradypus tridactylus",2010,-53.26107,3.69234,1,"Bradypus tridactylus",0,0,0,0,0,0,0.975763388681211,0,0,0,0,0,0,0,1
"144",144,"Bradypus tridactylus",2010,-51.82625,4.21051,1,"Bradypus tridactylus",0,0,0,0,0,0,0.977547993520219,0,0,0,0,0,0,0,1
"145",145,"Bradypus tridactylus",2010,-52.79927,5.24792,1,"Bradypus tridactylus",0.0115742266540527,0.134855359328979,0.64188229050667,0.00296774131266276,0,0.105281554897043,0.0793029721178133,0,0,0,0,0,0,0,1
"146",146,"Bradypus tridactylus",2009,-61.507764,7.299623,1,"Bradypus tridactylus",0.0157226012628729,0,0.0206208547058106,0,0.93488632065043,0,0.00717593633478338,0,0,0,0,0,0,0,5
"147",147,"Bradypus tridactylus",2009,-61.852141,8.050598,1,"Bradypus tridactylus",0.915488260176269,0,0,0,0,0,0.0600528145070666,0,0,0,0,0,0,0,5
"148",148,"Bradypus tridactylus",2009,-55.387904,4.385277,1,"Bradypus tridactylus",0.0198659432781544,0,0.0271394610089144,0.00534855206298828,0,0,0.687696456113764,0.249752017255367,0,0,0,0,0,0,5
"149",149,"Bradypus tridactylus",2009,-53.41397,4.59457,1,"Bradypus tridactylus",0,0,0,0,0,0,0.981795964896185,0,0,0,0,0,0,0,1
"150",150,"Bradypus tridactylus",2008,-60.785539,7.511745,1,"Bradypus tridactylus",0,0,0.0059969068328259,0,0,0,0.978397161203209,0,0,0,0,0,0,0,5
"151",151,"Bradypus tridactylus",2008,-53.147445,5.022742,1,"Bradypus tridactylus",0,0,0,0,0,0,0.969900063354498,0,0,0,0,0,0,0,1
"152",152,"Bradypus tridactylus",2008,-52.48225,4.55555,1,"Bradypus tridactylus",0.414299694003213,0.22827931083658,0,0,0,0.109645276565699,0.22553809841054,0,0,0,0,0,0,0,1
"153",153,"Bradypus tridactylus",2006,-55.188897,4.967813,1,"Bradypus tridactylus",0,0,0,0,0,0,0.98139064293644,0,0,0,0,0,0,0,5
"154",154,"Bradypus tridactylus",2006,-60.237501,-3.039325,1,"Bradypus tridactylus",0.0211399516955153,0,0.0153043314296177,0,0,0.00357101538085937,0.237445342348911,0.707839311612979,0,0,0,0,0,0,4
"155",155,"Bradypus tridactylus",2006,-52.312999,4.94701,1,"Bradypus tridactylus",0.0311757916814631,0.0540174574193292,0,0.0225923230646307,0.15093950172563,0.00606798554167761,0.0141707613636364,0,0.00170525923523928,0.00267221673583984,0,0,0,0,1
"156",156,"Bradypus tridactylus",2006,-56.876789,5.966431,1,"Bradypus tridactylus",0.0568004978628652,0.0586912068237305,0,0,0,0.214758929560991,0,0.0978508310691139,0,0.578731687056107,0,0,0,0,5
"157",157,"Bradypus tridactylus",2003,-58.686283,4.67329,1,"Bradypus tridactylus",0,0,0.0249503457919034,0,0,0,0.765276790704261,0.187031456483826,0,0,0,0,0,0,5
"158",158,"Bradypus tridactylus",2002,-59.966726,-3.092864,1,"Bradypus tridactylus",0.0271870850663619,0,0,0,0.12506053733687,0,0.819911055697356,0,0,0,0,0,0,0,4
"159",159,"Bradypus tridactylus",2002,-52.35937,4.89692,1,"Bradypus tridactylus",0.00690371900939941,0.677837208241096,0,0,0,0.0239363863038415,0.126297131900302,0,0,0.134660605126627,0,0,0,0,1
"160",160,"Bradypus tridactylus",2002,-52.497938,4.826002,1,"Bradypus tridactylus",0.031262235168457,0.590741837230338,0.00472169036865234,0,0,0.0935435764160156,0.25033930859375,0,0,0,0,0,0,0,1
"161",161,"Bradypus tridactylus",2001,-58.811,3.268,1,"Bradypus tridactylus",0,0,0,0,0,0,0.978697395162191,0,0,0,0,0,0,0,5
"162",162,"Bradypus tridactylus",1999,-60.003679,-3.076618,1,"Bradypus tridactylus",0.00843939237698823,0,0,0,0.860118326265288,0,0.103647921868733,0,0,0,0,0,0,0,4
"163",163,"Bradypus tridactylus",1997,-52.51849,3.94175,1,"Bradypus tridactylus",0,0,0,0,0,0,0.969450528204703,0,0,0,0,0,0,0,1
"164",164,"Bradypus tridactylus",1997,-52.19369,4.56617,1,"Bradypus tridactylus",0,0,0,0,0,0,0.970531214538576,0,0,0,0,0,0,0,1
"165",165,"Bradypus tridactylus",1993,-59.25,3.25,1,"Bradypus tridactylus",0,0,0,0,0,0,0.978714487505746,0,0,0,0,0,0,0,5
"166",166,"Bradypus tridactylus",1992,-53.085535,5.250754,1,"Bradypus tridactylus",0,0,0,0,0,0,0.965068881572407,0,0,0,0,0,0,0,1
"167",167,"Bradypus tridactylus",1981,-55.158676,5.404591,1,"Bradypus tridactylus",0.0327115646972656,0.217105426025391,0,0.011571454864502,0,0.0131291177825928,0.731343474931196,0,0,0,0,0,0,0,5
"168",168,"Bradypus tridactylus",1973,-72.669722,-7.631111,1,"Bradypus tridactylus",0,0,0,0,0.978907760979143,0,0,0,0,0,0,0,0,0,2
"169",169,"Bradypus tridactylus",1967,-69.940556,-4.215278,1,"Bradypus tridactylus",0.0469471865306834,0,0,0.0761720488910532,0.842276500351956,0,0.0115910242431641,0.00288877673518271,0,0,0,0,0,0,2
"170",170,"Bradypus tridactylus",1966,-62.25,7,1,"Bradypus tridactylus",0,0,0.0147915691731771,0,0,0,0.974844313659992,0,0,0,0,0,0,0,5
"171",171,"Bradypus tridactylus",1966,-62.37,7.18,1,"Bradypus tridactylus",0.460262328554508,0,0.171586898690584,0,0,0,0.347001190335904,0,0,0,0,0,0,0,5
"172",172,"Bradypus tridactylus",1966,-61.32,6.28,1,"Bradypus tridactylus",0.282301605001923,0,0.0063549070245747,0,0,0,0.7029007114166,0,0,0,0,0,0,0,5
"173",173,"Bradypus tridactylus",1962,-55.416668,5.783333,1,"Bradypus tridactylus",0,0.921311187912885,0,0,0,0,0.0544855697399663,0,0,0,0,0,0,0,5
"174",174,"Bradypus tridactylus",1962,-58.75,3.3,1,"Bradypus tridactylus",0,0,0,0,0,0,0.982587039343509,0,0,0,0,0,0,0,5
"175",175,"Bradypus tridactylus",1962,-59.51666,2.83333,1,"Bradypus tridactylus",0,0,0.866286511868568,0,0,0.0080361942952474,0.0875864575750177,0.0163158871016069,0,0,0,0,0,0,5
"176",176,"Bradypus tridactylus",1961,-55.166668,5.833334,1,"Bradypus tridactylus",0.152594623233701,0,0.00741224809773763,0.250059968108859,0.568262917255368,0.00800525193786621,0,0,0.000889473815917969,0,0,0,0,0,5
"177",177,"Bradypus tridactylus",1961,-55.466667,5.15,1,"Bradypus tridactylus",0.0142181140113654,0,0,0.000890464965820312,0,0.00991726459625843,0.962233906098794,0,0,0,0,0,0,0,5
"178",178,"Bradypus tridactylus",1960,-55.032204,3.271144,1,"Bradypus tridactylus",0,0,0,0,0,0,0.97805739292567,0,0,0,0,0,0,0,5
"179",179,"Bradypus tridactylus",1952,-58.05,5.28333,1,"Bradypus tridactylus",0,0.407624089629116,0.00667704290771484,0,0,0,0.556181497836028,0,0,0,0,0,0,0,5
"180",180,"Bradypus tridactylus",1952,-54.03111,5.49944,1,"Bradypus tridactylus",0.0272331529418945,0.0741914351751154,0,0.014482248729359,0.654370334755639,0.024029202903054,0,0.177346312289151,0,0,0,0,0,0,1
"181",181,"Bradypus tridactylus",1938,-48.366667,-1.366667,1,"Bradypus tridactylus",0.0504396298501081,0,0,0,0.783452487767447,0,0.131866983498552,0.004468642578125,0,0,0,0,0,0,1
"182",182,"Bradypus tridactylus",1936,-66.17,-0.85,1,"Bradypus tridactylus",0,0,0,0,0,0,0.983127014055797,0,0,0,0,0,0,0,4
"183",183,"Bradypus tridactylus",1932,-55.126199,-3.088275,1,"Bradypus tridactylus",0.469448146102453,0,0.0610814094559668,0,0,0.0648432641712535,0.161873499743435,0.221385973665822,0,0,0,0,0,0,4
"184",184,"Bradypus tridactylus",1929,-61.6214,-3.0526,1,"Bradypus tridactylus",0.00161742941032858,0,0.0265447628668572,0,0,0,0.000724692288746553,0.95857896379362,0,0,0,0,0,0,4
"185",185,"Bradypus tridactylus",1924,-58.9,5.36667,1,"Bradypus tridactylus",0,0.0485852939098229,0,0.0357391004576222,0,0,0.479780705521451,0.413888174079252,0,0,0,0,0,0,5
"186",186,"Bradypus tridactylus",1923,-60.025276,-3.113333,1,"Bradypus tridactylus",0,0,0,0,0.968328026123049,0,0,0,0,0,0,0,0,0,4
"187",187,"Bradypus tridactylus",1921,-55.284217,5.874427,1,"Bradypus tridactylus",0,0.977968976996206,0,0,0,0.00198809751981847,0,0,0,0,0,0,0,0,5
"188",188,"Bradypus tridactylus",1914,-58.3,6.43333,1,"Bradypus tridactylus",0,0.984609882154714,0,0,0,0.0014194908376417,0,0.0049847181084672,0,0,0,0,0,0,5
"189",189,"Bradypus tridactylus",1890,-58.2,6.8,1,"Bradypus tridactylus",0.892198676556326,0.0567357880470969,0.0115420944417318,0.00669288147864792,0,0.0159465737053366,0,0,0,0,0,0,0,0,5
"190",190,"Aotus miconax",2009,-77.919421,-5.641537,0,"background species",0.0208458523606484,0,0,0,0,0,0.946516140118223,0,0,0,0.0142360687255859,0,0,0,2
"191",191,"Rhipidomys macconnelli",2004,-59.866921,5.065463,0,"background species",0,0,0,0,0,0,0.975418820994418,0,0,0,0,0,0,0,5
"192",192,"Sapajus libidinosus",2011,-56.629921,-13.543137,0,"background species",0.044934086160534,0,0,0,0,0.00666811501057943,0.868420894135202,0.0574792486685632,0,0,0,0.00815391598510742,0,0,3
"193",193,"Cebuella pygmaea",2020,-76.276021,-0.578537,0,"background species",0,0,0,0,0,0,0.971986641446457,0,0,0,0,0,0,0,2
"194",194,"Nasua nasua",2021,-53.824521,5.613263,0,"background species",0.594115365841855,0.358588306018458,0.00289969064079733,0,0.0209334692052287,0.0162781485773042,0,0,0,0,0,0,0,0,1
"195",195,"Cebus yuracus",2021,-76.151521,-0.072237,0,"background species",0,0,0,0,0,0,0.984875781978823,0,0,0,0,0,0,0,2
"196",196,"Sturnira tildae",2017,-74.674121,0.143563,0,"background species",0.0173918231034712,0.292489898037781,0,0.00446986199951172,0,0,0.00698923808149858,0.655448717920529,0,0,0,0,0,0,2
"197",197,"Tapirus pinchaque",2016,-76.641221,1.869963,0,"background species",0.0112614165075183,0,0,0,0,0,0.95599483638579,0,0,0,0,0,0,0,2
"198",198,"Lagothrix flavicauda",2011,-77.612321,-5.624937,0,"background species",0.108402778389116,0,0,0,0,0,0.872342278635209,0.00941801176444477,0,0,0,0,0,0,2
"199",199,"Chiropotes satanas",2019,-46.902321,-3.765737,0,"background species",0.181535548145967,0,0,0,0,0,0.797115159109319,0,0,0,0,0,0,0,1
"200",200,"Saimiri cassiquiarensis",2022,-70.300021,-3.798937,0,"background species",0.0650329948977438,0.231774133245295,0,0.0133809572143555,0,0,0.630647539146273,0.0398995749067827,0,0,0,0,0,0,2
"201",201,"Caluromys philander",1962,-55.418121,5.779263,0,"background species",0,0.909568514738911,0,0,0,0,0.0663711194120519,0.000687227666637944,0,0,0,0,0,0,5
"202",202,"Ctenomys steinbachi",1938,-63.668321,-17.452437,0,"background species",0.640572511256275,0,0,0,0.180366925730681,0,0.1648957058164,0,0,0,0,0,0,0,3
"203",203,"Chiropotes albinasus",2016,-58.638521,-8.961537,0,"background species",0,0,0,0,0,0,0.990515251260192,0,0,0,0,0,0,0,4
"204",204,"Proechimys longicaudatus",1964,-66.880421,-14.165637,0,"background species",0.134941069081679,0.0494940470367813,0.769050753697576,0,0,0,0.0173499395019531,0.00501435903368183,0,0,0,0,0,0,3
"205",205,"Sciurus igniventris",1931,-78.550221,-5.500437,0,"background species",0,0,0.0243622864202979,0.201057984330894,0,0,0.000889974365234375,0,0,0,0.754957594411204,0,0,0,2
"206",206,"Cormura brevirostris",1967,-65.768221,3.646163,0,"background species",0,0,0,0,0,0,0.91027569057859,0,0,0,0.09203619621223,0,0.0154038130250819,0,4
"207",207,"Saguinus midas",2019,-55.177421,5.414063,0,"background species",0.00623068951416016,0.0418346373291015,0.043614569519043,0.416927890409537,0,0.00178018341064453,0.475651436054543,0,0,0,0,0,0,0,5
"208",208,"Tremarctos ornatus",2021,-78.060521,-1.574537,0,"background species",0.518907382466634,0,0,0.0031277585144043,0,0,0.264515754287802,0.183522507396351,0,0,0,0,0,0,2
"209",209,"Didelphis pernigra",2022,-77.877921,-0.528737,0,"background species",0.348683685013465,0,0,0,0,0,0.623651255092921,0.0107444663114007,0,0,0,0,0,0,2
"210",210,"Thyroptera tricolor",2019,-55.185721,4.982463,0,"background species",0,0,0,0,0,0,0.990227350834384,0,0,0,0,0,0,0,5
"211",211,"Marmosa murina",1978,-65.353221,-16.946137,0,"background species",0.682277008213205,0,0.00342453271484375,0.126660354454979,0,0,0.157925679901069,0.0168371329752604,0,0,0,0,0,0,3
"212",212,"Cuniculus paca",2022,-52.679121,4.086063,0,"background species",0,0,0,0,0,0,0.979516331475472,0,0,0,0,0,0,0,1
"213",213,"Lagothrix lagothricha",2021,-76.035321,-0.653237,0,"background species",0.0107270209350586,0,0,0,0,0,0.854628487471668,0.126397206268343,0,0,0,0,0,0,2
"214",214,"Anoura caudifer",2016,-69.370421,-12.854237,0,"background species",0.051942052769016,0.745349104385481,0,0,0,0,0.121867363000836,0.0508150686635064,0,0,0,0,0,0,3
"215",215,"Micronycteris megalotis",2013,-76.715921,-5.857337,0,"background species",0.0638491729787463,0,0,0.00711542041015625,0,0,0.907411242307133,0.00451457361900978,0,0,0,0,0,0,2
"216",216,"Saimiri cassiquiarensis",2021,-75.603721,1.637563,0,"background species",0.620276592429465,0,0,0.0207766501159668,0.116008246004971,0,0.210368106413109,0.00714895492553711,0,0,0,0,0,0,2
"217",217,"Saimiri cassiquiarensis",2021,-76.906821,0.118663,0,"background species",0.539758689668613,0,0,0,0,0,0.305754131538509,0.123049283664207,0,0,0,0,0,0,2
"218",218,"Proechimys oconnelli",2016,-73.786021,2.309863,0,"background species",0.00148177155546301,0,0.00824958753159467,0,0,0,0.96268031728039,0,0,0,0.0266069422431171,0,0,0,2
"219",219,"Saccopteryx bilineata",2021,-66.100221,-11.028237,0,"background species",0.0910393932459649,0.817571405864449,0.00389894711267808,0,0,0,0.0729014190309358,0.00307204706033944,0,0,0,0,0,0,3
"220",220,"Pteronura brasiliensis",2019,-52.521421,3.944963,0,"background species",0,0,0,0,0,0,0.971293644653322,0,0,0,0,0,0,0,1
"221",221,"Thomasomys daphne",1984,-72.350121,-13.111537,0,"background species",0.00472966821289062,0,0.15517037716084,0,0,0,0.803432696623896,0,0,0,0.0150494109441584,0,0,0,3
"222",222,"Saimiri boliviensis",2018,-70.681821,-12.464137,0,"background species",0,0.964901281519301,0,0,0,0,0.0130269085145022,0,0,0,0,0,0,0,3
"223",223,"Tapirus terrestris",2022,-52.264121,-13.119837,0,"background species",0.584638725686487,0,0,0,0,0,0.373030413734324,0,0,0,0,0.0736971443553251,0,0,4
"224",224,"Ateles belzebuth",2022,-77.687021,-1.059937,0,"background species",0.0819328678760549,0,0,0,0,0,0.899270961495736,0,0,0,0,0,0,0,2
"225",225,"Coendou prehensilis",2016,-66.465421,-11.385137,0,"background species",0,0.391954056207787,0.0270645544208166,0.0502909260466665,0,0.00972810568612655,0.116140714608748,0.390030493249011,0,0,0,0,0,0,3
"226",226,"Marmosops noctivagus",1993,-65.585621,-17.012537,0,"background species",0.155309605217788,0,0,0,0,0,0.835670820077174,0,0,0,0,0,0,0,3
"227",227,"Saimiri boliviensis",2021,-65.419621,-14.173937,0,"background species",0.0399032047729492,0.258828909094717,0.53398002108598,0,0,0.0374039428269657,0.0875571726179534,0.0470607538172975,0,0,0,0,0,0,3
"228",228,"Pithecia milleri",2008,-75.636921,1.936363,0,"background species",0,0,0,0,0,0,0.990061474555037,0,0,0,0,0,0,0,2
"229",229,"Saimiri collinsi",2014,-54.729221,-2.396237,0,"background species",0.0164127997207642,0,0.139097242276975,0,0,0.427924096435981,0.0502873789171733,0.349475845801825,0,0,0,0,0,0,4
"230",230,"Tapirus pinchaque",1969,-76.699321,1.878263,0,"background species",0.870472293471069,0,0,0,0,0,0.0526053019485474,0,0,0,0.0608301754587755,0,0,0,2
"231",231,"Mazama nemorivaga",2015,-52.147921,4.044563,0,"background species",0,0,0,0,0,0,0.98225482479822,0,0,0,0,0,0,0,1
"232",232,"Dasyprocta leporina",2020,-55.210621,5.820763,0,"background species",0.426206413782108,0.0139986542603192,0.00331205992144416,0.166017266577061,0.36227496180755,0.00884572022898737,0,0,0,0,0,0,0,0,5
"233",233,"Tamandua tetradactyla",2019,-71.121721,-12.057437,0,"background species",0,0,0,0,0,0,0.985011467389752,0,0,0,0,0,0,0,3
"234",234,"Sturnira lilium",2017,-76.309221,0.550263,0,"background species",0.0617388768940481,0,0,0.000771238511029412,0,0,0.917989269783248,0,0,0,0,0,0,0,2
"235",235,"Proechimys simonsi",2020,-78.517021,-3.782337,0,"background species",0,0,0,0,0,0,0.975428060586608,0,0,0,0,0,0,0,2
"236",236,"Myoprocta acouchy",2017,-55.218921,4.916063,0,"background species",0,0,0,0,0,0,0.976022896470013,0,0,0,0,0,0,0,5
"237",237,"Leontocebus weddelli",1951,-68.980321,-13.983037,0,"background species",0.360588309869983,0,0.00173634558105469,0.0196943989956942,0,0,0.565780220200485,0.0134441982684294,0,0,0.0222338618728067,0,0,0,3
"238",238,"Hydrochoerus hydrochaeris",2022,-66.971721,-14.090937,0,"background species",0.625231107241723,0,0.2014388655414,0,0,0.144800123878802,0.00788878497869318,0,0,0,0,0,0,0,3
"239",239,"Plecturocebus moloch",2019,-49.674521,-3.832137,0,"background species",0.0140736840280679,0,0,0,0.872735613268778,0,0.0812632635209736,0,0,0,0,0,0,0,1
"240",240,"Dasyprocta variegata",2017,-69.138021,-12.812737,0,"background species",0,0,0,0,0,0,0.977805733390777,0,0,0,0,0,0,0,3
"241",241,"Artibeus amplus",1967,-65.676921,3.621263,0,"background species",0,0,0,0,0,0,0.960727497594099,0,0,0,0.015985873859872,0,0,0,4
"242",242,"Didelphis pernigra",2021,-77.960921,-0.437437,0,"background species",0.231558760910997,0,0.00469323704528809,0.00804554986572266,0,0,0.69145147248833,0.057991046878982,0,0,0,0,0,0,2
"243",243,"Pteronura brasiliensis",2019,-76.591421,-0.420837,0,"background species",0,0,0,0.0192265355256025,0,0.110934476799786,0.339398794550333,0.499942040884633,0,0,0,0,0,0,2
"244",244,"Sciurus igniventris",2019,-67.942821,3.878563,0,"background species",0.0238904457044175,0.827146822372702,0,0,0,0,0.126552950977912,0.0257055646515709,0,0,0,0,0,0,4
"245",245,"Saguinus inustus",2012,-70.100821,1.272363,0,"background species",0.0689668058309789,0,0,0,0,0,0.903410220011504,0,0,0,0.00297920227050781,0,0,0,2
"246",246,"Lagothrix flavicauda",2007,-77.745121,-5.666437,0,"background species",0.103641264592886,0,0,0,0,0,0.886679581629157,0,0,0,0,0,0,0,2
"247",247,"Ateles belzebuth",2012,-75.686721,-1.192737,0,"background species",0,0,0,0,0,0,0.976007896176571,0,0,0,0,0,0,0,2
"248",248,"Micronycteris minuta",1970,-59.534921,2.865963,0,"background species",0,0,0.887535525482737,0,0,0.055365330568691,0.0240220266500164,0,0,0,0,0,0,0,5
"249",249,"Marmosa murina",1990,-68.772821,-13.576337,0,"background species",0,0.0482366339446205,0.036344794800588,0.13973401871092,0,0,0.641448770694114,0.118255750924318,0,0,0,0,0,0,3
"250",250,"Nephelomys keaysi",1941,-65.486021,-17.103837,0,"background species",0.0934835740309772,0,0,0,0,0,0.894731250875377,0,0,0,0,0,0,0,3
"251",251,"Plecturocebus donacophilus",2014,-63.228421,-17.792737,0,"background species",0.161251809235261,0,0.0178975977478027,0.11992585791973,0.353748348648849,0,0.22351653148709,0.118274809481752,0,0,0,0,0,0,3
"252",252,"Akodon dayi",1991,-63.029221,-17.585237,0,"background species",0.489725076600536,0,0,0,0,0,0.488038834075112,0,0,0,0,0,0,0,3
"253",253,"Saimiri sciureus",2021,-51.965321,4.484463,0,"background species",0,0.625609036390358,0,0,0,0,0.352288572370462,0,0,0,0,0,0,0,1
"254",254,"Pithecia pithecia",2010,-52.313921,3.720863,0,"background species",0.00313122513475605,0,0.00134695139208027,0.00347233613975375,0,0,0.980038908464262,0,0,0,0,0,0,0,1
"255",255,"Leontocebus fuscicollis",2000,-68.349521,-13.750637,0,"background species",0.401143125697869,0,0,0.00932045816668342,0,0,0.565696864346046,0.00490730577695759,0,0,0,0,0,0,3
"256",256,"Oligoryzomys flavescens",1993,-65.535821,-17.037437,0,"background species",0.016918505684821,0,0,0.00827192264811198,0,0,0.963001660471408,0,0,0,0.0112193830634223,0,0,0,3
"257",257,"Alouatta seniculus",2021,-73.819221,2.251763,0,"background species",0,0,0.149416130881918,0,0,0,0.0258605338804085,0,0,0,0.793137588729602,0,0,0,2
"258",258,"Lagothrix lagothricha",2017,-71.503521,-13.136437,0,"background species",0,0,0,0,0,0,0.978807400430355,0,0,0,0,0,0,0,3
"259",259,"Plecturocebus discolor",2013,-76.940021,0.176763,0,"background species",0.114371240194033,0,0,0.00536382568359375,0,0,0.86964119140801,0,0,0,0,0,0,0,2
"260",260,"Cebuella pygmaea",2019,-75.769721,-0.263137,0,"background species",0,0,0,0,0,0,0.965083496520278,0,0,0,0,0,0,0,2
"261",261,"Nasuella olivacea",2014,-78.932021,-4.114337,0,"background species",0.47008587714722,0,0,0,0,0,0.520139482016193,0,0,0,0,0,0,0,2
"262",262,"Speothos venaticus",2019,-76.259421,-0.512137,0,"background species",0,0.0128040277949793,0,0,0,0,0.972886855860287,0,0,0,0,0,0,0,2
"263",263,"Cebus yuracus",2022,-77.736821,-1.101437,0,"background species",0.353642371992587,0,0,0,0,0,0.636549644150134,0,0,0,0,0,0,0,2
"264",264,"Lagothrix lagothricha",2018,-76.367321,-0.487237,0,"background species",0.00476770110066732,0.0323690280315433,0,0,0,0,0.948235148462043,0,0,0,0,0,0,0,2
"265",265,"Rhynchonycteris naso",2021,-58.771321,4.501063,0,"background species",0,0,0,0,0,0,0.978298940240356,0,0,0,0,0,0,0,5
"266",266,"Ateles belzebuth",2019,-77.446321,-1.035037,0,"background species",0.0536070927457813,0,0,0,0,0,0.912027104696968,0,0,0,0,0,0,0,2
"267",267,"Neacomys paracou",1991,-59.153121,7.563763,0,"background species",0,0.920085525634761,0,0,0,0,0.0452064373779297,0,0,0,0,0,0,0,5
"268",268,"Cebus yuracus",2021,-76.159821,-7.011037,0,"background species",0.915543493097484,0,0,0.00754347787475586,0,0,0.0438088791337447,0.00443737628173828,0,0,0,0,0,0,2
"269",269,"Saimiri sciureus",2018,-53.915821,5.687963,0,"background species",0,0.271515501898944,0,0,0,0.697400879022378,0,0,0,0.0130170364223505,0,0,0,0,1
"270",270,"Myotis albescens",1992,-57.327121,5.322763,0,"background species",0,0.389774309839608,0,0,0,0.00534134655761719,0.207955455175782,0.375222739719962,0,0,0,0,0,0,5
"271",271,"Galea musteloides",1986,-62.348621,-19.452737,0,"background species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"272",272,"Pithecia milleri",2017,-75.894221,1.620963,0,"background species",0,0,0,0,0,0,0.97723181844028,0,0,0,0,0,0,0,2
"273",273,"Saimiri sciureus",2017,-55.028021,5.887163,0,"background species",0.0103491752374822,0.754206805258181,0,0,0,0.0533622373576934,0,0.147396105929288,0,0,0,0,0,0,5
"274",274,"Saimiri cassiquiarensis",2021,-76.815521,-0.346137,0,"background species",0.804075658397327,0,0,0.0187731449584961,0.0164976045421254,0,0.146121684365012,0,0,0,0,0,0,0,2
"275",275,"Myrmecophaga tridactyla",2021,-60.655421,2.782963,0,"background species",0.0328158207260132,0,0.913427682153839,0,0,0,0.00476237847900391,0.0400689480191318,0,0,0,0,0,0,5
"276",276,"Alouatta sara",2018,-71.354121,-12.563737,0,"background species",0,0,0,0,0,0,0.976139743538887,0,0,0,0,0,0,0,3
"277",277,"Isothrix bistriata",2015,-73.246521,-4.338437,0,"background species",0.122138658108385,0.686303519579952,0,0.00401167153930664,0,0.0829320837661325,0,0.0802601005628508,0,0,0,0,0,0,2
"278",278,"Neotomys ebriosus",1975,-71.096821,-14.472737,0,"background species",0,0,0.940367652968466,0.0378823791503906,0,0,0,0,0,0,0,0,0,0,3
"279",279,"Noctilio albiventris",2016,-74.582821,0.052263,0,"background species",0,0,0,0,0,0,0.981710422632092,0,0,0,0,0,0,0,2
"280",280,"Leontocebus fuscus",2019,-76.599721,0.624963,0,"background species",0.769195599476229,0,0,0.00962983874595493,0,0,0.0756781512511228,0.127563096135441,0,0,0,0,0,0,2
"281",281,"Thomasomys cinereiventer",1968,-76.940021,1.214263,0,"background species",0.709209814871035,0,0,0.0779013071315826,0.0282759637118253,0,0.134682565554761,0.0229094407308813,0,0,0,0,0,0,2
"282",282,"Microsciurus flaviventer",2019,-72.889621,-7.484137,0,"background species",0.0072211116502151,0,0,0,0,0,0.984599061117817,0,0,0,0,0,0,0,2
"283",283,"Ateles chamek",2014,-69.735621,-12.165337,0,"background species",0,0,0,0,0,0,0.967292837367395,0,0,0,0,0,0,0,3
"284",284,"Philander opossum",2012,-53.368021,3.181363,0,"background species",0,0,0,0,0,0,0.990172788113222,0,0,0,0,0,0,0,1
"285",285,"Priodontes maximus",2013,-72.557621,-4.587437,0,"background species",0,0.0845415970821062,0,0,0,0,0.815898108896778,0.078251852903054,0,0,0,0,0,0,2
"286",286,"Marmosa regina",1927,-74.831821,-7.749737,0,"background species",0.0106322835083008,0.860170006164545,0,0,0,0,0.0298027313010476,0.0720095074074485,0,0,0,0,0,0,2
"287",287,"Callimico goeldii",2017,-67.743621,-9.791537,0,"background species",0.852154609143698,0,0.00822076474526689,0,0,0,0.1147696396685,0.0151423332519531,0,0,0,0,0,0,3
"288",288,"Ateles paniscus",2012,-52.728921,3.098363,0,"background species",0,0,0,0,0,0,0.983590862235032,0,0,0,0,0,0,0,1
"289",289,"Tapirus terrestris",2021,-76.931721,0.126963,0,"background species",0.222941250738233,0,0,0,0,0,0.760635800766336,0,0,0,0,0,0,0,2
"290",290,"Lagothrix lagothricha",2016,-76.035321,-0.603437,0,"background species",0.0110846972412109,0.00171136920590324,0,0,0,0,0.978073517293379,0,0,0,0,0,0,0,2
"291",291,"Akodon spegazzinii",1901,-65.120821,-19.120737,0,"background species",0,0,0.765127274891245,0.198471364207875,0,0,0,0,0,0,0.0133804468994141,0,0,0,3
"292",292,"Choloepus didactylus",2018,-54.978221,-2.470937,0,"background species",0.073611310568678,0,0.0156461603379193,0,0,0.0461116131373333,0.435320779315871,0.392777508331308,0,0,0,0,0,0,4
"293",293,"Eremoryzomys polius",1967,-78.160121,-5.907137,0,"background species",0.381101940069614,0,0.244863367028678,0.0132514577087402,0,0,0.0789954613041026,0,0,0,0.247700993670752,0,0,0,2
"294",294,"Monodelphis adusta",1912,-76.964921,-6.048237,0,"background species",0.523868582622041,0,0,0,0.427445606879869,0,0.0386543442153904,0.00307188267606847,0,0,0,0,0,0,2
"295",295,"Lagothrix lagothricha",2019,-76.002121,-0.163537,0,"background species",0,0.334128012221242,0,0,0,0,0.645240565884852,0,0,0,0,0,0,0,2
