system:index,PER_2000_population,PER_2001_population,PER_2002_population,PER_2003_population,PER_2004_population,PER_2005_population,PER_2006_population,PER_2007_population,PER_2008_population,PER_2009_population,PER_2010_population,PER_2011_population,PER_2012_population,PER_2013_population,PER_2014_population,PER_2015_population,PER_2016_population,PER_2017_population,PER_2018_population,PER_2019_population,PER_2020_population,presence,row_code,scientificName,year,.geo
0000000000000000004f,0.0010900100337012724,0.00111081550062141,0.0012285936861207672,0.0018181799038988992,0.0018063047444265264,0.0018641370471895616,0.0019937367219587457,0.002222793494515559,0.0020615715661323536,0.0022401429283633537,0.0025072238627163804,0.002609698078138571,0.002738007668442294,0.0027213589452645356,0.002946145852625954,0.0029873661194727112,0.0030063271239472956,0.0034015046907406228,0.0037119185999401057,0.004002616267797409,0.004158952614913384,0,80,Poecilotriccus albifacies,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005f,0.005845549156633663,0.010749681202658252,0.011706346894303957,0.011514214309407215,0.009909633835595028,0.01415438991332171,0.013342018370680948,0.014574921605925934,0.01695779358931616,0.017776877498802017,0.01868884890687232,0.02161718811474594,0.012317824224923172,0.0167334027953592,0.0161223341509992,0.036004792782021504,0.017726886681481903,0.022120078273263632,0.02417001639511071,0.02653484470850112,0.02590823397040367,0,96,Poecilotriccus albifacies,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000068,0.061604520956090855,0.06302225725615726,0.06633632484019972,0.07237278185054369,0.10699614587367749,0.16173140266362362,0.08028406781308792,0.0722726292762102,0.10517425709495358,0.09221999084248263,0.07623966172629712,0.08435138814589557,0.0822603102700383,0.10106867189500846,0.09777346773474825,0.08558038163418863,0.10172791180073047,0.10303214125189128,0.0937142008952066,0.10803673109587501,0.12420403562924441,0,105,Poecilotriccus albifacies,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000041,8.77886235613522E-4,8.725138358297009E-4,8.921132302003019E-4,9.915710404040474E-4,0.001697202948579455,0.0019987068988163684,0.002208959159678688,0.002178355373040426,0.0020283747263544916,0.002189790672969584,0.0022556518679302112,0.002880705264853496,0.0028543209766640383,0.0028210423841122903,0.0025306034860584667,0.003007936179090072,0.0034166124037594775,0.003919720911767845,0.00443368038966083,0.004863681149322029,0.005116033320333444,0,66,Poecilotriccus albifacies,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004d,3.227217653629315E-4,3.827482682205371E-4,4.532727692504505E-4,4.829917759314983E-4,5.26502373281355E-4,9.172455371156627E-4,0.0011558331704388063,0.0012837413780610353,0.0011988026204098965,0.00116682479651097,0.0012357708879326488,0.001610215095912709,0.0017423212290832808,0.00199375965166837,0.001990506682983216,0.001967495460720623,0.0025397168207621458,0.002901135813262241,0.0030655304043024196,0.0034553474317505664,0.003726501366598349,0,78,Poecilotriccus albifacies,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000054,0.0045906135958491585,0.004366041849568194,0.003941749197010901,0.004012187357590187,0.0065222213994346415,0.006212102609010888,0.005598426120830517,0.005169053967384731,0.004343886112830803,0.005338074425783227,0.003705809661643762,0.004929052139906322,0.00453854806209896,0.004384587465913273,0.004686094431535286,0.004825863806421266,0.0054251708601619686,0.005495090872122376,0.005570728972773341,0.004866497174781911,0.005389143542989212,0,85,Poecilotriccus albifacies,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000057,8.77886235613522E-4,8.725138358297009E-4,8.921132302003019E-4,9.915710404040474E-4,0.001697202948579455,0.0019987068988163684,0.002208959159678688,0.002178355373040426,0.0020283747263544916,0.002189790672969584,0.0022556518679302112,0.002880705264853496,0.0028543209766640383,0.0028210423841122903,0.0025306034860584667,0.003007936179090072,0.0034166124037594775,0.003919720911767845,0.00443368038966083,0.004863681149322029,0.005116033320333444,0,88,Poecilotriccus albifacies,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005d,0.03609322455583834,0.043334789281966636,0.04654040003524107,0.03753536610918886,0.11487381744618508,0.04440646194944194,0.05052642192618519,0.05054582258065542,0.04568301842493169,0.0441447212415583,0.04307647937653112,0.045227269945191405,0.05234518206002666,0.07926877757497862,0.05501950942710334,0.04742323868707115,0.03535105423892246,0.0406236140897461,0.048580258544169225,0.05227788327371372,0.05559275997620003,0,94,Poecilotriccus albifacies,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000064,3.227217653629315E-4,3.827482682205371E-4,4.532727692504505E-4,4.829917759314983E-4,5.26502373281355E-4,9.172455371156627E-4,0.0011558331704388063,0.0012837413780610353,0.0011988026204098965,0.00116682479651097,0.0012357708879326488,0.001610215095912709,0.0017423212290832808,0.00199375965166837,0.001990506682983216,0.001967495460720623,0.0025397168207621458,0.002901135813262241,0.0030655304043024196,0.0034553474317505664,0.003726501366598349,0,101,Poecilotriccus albifacies,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000088,3.2544671512190615E-4,3.910378550690617E-4,3.9883375364154866E-4,3.8629335616076105E-4,8.539718543818475E-4,0.0010244005624497053,0.0011381388075795828,0.0011354387491284046,0.001053413057097179,0.0010824288552006085,0.0011713765972458264,0.0014027497256357295,0.001321789478956192,0.0013386478017577354,0.0010311111456294561,0.0013463558693069453,0.0013983359834288847,0.0016068969351038629,0.001775675843122835,0.0019931843148215727,0.0019753160393413374,0,137,Poecilotriccus albifacies,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000099,0.03609322455583834,0.043334789281966636,0.04654040003524107,0.03753536610918886,0.11487381744618508,0.04440646194944194,0.05052642192618519,0.05054582258065542,0.04568301842493169,0.0441447212415583,0.04307647937653112,0.045227269945191405,0.05234518206002666,0.07926877757497862,0.05501950942710334,0.04742323868707115,0.03535105423892246,0.0406236140897461,0.048580258544169225,0.05227788327371372,0.05559275997620003,0,154,Poecilotriccus albifacies,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009b,0.004754355823730721,0.004659559816925549,0.004034974090937598,0.004146422958914556,0.006760703728479497,0.00633846768999801,0.005730728565843082,0.0054619243167632935,0.004657243866035167,0.005447439887725255,0.0038977130882295904,0.005194283375406966,0.004574132628519745,0.004604767527723429,0.005089074464551375,0.00491588736573855,0.004585212270053578,0.004656730427899781,0.004493097015017388,0.0041246125547617085,0.004003278628977782,0,156,Poecilotriccus albifacies,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009e,0.03609322455583834,0.043334789281966636,0.04654040003524107,0.03753536610918886,0.11487381744618508,0.04440646194944194,0.05052642192618519,0.05054582258065542,0.04568301842493169,0.0441447212415583,0.04307647937653112,0.045227269945191405,0.05234518206002666,0.07926877757497862,0.05501950942710334,0.04742323868707115,0.03535105423892246,0.0406236140897461,0.048580258544169225,0.05227788327371372,0.05559275997620003,0,159,Poecilotriccus albifacies,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a5,0.03609322455583834,0.043334789281966636,0.04654040003524107,0.03753536610918886,0.11487381744618508,0.04440646194944194,0.05052642192618519,0.05054582258065542,0.04568301842493169,0.0441447212415583,0.04307647937653112,0.045227269945191405,0.05234518206002666,0.07926877757497862,0.05501950942710334,0.04742323868707115,0.03535105423892246,0.0406236140897461,0.048580258544169225,0.05227788327371372,0.05559275997620003,0,166,Poecilotriccus albifacies,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000048,6.518324570018141E-4,7.296710192938061E-4,7.530431742505992E-4,8.187282981131884E-4,0.0013027675719201274,0.0013231083093320623,0.0015072041528993378,0.0015658398222762582,0.001559566821464721,0.001670709924370635,0.0017866675760231767,0.001982836439000333,0.0017937801769185885,0.0019162618180773422,0.0019025063470882527,0.002124844509743008,0.002239849661276037,0.00253617779680473,0.0026946660030779303,0.0027253319691939682,0.0028023851140603134,0,73,Poecilotriccus albifacies,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000067,8.500009060691239E-4,8.494055645047304E-4,8.694893230830191E-4,9.683057355384032E-4,0.0016575841169219974,0.0019350653263174144,0.0021828548288812823,0.002127173123881221,0.0019924329762694005,0.002102842419316956,0.00220895966916692,0.0027526551510627362,0.0028019797312570554,0.002790030123045047,0.002530308678636656,0.002958627036023958,0.003345907307869079,0.003860345881834042,0.0043626895831788285,0.00481869756408474,0.004940859975256756,0,104,Poecilotriccus albifacies,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084,8.377019840968298E-4,7.336632060982725E-4,8.946642946159723E-4,8.963858818306642E-4,6.959301707170466E-4,7.176494253251483E-4,8.868831675499678E-4,8.339360543508449E-4,8.265698597967332E-4,9.489705078486426E-4,8.017182016891299E-4,9.584848604658071E-4,0.0013346302085647393,0.0012136993171902848,0.001221101858890524,0.0011574005826796387,0.0014089958952265044,0.0014705778410037359,0.0014346401645418476,0.0013638645246186677,0.0015021609507647215,0,133,Poecilotriccus albifacies,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ab,0.0017363380882706423,0.002989562256626931,0.003358175901367384,0.0069900378329204585,0.005439726259632438,0.009044258851631015,0.009894449742255259,0.009064686440807932,0.012690916303180012,0.012797911896132955,0.014035824956554994,0.016811341931130375,0.011031555866493898,0.013005466032408031,0.009896763162139586,0.010459965646413025,0.013490282612688403,0.014636558016725615,0.015289972156432331,0.019699890845838716,0.01756674762742192,0,172,Poecilotriccus albifacies,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e,0.0014895064222133336,0.0015953873462208053,0.001854244841481833,0.0016700029847960844,0.0017245267540691239,0.0019548888026061015,0.0024410744124621735,0.002326745458641181,0.0022694860475466535,0.003231691522523761,0.001928808706282985,0.0033363408290361073,0.003711395286133184,0.005219126602306085,0.024918178571205513,0.04458736737861353,0.022084564394226264,0.025937197897948468,0.024876982645661225,0.029235539614569907,0.040121290109613364,0,127,Poecilotriccus albifacies,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073,0.0016419674922693885,0.0028215913293773635,0.003195086506871032,0.005827156205972035,0.004773710584085361,0.00785685402030746,0.008438759048779805,0.007375256795728324,0.010518732725405225,0.010288187868747056,0.012970575478439236,0.013991514118570907,0.008994305765658031,0.011088615232238582,0.007875106003427623,0.01803974417933062,0.010629974842509802,0.011262076705986376,0.010916307119323928,0.015236922386376296,0.012466478004467253,0,116,Poecilotriccus albifacies,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008e,0.0016419674922693885,0.0028215913293773635,0.003195086506871032,0.005827156205972035,0.004773710584085361,0.00785685402030746,0.008438759048779805,0.007375256795728324,0.010518732725405225,0.010288187868747056,0.012970575478439236,0.013991514118570907,0.008994305765658031,0.011088615232238582,0.007875106003427623,0.01803974417933062,0.010629974842509802,0.011262076705986376,0.010916307119323928,0.015236922386376296,0.012466478004467253,0,143,Poecilotriccus albifacies,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b4,0.004674188743400223,0.004769875627814555,0.003956481628119945,0.004138320724607683,0.006627322996363921,0.006118064786435343,0.005639239663586898,0.005682151437755309,0.004989559650786367,0.00525399353172557,0.0038383070781242614,0.005020481554389585,0.004595126050944421,0.004696797579526901,0.004751867598251385,0.004379281796076718,0.004408903668324153,0.0046105923331981775,0.004493563987460791,0.004019317197083842,0.003986685110402166,0,181,Poecilotriccus albifacies,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077,0.006282801071510595,0.0070007648921626454,0.006574678340671108,0.007184209019018738,0.0076866751810645345,0.008994220058415449,0.009083057074424099,0.009415087677246215,0.009419459564720881,0.00964540307793547,0.008723283752652944,0.010233442459766772,0.0107920324941184,0.012282618003733018,0.015350086274830733,0.012509629780463142,0.010352857261165683,0.011614360375439418,0.01189287742782457,0.012069991300357321,0.012349839501228987,0,120,Poecilotriccus albifacies,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,128,Poecilotriccus albifacies,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000085,0.023866489471173754,0.029979578011176167,0.03102402675385569,0.02577119792501132,0.06221700255192963,0.030667755548276155,0.03188495291214363,0.035364265988270444,0.03193551076977861,0.027493179224285427,0.02595432351032893,0.028220158114152794,0.036991977808522244,0.050347609671891905,0.03894760293119094,0.03698264433472764,0.028280358703113073,0.032435983419418335,0.03516657570121335,0.03864772334402683,0.03738961528037109,0,134,Poecilotriccus albifacies,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000096,0.023866489471173754,0.029979578011176167,0.03102402675385569,0.02577119792501132,0.06221700255192963,0.030667755548276155,0.03188495291214363,0.035364265988270444,0.03193551076977861,0.027493179224285427,0.02595432351032893,0.028220158114152794,0.036991977808522244,0.050347609671891905,0.03894760293119094,0.03698264433472764,0.028280358703113073,0.032435983419418335,0.03516657570121335,0.03864772334402683,0.03738961528037109,0,151,Poecilotriccus albifacies,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ae,0.005828803777694702,0.005251004977845678,0.004665911369317886,0.004734315909445286,0.006562194604353578,0.006235886668311615,0.00598248265610606,0.005259121282427918,0.004570994277795156,0.005299257158356554,0.0038246353850791264,0.004844496738823021,0.004655717276767188,0.0047260860638583405,0.004531508801030177,0.004581585351158591,0.004177393161636941,0.004478302247384015,0.004245485076863391,0.004118739503125349,0.0037453562057777946,0,175,Poecilotriccus albifacies,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000055,0.012906530397195443,0.01962995562045013,0.020115399236480397,0.018135717562308497,0.01304260187362339,0.013582625411743043,0.01433228175429737,0.014104952831186499,0.013304213953076625,0.013881391257632011,0.014918763143028698,0.017127563782474573,0.01834941860653606,0.028542247115104807,0.019850865210972582,0.02612758107191207,0.02228801625178141,0.022597231847398418,0.02256426523421325,0.02969883926504967,0.026294755446268064,0,86,Poecilotriccus albifacies,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000062,0.012906530397195443,0.01962995562045013,0.020115399236480397,0.018135717562308497,0.01304260187362339,0.013582625411743043,0.01433228175429737,0.014104952831186499,0.013304213953076625,0.013881391257632011,0.014918763143028698,0.017127563782474573,0.01834941860653606,0.028542247115104807,0.019850865210972582,0.02612758107191207,0.02228801625178141,0.022597231847398418,0.02256426523421325,0.02969883926504967,0.026294755446268064,0,99,Poecilotriccus albifacies,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000076,0.012906530397195443,0.01962995562045013,0.020115399236480397,0.018135717562308497,0.01304260187362339,0.013582625411743043,0.01433228175429737,0.014104952831186499,0.013304213953076625,0.013881391257632011,0.014918763143028698,0.017127563782474573,0.01834941860653606,0.028542247115104807,0.019850865210972582,0.02612758107191207,0.02228801625178141,0.022597231847398418,0.02256426523421325,0.02969883926504967,0.026294755446268064,0,119,Poecilotriccus albifacies,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a8,0.006852302751412579,0.011861949154705394,0.014706284782904037,0.015668270225618397,0.012969208855693248,0.014892129180039845,0.013436725096521423,0.015250970394003626,0.015654097037280306,0.01728399208217275,0.019329500278713656,0.01755329613007751,0.03300809100562451,0.018083336872651297,0.014658322072058333,0.021847751291066995,0.01805889367618982,0.022483625650113703,0.02304574517058391,0.02732934591670831,0.023541064794157067,0,169,Poecilotriccus albifacies,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009f,0.006411426402993647,0.010862297557440458,0.012748089414455143,0.014367879185752542,0.011751418630135995,0.014108144714697903,0.012878675382657377,0.01377838336880885,0.014564729124015454,0.015580373534969254,0.01766916267281654,0.01564359288735717,0.011378948101956471,0.01859728466061985,0.014397456259558013,0.027903609766679653,0.018731410794106184,0.022599509913547366,0.02278540073072209,0.025891966146289132,0.026221920425693192,0,160,Poecilotriccus pulchellus,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000af,2.8996152995044695E-4,3.7893579460169174E-4,4.286159353796393E-4,4.412753426460732E-4,4.3628476092171875E-4,5.09344721806473E-4,6.97995351134416E-4,7.4811889424774E-4,7.872940634614697E-4,6.994686509464301E-4,7.952427327194635E-4,9.050935874327872E-4,9.267813007931646E-4,9.641360174225388E-4,7.709070916890223E-4,0.0012846357239337236,0.0011460037386117905,0.0013605370670191797,0.001409557338018774,0.0015944976921138517,0.0014172959776010876,0,176,Poecilotriccus pulchellus,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000049,0.006012567959944991,0.008142794566411597,0.0080043834615864,0.008686119204788815,0.009680844668079825,0.008975423715424303,0.007949553192684464,0.007528828878832213,0.00628675642039846,0.005454381699582525,0.005343751570976832,0.005875566725929578,0.00721044737991749,0.01126959274577744,0.01206582023889995,0.011375618988976759,0.011762027683503488,0.013061124520997204,0.01340932534532804,0.014105634654269499,0.01628451917101355,0,74,Mionectes macconnelli,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006f,0.00209966913851745,0.0029163306652038707,0.0028595465472808067,0.0030381081370162025,0.003607287546437161,0.0032687887147653336,0.0028015801116970237,0.002666824888072762,0.002219237105957433,0.001987806409962621,0.0019296830830474695,0.00211289123650275,0.0025288196883219128,0.004485192851108663,0.0043463256392701,0.004064209236964291,0.0041767835690110335,0.0046823518569855125,0.004757870795826117,0.004993990808725357,0.005868387127331658,0,112,Mionectes macconnelli,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b,0.006012567959944991,0.008142794566411597,0.0080043834615864,0.008686119204788815,0.009680844668079825,0.008975423715424303,0.007949553192684464,0.007528828878832213,0.00628675642039846,0.005454381699582525,0.005343751570976832,0.005875566725929578,0.00721044737991749,0.01126959274577744,0.01206582023889995,0.011375618988976759,0.011762027683503488,0.013061124520997204,0.01340932534532804,0.014105634654269499,0.01628451917101355,0,124,Mionectes macconnelli,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000094,0.008772570610630748,0.011122473679921207,0.010734675320632317,0.011924188993140763,0.009649397031057114,0.00927729392606838,0.009546709878771912,0.00868350833508314,0.006621794417208316,0.006753112386692973,0.006419952838298153,0.007616738018159773,0.008283780456758013,0.013755605873816154,0.009902703966580184,0.013479664037917175,0.012623242376481787,0.012481200264072886,0.012449509380202667,0.015802387593715796,0.015737095277975587,0,149,Mionectes macconnelli,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009a,0.004484533083935578,0.00450112419385536,0.003880043218241018,0.00391800955997086,0.007007553185537165,0.005941317051503003,0.005331638234430084,0.005323200384337527,0.0043842538917327626,0.0048460347377056,0.003684601862458329,0.004610471332482263,0.004096161358642812,0.0042629482224583615,0.0057273577113508,0.004323530052879862,0.0039203578131456,0.004179356643455286,0.004029421858927782,0.003834982605322319,0.0036141847506822905,0,155,Poecilotriccus albifacies,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a6,0.04785686468376833,0.0669011627050007,0.07413761037237504,0.06958388464123595,0.05644318797424728,0.038441341472607034,0.04082933446648074,0.03766676015129277,0.03849905393287248,0.03476207671212215,0.03862138254677548,0.04486613190349411,0.027746441741200056,0.04113977957589954,0.06820603378263174,0.03418745025992393,0.02738267070084226,0.028530502406989827,0.030006115627931616,0.03944918421261451,0.031179294516058532,0,167,Poecilotriccus albifacies,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a,8.42866741860395E-4,9.161794530775617E-4,9.695129704150353E-4,0.001031985069972043,0.001171070838566212,0.0011788334565091077,0.0013390299508019405,0.0014649176591203785,0.00147590086220161,0.0014297305295864742,0.0015743651536895948,0.0019530859876277984,0.0018999427191767038,0.0020140078557910873,0.0021983567488324993,0.002044177567586303,0.002591828767246768,0.0027999712775150934,0.003015040639130508,0.0032026178513964018,0.0035511943274268917,0,107,Inezia inornata,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000074,0.19240934024838843,0.22694631429279552,0.17137274829780355,0.19947795850389144,0.15352980845114764,0.16308576569837682,0.18260630018570845,0.17799736033467686,0.13658124366227317,0.11443845804999857,0.12042763057877036,0.16910324868033913,0.2209223961128908,0.24034249186515808,0.1567183448987849,0.2643318404169644,0.2407914896221722,0.2801247126915876,0.32504636680378635,0.3455701554522795,0.32584789009655224,0,117,Inezia inornata,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000083,12.424067003586714,11.268545034819958,7.781227953293744,11.716667624080882,11.147421705956553,9.447914349799063,21.958993874344173,23.37509828455308,23.679805950089996,21.957475445317286,22.998445952172375,19.54747788298364,21.617300512276444,22.78874310512169,24.88117342182234,24.59178029976639,30.864825656367287,32.470673841588635,31.75324021881702,34.10347033481972,37.741819748223996,0,132,Inezia inornata,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000091,12.424067003586714,11.268545034819958,7.781227953293744,11.716667624080882,11.147421705956553,9.447914349799063,21.958993874344173,23.37509828455308,23.679805950089996,21.957475445317286,22.998445952172375,19.54747788298364,21.617300512276444,22.78874310512169,24.88117342182234,24.59178029976639,30.864825656367287,32.470673841588635,31.75324021881702,34.10347033481972,37.741819748223996,0,146,Inezia inornata,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000095,10.16938014684939,10.344277490354052,13.05614274342855,15.249842415603938,12.564306148828246,17.75733828825109,16.849020206227024,17.000723816366758,17.842589367137236,12.00764327142753,14.323984303193935,12.029667712192909,18.539464120303883,16.17133058286181,16.755731414346133,27.54700950921751,31.524935613893994,33.026085655361996,31.590476451200594,34.862177059697174,36.87159547992781,0,150,Inezia inornata,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000be,0.008407062087573258,0.013634128554486763,0.015749663468815536,0.015937688504802247,0.014064283548470806,0.018408929154861208,0.017401263329620456,0.018050089412752317,0.020198670957310528,0.022724538216111707,0.02362610044724801,0.024311712654490097,0.01609737762779582,0.021816340359110457,0.01633708286373054,0.016824789765272657,0.01699007179807214,0.019876640187759025,0.02102457704205139,0.026663180097353224,0.022060461086677568,0,191,Zimmerius cinereicapilla,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
