system:index,area,class,row_code,year,.geo
0_00000000000000000092_0_0,0.4318719228005794,3,147,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000092_0_1,0.00440583203125,12,147,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000092_0_2,0.5376617676319789,14,147,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000be_0_0,0.9734943593247347,3,191,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000057_0_0,0.86903225262092,3,88,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000057_0_1,0.0956361434326172,12,88,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000075_0_0,0.9730521736450221,3,118,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000088_0_0,0.9710380598144513,3,137,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000070_0_0,0.8220458623657246,3,113,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000070_0_1,0.15100631127929673,14,113,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000086_0_0,0.9825569056042279,3,135,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000006f_0_0,0.9858190518997532,6,112,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000006f_0_1,0.004447348266601562,33,112,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000066_0_0,0.1410389090576173,3,103,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000066_0_1,0.8007654595549938,12,103,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000066_0_2,0.02231625482177734,14,103,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000ae_0_0,0.9786540445973099,3,175,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000045_0_0,0.9272073211229495,3,70,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000045_0_1,0.03893773565314801,6,70,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000096_0_0,0.9710380598144513,3,151,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
