scientificName,year,lon,lat,presence,row_code
Leontocebus tripartitus,2019,-76.076821,-0.719637,0,181
Saimiri boliviensis,2013,-72.499521,-4.554237,0,182
Lagothrix lagothricha,2015,-76.168121,-0.603437,0,183
Pteronura brasiliensis,2017,-59.916721,-2.861037,0,184
Conepatus semistriatus,2006,-78.068821,-0.379337,0,185
Saimiri boliviensis,2018,-70.109121,-12.555437,0,186
Ozotoceros bezoarticus,2017,-65.461121,-12.032537,0,187
Saguinus midas,2019,-55.194021,4.949263,0,188
Tapirus terrestris,2019,-77.429721,-1.043337,0,189
Tamandua tetradactyla,2019,-77.064521,0.425763,0,190
Saimiri cassiquiarensis,2019,-70.358121,-3.790637,0,191
Micronycteris schmidtorum,2008,-78.135221,-2.221937,0,192
Mazama nemorivaga,2019,-53.318221,5.272963,0,193
Leontocebus tripartitus,2019,-76.159821,-0.420837,0,194
Leontocebus nigricollis,2019,-77.114321,0.658163,0,195
Speothos venaticus,2019,-76.259421,-0.512137,0,196
Gardnerycteris crenulatum,2012,-78.068821,-2.695037,0,197
Micronycteris minuta,2009,-52.338821,4.907763,0,198
Sus scrofa,2013,-51.774421,-3.076837,0,199
Cebus yuracus,2015,-77.695321,-1.059937,0,200
Myoprocta pratti,2013,-75.429421,-2.661837,0,201
Canis familiaris,2014,-45.682221,-3.657837,0,202
Lagothrix flavicauda,2007,-77.180721,-8.139837,0,203
Ateles paniscus,2015,-58.704921,4.783263,0,204
Potos flavus,2017,-75.902521,1.620963,0,205
Leopardus wiedii,2018,-74.732221,1.371963,0,206
Lontra longicaudis,2019,-55.808221,-9.542537,0,207
Cormura brevirostris,2017,-62.058121,-8.936637,0,208
Sciurillus pusillus,2012,-55.210621,4.940963,0,209
Nephelomys keaysi,2019,-71.545021,-13.053437,0,210
Proechimys guyannensis,2006,-56.887221,4.467863,0,211
Cebus unicolor,2016,-66.008921,-10.696237,0,212
Leontocebus tripartitus,2015,-76.466921,-0.545337,0,213
Canis familiaris,2016,-48.620421,-5.243137,0,214
Alouatta sara,2018,-63.709821,-17.651637,0,215
Saimiri boliviensis,2019,-65.494321,-13.734037,0,216
Philander andersoni,2004,-75.628621,1.903163,0,217
Dasyprocta leporina,2018,-55.177421,4.957563,0,218
Cebuella pygmaea,2014,-76.134921,-0.669837,0,219
Cebus yuracus,2019,-76.541621,-0.462337,0,220
Bradypus tridactylus,2015,-55.144221,4.982463,0,221
Mus musculus,2014,-52.280721,4.617263,0,222
Canis familiaris,2012,-49.500221,-5.666437,0,223
Artibeus planirostris,2020,-69.295721,-12.821037,0,224
Leontocebus weddelli,2020,-71.926821,-7.824437,0,225
Aotus vociferans,2017,-73.014121,-3.383937,0,226
Canis familiaris,2015,-47.558021,-5.093737,0,227
Saguinus bicolor,2020,-60.074421,-2.827837,0,228
Alouatta discolor,2011,-51.442421,-1.616037,0,229
Saguinus midas,2019,-52.513121,4.467863,0,230
Platyrrhinus masu,2020,-75.354721,-10.546837,0,231
Mesophylla macconnelli,2004,-75.587121,1.612663,0,232
Lagothrix lagothricha,2016,-72.507821,-2.470937,0,233
Leontocebus nigricollis,2020,-76.500121,-0.537037,0,234
Felis catus,2017,-54.189721,3.828763,0,235
Myrmecophaga tridactyla,2018,-74.649221,0.143563,0,236
Aotus brumbacki,2012,-73.777721,3.737463,0,237
Dasyprocta variegata,2018,-69.055021,-12.538837,0,238
Choloepus didactylus,2009,-76.757421,-1.093137,0,239
Leontocebus nigricollis,2009,-76.292621,-0.595137,0,240
Canis familiaris,2012,-46.171921,-3.815537,0,241
Saimiri boliviensis,2018,-68.200121,-9.990737,0,242
Vicugna vicugna,2020,-78.865621,-1.524737,0,243
Cebus yuracus,2019,-78.940321,-4.122637,0,244
Choloepus didactylus,2019,-60.107621,-3.051937,0,245
Herpailurus yagouaroundi,2016,-73.777721,2.251763,0,246
Canis familiaris,2015,-48.935821,-5.243137,0,247
Philander opossum,2019,-53.218621,3.612963,0,248
Phyllostomus hastatus,2016,-51.882321,3.978163,0,249
Sphaeronycteris toxophyllum,2016,-69.461721,-12.862537,0,250
Dasyprocta variegata,2018,-69.055021,-12.538837,0,251
Bradypus tridactylus,2011,-52.280721,3.189663,0,252
Saimiri cassiquiarensis,2016,-70.075921,-4.097737,0,253
Plecturocebus donacophilus,2008,-63.162021,-17.942137,0,254
Cheracebus torquatus,2020,-67.868121,-8.895137,0,255
Leopardus tigrinus,2010,-52.073221,4.110963,0,256
Cabassous unicinctus,2018,-74.790321,2.658463,0,257
Olallamys albicauda,2016,-75.246821,1.546263,0,258
Leontocebus nigricollis,2020,-76.259421,-0.412537,0,259
Atelocynus microtis,2020,-68.889021,-12.298137,0,260
Choloepus didactylus,2018,-76.857021,-0.304637,0,261
Didelphis imperfecta,2010,-52.347121,4.293563,0,262
Choloepus didactylus,2019,-75.753121,-0.271437,0,263
Lagothrix flavicauda,2009,-77.786621,-5.799237,0,264
Artibeus planirostris,2018,-75.719921,1.413463,0,265
Leontocebus fuscicollis,2013,-72.873021,-4.645537,0,266
