system:index,bio12_annual_precip,bio1_mean_annual_temp,presence,row_code,scientificName,species,year,.geo
00000000000000000092,2130.5414775674276,25.470791029237613,0,147,Coendou prehensilis,background species,2022,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-57.20429919392312,-9.840984786188645],[-57.19522602579042,-9.840984786188645],[-57.19522602579042,-9.831987649357359],[-57.20429919392312,-9.831987649357359],[-57.20429919392312,-9.840984786188645]]]}"
000000000000000000be,2206.1893599260893,25.10641171625541,0,191,Coendou prehensilis,background species,2020,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-68.20428653446439,-8.840982324844253],[-68.19523936538016,-8.840982324844253],[-68.19523936538016,-8.831985188010535],[-68.20428653446439,-8.831985188010535],[-68.20428653446439,-8.840982324844253]]]}"
00000000000000000057,2028.3652607138229,26.350000381469727,0,88,Dasyprocta leporina,background species,2022,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-61.20423444745449,1.1590155339938262],[-61.19529281942859,1.1590155339938262],[-61.19529281942859,1.1680126708514058],[-61.20423444745449,1.1680126708514058],[-61.20423444745449,1.1590155339938262]]]}"
00000000000000000075,2628.2708516438806,25.75,0,118,Dasyprocta leporina,background species,2020,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-62.20423828426934,-1.840982931837435],[-62.19529390512479,-1.840982931837435],[-62.19529390512479,-1.8319857949869651],[-62.20423828426934,-1.8319857949869651],[-62.20423828426934,-1.840982931837435]]]}"
00000000000000000088,2568.0185597526583,23.850000381469727,0,137,Diclidurus scutatus,background species,2022,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-62.20424779499862,4.159013999825072],[-62.19528435581533,4.159013999825072],[-62.19528435581533,4.168011136689778],[-62.20424779499862,4.168011136689778],[-62.20424779499862,4.159013999825072]]]}"
00000000000000000070,2527.1460933447875,26.616131691517175,0,113,Holochilus sciureus,background species,2022,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-48.20423503912115,-1.840982931837435],[-48.19529065997661,-1.840982931837435],[-48.19529065997661,-1.831985794986965],[-48.20423503912115,-1.831985794986965],[-48.20423503912115,-1.840982931837435]]]}"
00000000000000000086,1099.6293665151127,25.149999618530273,0,135,Marmosops ocellatus,background species,2022,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-61.2044588811522,-17.84098664053889],[-61.195067701907476,-17.84098664053889],[-61.195067701907476,-17.831989503727755],[-61.2044588811522,-17.831989503727755],[-61.2044588811522,-17.84098664053889]]]}"
0000000000000000006f,2111.3866964633035,25.915773011836766,0,112,Philander andersoni,background species,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-75.20425557371385,-5.840983859013108],[-75.19526920417415,-5.840983859013108],[-75.19526920417415,-5.831986722172164],[-75.20425557371385,-5.831986722172164],[-75.20425557371385,-5.840983859013108]]]}"
00000000000000000066,1852.793569477762,26.991935674580304,0,103,Procyon cancrivorus,background species,2022,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-61.204240336759604,3.159015997581679],[-61.195286908630706,3.159015997581679],[-61.195286908630706,3.1680131344440055],[-61.204240336759604,3.1680131344440055],[-61.204240336759604,3.159015997581679]]]}"
000000000000000000ae,3099.8274209430106,25.049999237060547,0,175,Rhinophylla pumilio,background species,2016,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-69.2042471880222,4.159013999825072],[-69.1952837488389,4.159013999825072],[-69.1952837488389,4.168011136689778],[-69.2042471880222,4.168011136689778],[-69.2042471880222,4.159013999825072]]]}"
00000000000000000045,3746.3621375372795,24.889525544099296,0,70,Sciurus igniventris,background species,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-77.20423825429575,-2.840985393181888],[-77.19528750298375,-2.840985393181888],[-77.19528750298375,-2.8319882563337915],[-77.20423825429575,-2.8319882563337915],[-77.20423825429575,-2.840985393181888]]]}"
00000000000000000096,2568.0185597526583,23.850000381469727,0,151,Alouatta macconnelli,background species,2022,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-62.20424779499862,4.159013999825072],[-62.19528435581533,4.159013999825072],[-62.19528435581533,4.168011136689778],[-62.20424779499862,4.168011136689778],[-62.20424779499862,4.159013999825072]]]}"
000000000000000000af,2470.4838077022823,25.494152274863847,0,176,Alouatta macconnelli,background species,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-59.20423535932991,-1.840982931837435],[-59.19529098018536,-1.840982931837435],[-59.19529098018536,-1.8319857949869651],[-59.20423535932991,-1.8319857949869651],[-59.20423535932991,-1.840982931837435]]]}"
0000000000000000004a,1559.2125948197615,26.149999618530273,0,75,Bradypus tridactylus,background species,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-56.204260540813905,6.159014463412892],[-56.195268780724604,6.159014463412892],[-56.195268780724604,6.168011600282376],[-56.204260540813905,6.168011600282376],[-56.204260540813905,6.159014463412892]]]}"
0000000000000000005c,2490.1155889360734,24.990958542250002,0,93,Bradypus tridactylus,background species,2012,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-53.204234855492864,2.159013536237227],[-53.19528869407104,2.159013536237227],[-53.19528869407104,2.168010673097178],[-53.204234855492864,2.168010673097178],[-53.204234855492864,2.159013536237227]]]}"
0000000000000000006a,1932.7840976402408,25.75,0,107,Dasyprocta variegata,background species,2022,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-66.20436583991172,-13.840985713363944],[-66.1951588872232,-13.840985713363944],[-66.1951588872232,-13.83198857654256],[-66.20436583991172,-13.83198857654256],[-66.20436583991172,-13.840985713363944]]]}"
0000000000000000009b,2478.2902589908313,15.480588290317002,0,156,Euryoryzomys nitidus,background species,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-68.2043868525684,-14.840983715607189],[-68.19513873814783,-14.840983715607189],[-68.19513873814783,-14.831986578788326],[-68.2043868525684,-14.831986578788326],[-68.2043868525684,-14.840983715607189]]]}"
000000000000000000ac,1981.8750448936273,25.25,0,173,Euryoryzomys nitidus,background species,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-67.20431595440016,-10.840982788431967],[-67.19521385690446,-10.840982788431967],[-67.19521385690446,-10.831985651603134],[-67.20431595440016,-10.831985651603134],[-67.20431595440016,-10.840982788431967]]]}"
00000000000000000082,1203.709585102762,14.158592220163937,0,131,Lagothrix flavicauda,background species,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-77.20428639108056,-8.840982324844253],[-77.19523922199635,-8.840982324844253],[-77.19523922199635,-8.831985188010535],[-77.20428639108056,-8.831985188010535],[-77.20428639108056,-8.840982324844253]]]}"
0000000000000000009c,2292.978793195669,24.950365652187234,0,157,Leontocebus weddelli,background species,2011,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-71.20427792227962,-7.840984322600898],[-71.19525386259778,-7.840984322600898],[-71.19525386259778,-7.831987185764761],[-71.20427792227962,-7.831987185764761],[-71.20427792227962,-7.840984322600898]]]}"
0000000000000000004c,3096.9483105066874,7.610003375222164,0,77,Marmosops noctivagus,background species,2022,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-68.20440900569749,-15.840986176951468],[-68.19511651635912,-15.840986176951468],[-68.19511651635912,-15.831989040135152],[-68.20440900569749,-15.831989040135152],[-68.20440900569749,-15.840986176951468]]]}"
00000000000000000083,1845.1542107673108,26.54201921486756,0,132,Marmosops noctivagus,background species,2013,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-57.204255860481524,-5.840983859013109],[-57.195269490941804,-5.840983859013109],[-57.195269490941804,-5.831986722172165],[-57.204255860481524,-5.831986722172165],[-57.204255860481524,-5.840983859013109]]]}"
00000000000000000091,3648.864149983724,25.477103670438133,0,146,Proechimys oconnelli,background species,2022,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-73.20423865921414,3.159015997581679],[-73.19528523108525,3.159015997581679],[-73.19528523108525,3.168013134444006],[-73.20423865921414,3.168013134444006],[-73.20423865921414,3.159015997581679]]]}"
00000000000000000079,1267.6833931344454,24.313998409959137,0,122,Pygoderma bilabiatum,background species,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-62.2044358678207,-16.840984179194674],[-62.19509571705406,-16.840984179194674],[-62.19509571705406,-16.83198704238093],[-62.2044358678207,-16.83198704238093],[-62.2044358678207,-16.840984179194674]]]}"
0000000000000000006d,2141.984981805952,26.111440239110923,0,110,Rhynchonycteris naso,background species,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-58.20425101317066,-4.840985856769724],[-58.195279282722495,-4.840985856769724],[-58.195279282722495,-4.8319887199263905],[-58.20425101317066,-4.8319887199263905],[-58.20425101317066,-4.840985856769724]]]}"
000000000000000000a5,1583.302240522076,26.157967800915984,0,166,Trinycteris nicefori,background species,1968,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-62.20427109306212,7.159016924757317],[-62.19526097950859,7.159016924757317],[-62.19526097950859,7.168014061629202],[-62.20427109306212,7.168014061629202],[-62.20427109306212,7.159016924757317]]]}"
0000000000000000008a,2571.2507820604255,25.450000762939453,0,139,Cebuella niveiventris,background species,2012,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-67.2042581784445,-5.840983859013108],[-67.19527180890479,-5.840983859013108],[-67.19527180890479,-5.831986722172164],[-67.2042581784445,-5.831986722172164],[-67.2042581784445,-5.840983859013108]]]}"
00000000000000000041,5355.307881505037,25.117782624299863,0,66,Dasyprocta fuliginosa,background species,2022,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.20423569484845,1.1590155339938262],[-76.19529406682256,1.1590155339938262],[-76.19529406682256,1.1680126708514058],[-76.20423569484845,1.1680126708514058],[-76.20423569484845,1.1590155339938262]]]}"
000000000000000000ad,2629.6951301543054,25.85729362361164,0,174,Euphractus sexcinctus,background species,1972,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-51.204236588592536,1.1590155339938262],[-51.19529496056664,1.1590155339938262],[-51.19529496056664,1.1680126708514058],[-51.204236588592536,1.1680126708514058],[-51.204236588592536,1.1590155339938262]]]}"
000000000000000000b3,2192.5234173230883,25.651668997835525,0,180,Lagothrix lagothricha,background species,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-59.204286677848216,-8.840982324844253],[-59.19523950876399,-8.840982324844253],[-59.19523950876399,-8.831985188010535],[-59.204286677848216,-8.831985188010535],[-59.204286677848216,-8.840982324844253]]]}"
0000000000000000007e,2631.0342711146477,23.649999618530273,0,127,Platyrrhinus infuscus,background species,2022,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-65.20443433365905,-16.840984179194674],[-65.19509418289242,-16.840984179194674],[-65.19509418289242,-16.83198704238093],[-65.20443433365905,-16.83198704238093],[-65.20443433365905,-16.840984179194674]]]}"
0000000000000000004b,2026.771072577639,13.862933511061293,0,76,Platyrrhinus lineatus,background species,2007,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-77.20427485395636,-7.840984322600898],[-77.19525079427454,-7.840984322600898],[-77.19525079427454,-7.831987185764761],[-77.20427485395636,-7.831987185764761],[-77.20427485395636,-7.840984322600898]]]}"
00000000000000000068,1912.7647740534233,25.212600605121786,0,105,Plecturocebus toppini,background species,2022,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-68.20429951413189,-9.840984786188645],[-68.19522634599919,-9.840984786188645],[-68.19522634599919,-9.831987649357359],[-68.20429951413189,-9.831987649357359],[-68.20429951413189,-9.840984786188645]]]}"
0000000000000000009e,1931.8139445831173,25.850000381469727,0,159,Rhipidomys mastacalis,background species,2020,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-58.20424686781343,4.159013999825072],[-58.19528342863013,4.159013999825072],[-58.19528342863013,4.168011136689778],[-58.20424686781343,4.168011136689778],[-58.20424686781343,4.159013999825072]]]}"
000000000000000000b8,2154.792203911112,25.2620451440455,0,185,Uroderma magnirostrum,background species,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-69.20427745868702,-7.840984322600898],[-69.1952533990052,-7.840984322600898],[-69.1952533990052,-7.831987185764761],[-69.20427745868702,-7.831987185764761],[-69.20427745868702,-7.840984322600898]]]}"
000000000000000000b5,3270.4541998265695,25.359110448370338,0,182,Cacajao melanocephalus,background species,1820,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-69.20424085902638,-2.840985393181888],[-69.1952901077144,-2.840985393181888],[-69.1952901077144,-2.8319882563337915],[-69.20424085902638,-2.8319882563337915],[-69.20424085902638,-2.840985393181888]]]}"
00000000000000000089,1808.560286659272,24.37347444290977,0,138,Oxymycterus paramensis,background species,1901,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-66.2044085421049,-15.840986176951468],[-66.19511605276652,-15.840986176951468],[-66.19511605276652,-15.831989040135152],[-66.2044085421049,-15.831989040135152],[-66.2044085421049,-15.840986176951468]]]}"
00000000000000000090,2168.6682817767764,25.743743049653244,0,145,Plecturocebus brunneus,background species,2016,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-62.20430258245514,-9.840984786188645],[-62.19522941432245,-9.840984786188645],[-62.19522941432245,-9.831987649357359],[-62.20430258245514,-9.831987649357359],[-62.20430258245514,-9.840984786188645]]]}"
0000000000000000005b,1672.1968025648891,23.856258817940702,0,92,Pteronura brasiliensis,background species,2022,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-71.20433280996002,-11.84098524977633],[-71.19519880668817,-11.84098524977633],[-71.19519880668817,-11.83198811294996],[-71.20433280996002,-11.83198811294996],[-71.20433280996002,-11.84098524977633]]]}"
00000000000000000080,1576.1866741415895,24.331642260767303,0,129,Holochilus brasiliensis,background species,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-63.20441007626653,-15.840986176951468],[-63.195117586928156,-15.840986176951468],[-63.195117586928156,-15.831989040135152],[-63.20441007626653,-15.831989040135152],[-63.20441007626653,-15.840986176951468]]]}"
00000000000000000076,1658.9486356372674,25.335163329258435,0,119,Myrmecophaga tridactyla,background species,2022,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-64.20432895783539,-11.84098524977633],[-64.19519495456356,-11.84098524977633],[-64.19519495456356,-11.83198811294996],[-64.20432895783539,-11.83198811294996],[-64.20432895783539,-11.84098524977633]]]}"
0000000000000000005e,3585.7279355388046,21.868952822094123,0,95,Oligoryzomys destructor,background species,2022,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-71.20435024949461,-12.84098325201962],[-71.19518131335721,-12.84098325201962],[-71.19518131335721,-12.831986115195734],[-71.20435024949461,-12.831986115195734],[-71.20435024949461,-12.84098325201962]]]}"
0000000000000000007b,2631.0342711146477,23.649999618530273,0,124,Oligoryzomys flavescens,background species,2022,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-65.20443433365905,-16.840984179194674],[-65.19509418289242,-16.840984179194674],[-65.19509418289242,-16.83198704238093],[-65.20443433365905,-16.83198704238093],[-65.20443433365905,-16.840984179194674]]]}"
000000000000000000a3,1000.6270386742763,24.731088560135635,0,164,Herpailurus yagouaroundi,background species,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-61.204486079839604,-18.840984642782033],[-61.19504041867224,-18.840984642782033],[-61.19504041867224,-18.83198750597353],[-61.204486079839604,-18.83198750597353],[-61.204486079839604,-18.840984642782033]]]}"
00000000000000000058,4040.6855093928293,25.251050561295504,0,89,Microsciurus flaviventer,background species,2022,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-75.20423323350163,1.1590155339938262],[-75.19529160547573,1.1590155339938262],[-75.19529160547573,1.168012670851406],[-75.20423323350163,1.168012670851406],[-75.20423323350163,1.1590155339938262]]]}"
00000000000000000060,3238.070481676284,24.681695692766755,0,97,Nyctinomops laticaudatus,background species,1990,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-70.20423656647942,2.159013536237227],[-70.1952904050576,2.159013536237227],[-70.1952904050576,2.168010673097178],[-70.20423656647942,2.168010673097178],[-70.20423656647942,2.159013536237227]]]}"
00000000000000000098,3683.1793916947618,24.241596752182577,0,153,Rhipidomys leucodactylus,background species,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-77.20423507256226,-1.8409829318374353],[-77.19529069341769,-1.8409829318374353],[-77.19529069341769,-1.8319857949869651],[-77.20423507256226,-1.8319857949869651],[-77.20423507256226,-1.8409829318374353]]]}"
0000000000000000004f,2539.981785691131,25.326896002678456,0,80,Lampronycteris brachyotis,background species,2022,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-75.20428592748796,-8.840982324844253],[-75.19523875840373,-8.840982324844253],[-75.19523875840373,-8.831985188010535],[-75.20428592748796,-8.831985188010535],[-75.20428592748796,-8.840982324844253]]]}"
0000000000000000008b,2712.6077815012313,24.47192394683964,0,140,Platyrrhinus brachycephalus,background species,1991,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-59.20426816812268,7.159016924757317],[-59.19525805456916,7.159016924757317],[-59.19525805456916,7.168014061629202],[-59.20426816812268,7.168014061629202],[-59.20426816812268,7.159016924757317]]]}"
0000000000000000008c,3369.8231180826824,25.480164162317912,0,141,Sphaeronycteris toxophyllum,background species,1965,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-67.20423583823228,1.159015533993826],[-67.19529421020638,1.159015533993826],[-67.19529421020638,1.1680126708514058],[-67.20423583823228,1.1680126708514058],[-67.20423583823228,1.159015533993826]]]}"
00000000000000000000,4978.8700260146525,22.915814815220493,1,1,Atelocynus microtis,Atelocynus microtis,2022,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-77.77698402369646,-1.7237442469405142],[-77.76804021263989,-1.7237442469405142],[-77.76804021263989,-1.7147471100897664],[-77.77698402369646,-1.7147471100897664],[-77.77698402369646,-1.7237442469405142]]]}"
00000000000000000001,2252.6577158567816,24.768731548578415,1,2,Atelocynus microtis,Atelocynus microtis,2020,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-68.89648834293094,-12.303362815310148],[-68.88733856699794,-12.303362815310148],[-68.88733856699794,-12.29436567848492],[-68.89648834293094,-12.29436567848492],[-68.89648834293094,-12.303362815310148]]]}"
00000000000000000002,2256.710446192213,24.701917766539523,1,3,Atelocynus microtis,Atelocynus microtis,2020,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-69.07553457793368,-12.30050899063595],[-69.06638490134621,-12.30050899063595],[-69.06638490134621,-12.291511853810722],[-69.07553457793368,-12.291511853810722],[-69.07553457793368,-12.30050899063595]]]}"
00000000000000000003,2115.573393514334,24.890667592198394,1,4,Atelocynus microtis,Atelocynus microtis,2020,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-69.16110802278784,-8.550636877951936],[-69.15206785942328,-8.550636877951936],[-69.15206785942328,-8.541639741117514],[-69.16110802278784,-8.541639741117514],[-69.16110802278784,-8.550636877951936]]]}"
00000000000000000004,3243.7524353027343,24.950000762939453,1,5,Atelocynus microtis,Atelocynus microtis,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.34038920264427,-0.5927333966461291],[-76.33144894677103,-0.5927333966461291],[-76.33144894677103,-0.5837362597927004],[-76.34038920264427,-0.5837362597927004],[-76.34038920264427,-0.5927333966461291]]]}"
00000000000000000005,3324.975699869792,24.500242376327513,1,6,Atelocynus microtis,Atelocynus microtis,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-72.44380371888604,-0.5563783457574709],[-72.43486351946075,-0.5563783457574709],[-72.43486351946075,-0.547381208903956],[-72.44380371888604,-0.547381208903956],[-72.44380371888604,-0.5563783457574709]]]}"
00000000000000000006,3370.000041707356,24.563707971572875,1,7,Atelocynus microtis,Atelocynus microtis,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-72.43722654236788,-0.5530875291800358],[-72.42828634787448,-0.5530875291800358],[-72.42828634787448,-0.5440903923265131],[-72.43722654236788,-0.5440903923265131],[-72.43722654236788,-0.5530875291800358]]]}"
00000000000000000007,4236.824480112163,24.93739128904224,1,8,Atelocynus microtis,Atelocynus microtis,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-74.7675270708994,1.3668943660039268],[-74.7585847251104,1.3668943660039268],[-74.7585847251104,1.3758915028619991],[-74.7675270708994,1.3758915028619991],[-74.7675270708994,1.3668943660039268]]]}"
00000000000000000008,3491.031551883429,25.140286378346048,1,9,Atelocynus microtis,Atelocynus microtis,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-69.60581639360376,-2.202807768616335],[-69.59687002453163,-2.202807768616335],[-69.59687002453163,-2.193810631766724],[-69.60581639360376,-2.193810631766724],[-69.60581639360376,-2.202807768616335]]]}"
00000000000000000009,4280.196499773081,24.912240887083946,1,10,Atelocynus microtis,Atelocynus microtis,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-74.75501929192076,1.3666134426375605],[-74.74607694718124,1.3666134426375605],[-74.74607694718124,1.3756105794956321],[-74.75501929192076,1.3756105794956321],[-74.75501929192076,1.3666134426375605]]]}"
0000000000000000000a,3301.2735458943853,25.649999618530273,1,11,Atelocynus microtis,Atelocynus microtis,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-72.57329531831674,-3.5229201763847984],[-72.56433865085667,-3.5229201763847984],[-72.56433865085667,-3.513923039538323],[-72.57329531831674,-3.513923039538323],[-72.57329531831674,-3.5229201763847984]]]}"
0000000000000000000b,3280.68469136556,24.753750014305115,1,12,Atelocynus microtis,Atelocynus microtis,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-74.61532779146545,0.22405352061477737],[-74.60638793576896,0.22405352061477737],[-74.60638793576896,0.2330506574701415],[-74.61532779146545,0.2330506574701415],[-74.61532779146545,0.22405352061477737]]]}"
0000000000000000000c,3193.5565919994815,24.850000381469727,1,13,Atelocynus microtis,Atelocynus microtis,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-74.6502737744909,0.24875248134975558],[-74.64133390259516,0.24875248134975558],[-74.64133390259516,0.2577496182051782],[-74.6502737744909,0.2577496182051782],[-74.6502737744909,0.24875248134975558]]]}"
0000000000000000000d,3150.449085029824,24.853328570290717,1,14,Atelocynus microtis,Atelocynus microtis,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-74.68678936697687,0.2865611991818336],[-74.67784946706553,0.2865611991818336],[-74.67784946706553,0.2955583360373459],[-74.68678936697687,0.2955583360373459],[-74.68678936697687,0.2865611991818336]]]}"
0000000000000000000e,3170.2472070717713,24.852398140301847,1,15,Atelocynus microtis,Atelocynus microtis,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-74.68820736908033,0.30608314359377337],[-74.67926745317956,0.30608314359377337],[-74.67926745317956,0.3150802804493318],[-74.68820736908033,0.3150802804493318],[-74.68820736908033,0.30608314359377337]]]}"
0000000000000000000f,3047.8281847688663,25.0254336313588,1,16,Atelocynus microtis,Atelocynus microtis,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-74.69922576503717,0.1783343575139051],[-74.6902859349426,0.1783343575139051],[-74.6902859349426,0.18733149436916086],[-74.69922576503717,0.18733149436916086],[-74.69922576503717,0.1783343575139051]]]}"
00000000000000000010,3069.1599639892574,24.950029333432514,1,17,Atelocynus microtis,Atelocynus microtis,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-74.66804327110276,0.17725079595792032],[-74.65910344154588,0.17725079595792032],[-74.65910344154588,0.1862479328131735],[-74.66804327110276,0.1862479328131735],[-74.66804327110276,0.17725079595792032]]]}"
00000000000000000011,3128.8305948893226,24.89627857208252,1,18,Atelocynus microtis,Atelocynus microtis,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-74.68646384576091,0.26869358126071835],[-74.67752395957433,0.26869358126071835],[-74.67752395957433,0.27769071811618823],[-74.68646384576091,0.27769071811618823],[-74.68646384576091,0.26869358126071835]]]}"
00000000000000000012,3300.6026550292963,24.75,1,19,Atelocynus microtis,Atelocynus microtis,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-74.61962192186944,0.27111041403168024],[-74.61068203387725,0.27111041403168024],[-74.61068203387725,0.2801075508871558],[-74.61962192186944,0.2801075508871558],[-74.61962192186944,0.27111041403168024]]]}"
00000000000000000013,3301.3348383606717,24.75,1,20,Atelocynus microtis,Atelocynus microtis,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-74.62541875819642,0.2840641025919098],[-74.61647886025544,0.2840641025919098],[-74.61647886025544,0.29306123944741613],[-74.62541875819642,0.29306123944741613],[-74.62541875819642,0.2840641025919098]]]}"
00000000000000000014,3319.017608642578,24.75,1,21,Atelocynus microtis,Atelocynus microtis,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-74.61606356298293,0.2809739455618792],[-74.6071236674568,0.2809739455618792],[-74.6071236674568,0.28997108241737807],[-74.61606356298293,0.28997108241737807],[-74.61606356298293,0.2809739455618792]]]}"
00000000000000000015,3180.2605967203776,24.845048499107364,1,22,Atelocynus microtis,Atelocynus microtis,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-74.67143222382909,0.28878183150644426],[-74.66249232215128,0.28878183150644426],[-74.66249232215128,0.29777896836196177],[-74.67143222382909,0.29777896836196177],[-74.67143222382909,0.28878183150644426]]]}"
00000000000000000016,2359.419268823945,24.450000762939453,1,23,Atelocynus microtis,Atelocynus microtis,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-69.71581284244508,-13.067639358565707],[-69.70663556201688,-13.067639358565707],[-69.70663556201688,-13.058642221742385],[-69.71581284244508,-13.058642221742385],[-69.71581284244508,-13.067639358565707]]]}"
00000000000000000017,2374.5248690518465,24.440326974411644,1,24,Atelocynus microtis,Atelocynus microtis,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-69.72068673919925,-13.072990279829831],[-69.7115092598588,-13.072990279829831],[-69.7115092598588,-13.063993143006524],[-69.72068673919925,-13.063993143006524],[-69.72068673919925,-13.072990279829831]]]}"
00000000000000000018,2481.263153328383,23.857007160659666,1,25,Atelocynus microtis,Atelocynus microtis,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-69.66648772147506,-13.145798481830312],[-69.65730752678608,-13.145798481830312],[-69.65730752678608,-13.136801345007187],[-69.66648772147506,-13.136801345007187],[-69.66648772147506,-13.145798481830312]]]}"
00000000000000000019,2458.7791923868313,24.25655556510015,1,26,Atelocynus microtis,Atelocynus microtis,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-69.72725546867085,-13.098478501451263],[-69.71807704062762,-13.098478501451263],[-69.71807704062762,-13.089481364628018],[-69.72725546867085,-13.089481364628018],[-69.72725546867085,-13.098478501451263]]]}"
0000000000000000001a,2541.0170365949716,23.848285070662637,1,27,Atelocynus microtis,Atelocynus microtis,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-69.72068319260303,-13.12204930961972],[-69.71150388543407,-13.12204930961972],[-69.71150388543407,-13.113052172796532],[-69.72068319260303,-13.113052172796532],[-69.72068319260303,-13.12204930961972]]]}"
