system:index,area,class,territory,year,.geo
4_106_0,0.021822385253906253,3,116,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_107_0,8.728236083984375E-4,6,117,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_107_1,0.013092332641601565,14,117,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_108_0,0.017558876647949223,3,118,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_109_0,0.02179679870605469,3,120,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_110_0,0.013996301757812501,3,121,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_111_0,0.013972048095703129,6,122,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_112_0,0.02194363861083985,3,123,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_113_0,0.017555493896484375,3,125,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_114_0,0.0026198270263671874,14,126,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_114_1,0.0034931044921875,25,126,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_114_2,0.007859486450195312,33,126,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_115_0,0.017433473510742186,3,127,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_116_0,0.017459565429687504,33,128,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_117_0,0.01309676336669922,6,129,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_117_1,8.731189575195312E-4,14,129,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_118_0,0.017456714782714843,3,130,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_119_0,0.01746083526611328,14,132,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_120_0,0.01399675390625,3,133,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_121_0,0.010468518676757813,6,134,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_121_1,0.0069790063476562495,33,134,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_122_0,0.017479715087890625,3,135,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_123_0,0.017472618713378907,3,136,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_124_0,0.012240278076171876,3,137,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_124_1,0.001748609130859375,33,137,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_125_0,0.01753935620117188,3,140,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_126_0,0.01746062963867188,6,141,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_127_0,0.01487117529296875,3,142,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_127_1,0.002624321533203125,33,142,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_128_0,0.017558986206054693,3,147,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_129_0,0.0175391142578125,3,148,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_130_0,0.012209830078124997,3,149,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_130_1,0.009593421569824219,6,149,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_131_0,0.013969139892578123,14,150,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_132_0,0.013974476318359373,3,152,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_133_0,0.013956246337890627,3,153,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_134_0,0.016602271789550777,6,155,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_134_1,8.738019409179688E-4,33,155,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_135_0,0.0017477476806640625,3,156,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_135_1,0.015729755065917967,6,156,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_136_0,0.008715225219726562,3,157,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_136_1,0.0052291453857421875,33,157,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_137_0,0.00174629150390625,3,158,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_137_1,0.012224019042968753,14,158,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_138_0,0.017441926025390624,3,160,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_139_0,0.013072994689941407,3,161,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_139_1,0.004357671813964844,6,161,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_140_0,0.002619059509277344,14,162,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_140_1,0.006111146179199219,30,162,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_140_2,0.008730227172851563,33,162,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_141_0,0.003493235961914062,6,163,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_141_1,0.010479707885742186,14,163,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_142_0,0.013971735107421872,6,164,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_143_0,0.014043885009765623,3,165,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_144_0,0.016586653930664063,3,167,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_144_1,8.729832153320312E-4,6,167,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_145_0,0.017559510498046868,3,168,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_146_0,0.01395337255859375,3,169,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_147_0,0.014046587402343751,3,171,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_148_0,0.017456508300781257,3,172,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_149_0,0.008779489135742188,3,173,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_149_1,0.005267699829101562,14,173,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_150_0,0.014047001220703131,3,174,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_151_0,0.0017471419677734376,3,175,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_151_1,0.0026207125244140624,6,175,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_151_2,0.003494289245605469,25,175,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_151_3,0.009609293640136718,33,175,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_152_0,0.011376563232421876,3,176,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_152_1,0.002625357177734375,33,176,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_153_0,0.017464597778320316,6,177,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_154_0,0.011351737243652345,14,178,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_154_1,0.006112468994140625,25,178,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_155_0,0.013942220947265624,3,179,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_156_0,0.021820635375976574,3,180,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_157_0,0.017477309875488282,6,181,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_158_0,0.007864750488281249,3,182,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_158_1,0.008738628540039062,6,182,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_158_2,8.738606567382812E-4,33,182,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_159_0,0.017457307128906245,14,183,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_160_0,0.017459637145996094,33,185,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_161_0,0.017445980834960934,6,186,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_162_0,0.014047001220703131,3,187,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_163_0,0.013971578613281249,6,188,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_164_0,0.013954292480468748,3,191,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_165_0,0.004361997863769531,6,193,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_165_1,0.009596399597167968,14,193,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_166_0,0.017447525024414063,3,195,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_0,0.01744230041503906,6,1,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1_0,0.013954540527343746,3,2,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_2_0,0.01744221801757813,6,3,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_3_0,0.01748448706054688,3,4,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_4_0,0.007872930419921874,3,6,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_5_0,0.0034884964599609376,6,7,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_6_0,0.01744267456054687,3,8,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_7_0,0.01831394018554687,3,9,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_8_0,0.0061048129272460935,3,10,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_8_1,0.011337496643066408,6,10,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_9_0,0.004375598022460937,3,11,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_9_1,0.002625353759765625,33,11,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_10_0,8.74772705078125E-4,3,12,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_10_1,0.006123405517578126,33,12,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_11_0,8.7310205078125E-4,3,13,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_11_1,0.00261930615234375,14,13,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_11_2,8.7310205078125E-4,25,13,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_12_0,0.011337095520019528,3,14,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_12_1,0.002616247741699219,6,14,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_13_0,0.013954409667968747,3,15,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_14_0,0.003491922119140625,33,17,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_15_0,0.006990445373535156,6,18,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_16_0,0.012247808227539061,3,19,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_16_1,0.0017496839599609375,33,19,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_17_0,0.005233250061035156,6,20,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_17_1,0.012210910705566408,14,20,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_18_0,0.02190685241699219,3,21,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_19_0,0.017525194091796877,3,22,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_20_0,0.0069765846557617184,3,23,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_20_1,0.010464902160644532,6,23,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_21_0,0.0034892943115234372,3,24,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_21_1,0.010467898498535157,6,24,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_22_0,0.013939051025390628,3,25,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_23_0,0.017526804504394533,3,26,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_24_0,0.013999240234374998,6,27,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_24_1,0.003499818603515625,33,27,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_25_0,0.017524856933593746,3,28,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_26_0,0.0052329500122070315,6,29,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_26_1,8.721583251953125E-4,12,29,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_26_2,8.721583251953125E-4,14,29,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_26_3,0.00174431396484375,25,29,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_26_4,0.008721577026367187,33,29,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_27_0,0.005248808349609374,3,30,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_27_1,0.001749602783203125,33,30,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_28_0,0.013953519042968748,3,31,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_29_0,0.013968095947265623,6,32,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_30_0,0.01659553826904297,3,33,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_30_1,8.734512329101562E-4,6,33,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_31_0,0.0069772858276367184,6,34,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_31_1,0.003488650695800782,14,34,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_31_2,8.721629028320313E-4,33,34,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_32_0,0.017470148315429694,6,35,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_33_0,0.013971265380859375,6,36,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_34_0,8.75295654296875E-4,3,37,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_34_1,0.007877677978515624,6,37,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_34_2,0.008752973632812501,33,37,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_35_0,0.00349125146484375,6,38,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_35_1,0.013964978393554687,14,38,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_36_0,0.0034916407470703126,6,39,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_36_1,0.010474936645507811,14,39,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_37_0,0.008734070861816406,3,40,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_38_0,0.011360340515136718,3,41,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_38_1,0.006117109741210937,14,41,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_39_0,0.011354040100097653,3,42,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_39_1,0.0026201669311523438,14,42,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_40_0,0.013986247802734372,3,43,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_41_0,0.010478772827148437,6,44,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_42_0,0.013971806152343752,6,45,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_43_0,0.017447216186523437,6,46,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_44_0,0.007864876525878906,3,47,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_44_1,8.738746948242187E-4,14,47,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_45_0,0.0017480474243164062,3,48,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_45_1,0.01223633221435547,14,48,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_46_0,0.017444561157226566,3,49,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_47_0,0.01749978271484375,3,50,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_48_0,0.013967093749999998,6,51,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_49_0,0.017469024902343748,3,52,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_50_0,0.017459547424316404,6,53,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_51_0,0.017464659912109375,6,54,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_52_0,0.002616743835449219,3,55,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_52_1,0.003488986022949219,14,55,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_52_2,8.72245849609375E-4,33,55,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_53_0,0.003493813842773437,3,56,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_53_1,0.010481441528320314,6,56,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_54_0,0.00349191845703125,3,57,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_55_0,0.016571729125976566,3,58,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_55_1,8.7219482421875E-4,33,58,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_56_0,0.021802703857421883,3,59,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_57_0,0.017496395263671874,3,60,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_58_0,0.01662117474365234,3,61,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_59_0,0.008720769958496093,3,62,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_60_0,0.006969526000976562,3,63,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_61_0,0.017461299743652348,6,64,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_62_0,0.017441843872070314,3,65,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_63_0,0.017484625976562505,3,66,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_64_0,0.012249642822265625,3,67,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_64_1,0.001749951904296875,33,67,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_65_0,0.017456840515136712,6,68,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_66_0,0.013080119934082033,3,69,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_66_1,8.720094604492188E-4,33,69,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_67_0,0.021824624633789067,14,71,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_68_0,0.004361728210449218,3,72,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_68_1,0.0017446953125,25,72,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_68_2,0.007851117004394531,33,72,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_69_0,0.012235800598144534,3,73,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_69_1,0.0034959456176757815,6,73,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_69_2,0.006117897644042969,25,73,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_70_0,0.013950164550781246,6,74,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_71_0,0.013106228210449215,3,76,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_71_1,0.004368739318847656,14,76,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_72_0,0.01749212524414062,14,77,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_73_0,0.015744402099609374,3,78,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_73_1,0.001749380859375,6,78,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_74_0,0.01746657934570313,6,79,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_75_0,0.0218388882446289,3,80,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_76_0,0.014047239013671872,3,81,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_77_0,0.014043695800781249,3,82,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_78_0,8.731055908203125E-4,3,83,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_78_1,0.012223463317871091,14,83,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_78_2,0.004365516357421875,25,83,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_79_0,8.721282348632813E-4,3,84,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_79_1,0.01220977331542969,6,84,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_80_0,0.017478089111328126,3,85,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_81_0,0.009594730224609374,3,86,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_81_1,0.0069779846191406255,14,86,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_81_2,8.722467041015625E-4,33,86,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_82_0,0.006106115600585937,3,87,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_82_1,0.005233812500000001,14,87,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_82_2,0.006106125366210939,25,87,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_83_0,0.017442938842773443,3,89,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_84_0,8.74776123046875E-4,3,91,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_84_1,0.009622521972656253,33,91,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_85_0,0.001746034423828125,14,92,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_85_1,0.015714336059570313,30,92,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_86_0,0.021824714050292966,14,93,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_87_0,0.013957162597656253,6,94,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_88_0,0.014047755615234376,3,95,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_88_1,0.0035119349365234378,6,95,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_89_0,0.017444360961914058,3,96,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_90_0,0.013939081787109373,3,97,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_91_0,0.017441651611328126,6,98,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_92_0,0.014031246337890626,3,100,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_93_0,0.014047702148437495,3,102,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_94_0,0.0069778537597656246,3,103,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_94_1,0.0069778537597656246,14,103,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_95_0,0.004371170349121094,3,104,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_95_1,0.006119647033691405,6,104,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_96_0,0.017535937499999994,3,105,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_97_0,8.72121826171875E-4,3,106,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_97_1,0.010465482971191408,6,106,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_97_2,0.0017442445678710937,25,106,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_97_3,8.72121826171875E-4,33,106,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_98_0,0.002622101318359375,3,107,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_98_1,0.011362446044921877,14,107,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_99_0,0.017459565429687504,6,109,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_100_0,0.01047580908203125,14,110,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_100_1,8.729867553710938E-4,24,110,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_100_2,0.006110903869628906,30,110,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_101_0,0.017441587524414062,3,111,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_102_0,0.013950061035156253,6,112,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_103_0,0.013971948486328128,6,113,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_104_0,0.02007183673095703,3,114,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_104_1,0.0017453800659179687,14,114,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_105_0,0.012210245849609377,6,115,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_105_1,0.001744323974609375,14,115,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_106_0,0.021822385253906253,3,116,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_107_0,0.0017456463012695312,6,117,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_107_1,0.01221950994873047,14,117,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_108_0,0.017558876647949223,3,118,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_109_0,0.02179679870605469,3,120,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_110_0,0.013996301757812501,3,121,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_111_0,0.013972048095703129,6,122,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_112_0,0.02194363861083985,3,123,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_113_0,0.017555493896484375,3,125,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_114_0,0.0026198270263671874,14,126,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_114_1,0.0034931044921875,25,126,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_114_2,0.007859486450195312,33,126,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_115_0,0.017433473510742186,3,127,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_116_0,0.017459565429687504,33,128,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_117_0,0.011350529846191408,6,129,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_117_1,0.0026193524780273435,14,129,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_118_0,0.017456714782714843,3,130,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_119_0,0.01746083526611328,14,132,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_120_0,0.01399675390625,3,133,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_121_0,0.009596142883300782,6,134,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_121_1,0.0017447515869140626,14,134,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_121_2,0.006106630554199219,33,134,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_122_0,0.017479715087890625,3,135,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_123_0,0.017472618713378907,3,136,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_124_0,0.012240278076171876,3,137,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_124_1,0.001748609130859375,33,137,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_125_0,0.01753935620117188,3,140,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_126_0,0.01746062963867188,6,141,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_127_0,0.01487117529296875,3,142,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_127_1,0.002624321533203125,33,142,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_128_0,0.017558986206054693,3,147,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
