system:index,bio12_annual_precip,bio1_mean_annual_temp,presence,row_code,scientificName,year,.geo
000000000000000000f4,1989.604767732106,24.999560336354364,0,245,Chiropotes albinasus,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-55.414381410748696,-11.954036838784063],[-55.40524361102404,-11.954036838784063],[-55.40524361102404,-11.945039701957972],[-55.414381410748696,-11.945039701957972],[-55.414381410748696,-11.954036838784063]]]}"
00000000000000000066,1459.3458709088866,23.349397941871928,0,103,Saimiri boliviensis,2022,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-63.258006885797265,-17.772334320720212],[-63.24861931915301,-17.772334320720212],[-63.24861931915301,-17.7633371839089],[-63.258006885797265,-17.7633371839089],[-63.258006885797265,-17.772334320720212]]]}"
0000000000000000006d,1045.5683343605915,25.049999237060547,0,110,Cerdocyon thous,2022,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-60.726507462037674,-17.739136313377404],[-60.7171216364992,-17.739136313377404],[-60.7171216364992,-17.730139176566002],[-60.726507462037674,-17.730139176566002],[-60.726507462037674,-17.739136313377404]]]}"
00000000000000000074,1902.3073640046296,25.850000381469727,0,117,Euphractus sexcinctus,2022,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-66.10481488127793,-13.763433027842606],[-66.09561098854515,-13.763433027842606],[-66.09561098854515,-13.754435891021023],[-66.10481488127793,-13.754435891021023],[-66.10481488127793,-13.763433027842606]]]}"
0000000000000000007d,1659.671332967625,2.0421335672645413,0,126,Hippocamelus antisensis,2022,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-71.37534355047121,-15.083135198313954],[-71.36608498813781,-15.083135198313954],[-71.36608498813781,-15.074138061495708],[-71.37534355047121,-15.074138061495708],[-71.37534355047121,-15.083135198313954]]]}"
0000000000000000007f,2277.927404785156,25.90528456370036,0,128,Alouatta macconnelli,2022,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-55.497298995565664,4.645965671264415],[-55.4883296834697,4.645965671264415],[-55.4883296834697,4.65496280813028],[-55.497298995565664,4.65496280813028],[-55.497298995565664,4.645965671264415]]]}"
0000000000000000008e,1735.433705731857,25.546549434504236,0,143,Sciurus spadiceus,2022,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-67.87265108421172,-9.962036002486244],[-67.86357457089757,-9.962036002486244],[-67.86357457089757,-9.953038865655257],[-67.87265108421172,-9.953038865655257],[-67.87265108421172,-9.962036002486244]]]}"
000000000000000000ad,1963.6145665192407,25.006149150123278,0,174,Ateles marginatus,2022,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-55.56378233697964,-11.87933351883587],[-55.55464705025109,-11.87933351883587],[-55.55464705025109,-11.870336382009594],[-55.56378233697964,-11.870336382009594],[-55.56378233697964,-11.87933351883587]]]}"
000000000000000000b5,3484.814713541666,25.5967370669047,0,182,Dasypus novemcinctus,2022,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-73.17629074734553,-3.5461342564689837],[-73.16733385601647,-3.5461342564689837],[-73.16733385601647,-3.5371371196225634],[-73.17629074734553,-3.5371371196225634],[-73.17629074734553,-3.5461342564689837]]]}"
000000000000000000b6,2216.3739233798674,25.025014017449053,0,183,Dasyprocta variegata,2022,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-69.05959368715254,-12.57653626404567],[-69.05043428641507,-12.57653626404567],[-69.05043428641507,-12.567539127221124],[-69.05959368715254,-12.567539127221124],[-69.05959368715254,-12.57653626404567]]]}"
000000000000000000e3,2436.4773212606974,26.59783433779641,0,228,Didelphis marsupialis,2022,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-60.087190395306024,-3.0398345455587816],[-60.0782380506501,-3.0398345455587816],[-60.0782380506501,-3.0308374087111574],[-60.087190395306024,-3.0308374087111574],[-60.087190395306024,-3.0398345455587816]]]}"
000000000000000000e4,2803.847774774702,25.66875482298032,0,229,Philander opossum,2022,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-53.05710266501191,4.96966519403644],[-53.04812908582765,4.96966519403644],[-53.04812908582765,4.978662330903078],[-53.05710266501191,4.978662330903078],[-53.05710266501191,4.96966519403644]]]}"
000000000000000000fd,5804.8169978604765,17.954113528936233,0,254,Lagothrix lagothricha,2022,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-77.84918417113047,-0.7656350399930834],[-77.84024359751618,-0.7656350399930834],[-77.84024359751618,-0.7566379031400645],[-77.84918417113047,-0.7566379031400645],[-77.84918417113047,-0.7656350399930834]]]}"
00000000000000000055,4586.547778320313,24.27025176684062,1,86,Marmosops noctivagus,1936,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-77.8214666622322,-0.9874976129067572],[-77.81252556159176,-0.9874976129067572],[-77.81252556159176,-0.9785004760542639],[-77.8214666622322,-0.9785004760542639],[-77.8214666622322,-0.9874976129067572]]]}"
00000000000000000054,2701.9999778053975,23.179962118795096,1,85,Marmosops noctivagus,1946,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-75.98785391851885,-9.304496961146715],[-75.97879506016281,-9.304496961146715],[-75.97879506016281,-9.295499824314122],[-75.98785391851885,-9.295499824314122],[-75.98785391851885,-9.304496961146715]]]}"
00000000000000000053,5117.717111634814,18.1026752408871,1,84,Marmosops noctivagus,1949,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-70.72125282682151,-13.40449768854638],[-70.71206285091688,-13.40449768854638],[-70.71206285091688,-13.395500551723902],[-70.72125282682151,-13.395500551723902],[-70.72125282682151,-13.40449768854638]]]}"
00000000000000000052,4001.2963332499353,22.919861919623763,1,83,Marmosops noctivagus,1951,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-70.63791415756825,-13.271166107947627],[-70.62872924881214,-13.271166107947627],[-70.62872924881214,-13.262168971124813],[-70.63791415756825,-13.262168971124813],[-70.63791415756825,-13.271166107947627]]]}"
00000000000000000050,3044.20431947314,25.049999237060547,1,81,Marmosops noctivagus,1952,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-74.68779707843782,0.12883387671971971],[-74.67885726964462,0.12883387671971971],[-74.67885726964462,0.13783101357485814],[-74.68779707843782,0.13783101357485814],[-74.68779707843782,0.12883387671971971]]]}"
00000000000000000051,3583.2253792790452,25.05306991007318,1,82,Marmosops noctivagus,1952,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-75.3377959155876,0.4621695168682231],[-75.32885583451902,0.4621695168682231],[-75.32885583451902,0.4711666537241514],[-75.3377959155876,0.4711666537241514],[-75.3377959155876,0.4621695168682231]]]}"
0000000000000000004f,3639.478961534737,23.174506873138682,1,80,Marmosops noctivagus,1953,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-70.58792286135987,-13.25449798820989],[-70.57873858217135,-13.25449798820989],[-70.57873858217135,-13.245500851387035],[-70.58792286135987,-13.245500851387035],[-70.58792286135987,-13.25449798820989]]]}"
0000000000000000004e,2969.3927748498836,25.7968600880016,1,79,Marmosops noctivagus,1956,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-74.22114577582506,-4.837828813223894],[-74.21217408719237,-4.837828813223894],[-74.21217408719237,-4.828831676380551],[-74.22114577582506,-4.828831676380551],[-74.22114577582506,-4.837828813223894]]]}"
0000000000000000004d,3390.0828031801084,25.75,1,78,Marmosops noctivagus,1957,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-72.7711407695868,-3.4378316100831467],[-72.76218491002805,-3.4378316100831467],[-72.76218491002805,-3.4288344732364684],[-72.7711407695868,-3.4288344732364684],[-72.7711407695868,-3.4378316100831467]]]}"
0000000000000000004c,1612.312022862098,24.05651075909247,1,77,Marmosops noctivagus,1962,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-71.13789836748201,-12.204495626753388],[-71.12875201877405,-12.204495626753388],[-71.12875201877405,-12.19549848992792],[-71.13789836748201,-12.19549848992792],[-71.13789836748201,-12.204495626753388]]]}"
0000000000000000004b,3430.749787394206,25.004628801345827,1,76,Marmosops noctivagus,1965,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.62112961926978,-0.4044969047764108],[-76.61218961673283,-0.4044969047764108],[-76.61218961673283,-0.3954997679225361],[-76.62112961926978,-0.3954997679225361],[-76.62112961926978,-0.4044969047764108]]]}"
0000000000000000004a,4026.413929792856,23.76696651506226,1,75,Marmosops noctivagus,1966,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.63779847678022,1.112168218326435],[-76.62885699424177,1.112168218326435],[-76.62885699424177,1.1211653551839034],[-76.63779847678022,1.1211653551839034],[-76.63779847678022,1.112168218326435]]]}"
00000000000000000048,3896.7938946609183,24.53381048495344,1,73,Marmosops noctivagus,1968,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.79288516662646,0.050986890528846016],[-76.78394537783431,0.050986890528846016],[-76.78394537783431,0.05998402738380003],[-76.79288516662646,0.05998402738380003],[-76.79288516662646,0.050986890528846016]]]}"
00000000000000000049,4472.767718505859,24.2804692586263,1,74,Marmosops noctivagus,1968,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-77.48746800190435,-1.7374961145893086],[-77.47852412615451,-1.7374961145893086],[-77.47852412615451,-1.7284989777385933],[-77.48746800190435,-1.7284989777385933],[-77.48746800190435,-1.7374961145893086]]]}"
00000000000000000047,1731.107118457433,24.849592161767276,1,72,Marmosops noctivagus,1971,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-71.22153653437572,-10.137497169837856],[-71.2124550959144,-10.137497169837856],[-71.2124550959144,-10.128500033007297],[-71.22153653437572,-10.128500033007297],[-71.22153653437572,-10.137497169837856]]]}"
00000000000000000046,3004.112951001686,24.42024413777585,1,71,Marmosops noctivagus,1972,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.99345999379294,0.07950284176556484],[-76.98452019958967,0.07950284176556484],[-76.98452019958967,0.08849997862058642],[-76.99345999379294,0.08849997862058642],[-76.99345999379294,0.07950284176556484]]]}"
00000000000000000045,2506.7343344787346,23.385290383303314,1,70,Marmosops noctivagus,1974,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-54.704522790405775,-9.174496329034872],[-54.69546727336451,-9.174496329034872],[-54.69546727336451,-9.165499192201967],[-54.704522790405775,-9.165499192201967],[-54.704522790405775,-9.174496329034872]]]}"
00000000000000000044,2282.7136464436844,26.152465025583904,1,69,Marmosops noctivagus,1975,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-56.75448286036117,-5.674498862082052],[-56.745499121279266,-5.674498862082052],[-56.745499121279266,-5.665501725240707],[-56.75448286036117,-5.665501725240707],[-56.75448286036117,-5.674498862082052]]]}"
00000000000000000043,1917.741749363816,25.450000762939453,1,68,Marmosops noctivagus,1976,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-68.68452136776177,-9.084498292473393],[-68.67546813514005,-9.084498292473393],[-68.67546813514005,-9.075501155640264],[-68.68452136776177,-9.075501155640264],[-68.68452136776177,-9.084498292473393]]]}"
00000000000000000042,2524.888988353588,18.359769515049315,1,67,Marmosops noctivagus,1978,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-67.5046339416264,-15.67116577243247],[-67.49534921761449,-15.67116577243247],[-67.49534921761449,-15.662168635615723],[-67.5046339416264,-15.662168635615723],[-67.5046339416264,-15.67116577243247]]]}"
0000000000000000003f,1993.849852510931,23.26897212997876,1,64,Marmosops noctivagus,1979,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-67.55463379567377,-15.471166171983832],[-67.54535809596064,-15.471166171983832],[-67.54535809596064,-15.462169035166573],[-67.55463379567377,-15.462169035166573],[-67.55463379567377,-15.471166171983832]]]}"
00000000000000000040,1838.6776118043997,15.650180085760649,1,65,Marmosops noctivagus,1979,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-67.77132190867023,-16.354496254264973],[-67.76200536009182,-16.354496254264973],[-67.76200536009182,-16.345499117449982],[-67.77132190867023,-16.345499117449982],[-67.77132190867023,-16.354496254264973]]]}"
00000000000000000041,1773.4702994318918,25.486312858296625,1,66,Marmosops noctivagus,1979,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-65.80454995821651,-11.087829704548017],[-65.79544026344432,-11.087829704548017],[-65.79544026344432,-11.078832567719793],[-65.80454995821651,-11.078832567719793],[-65.80454995821651,-11.087829704548017]]]}"
0000000000000000003e,3774.8339721679686,24.737031412124633,1,63,Marmosops noctivagus,1983,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.3266816923131,-0.057828552478135925],[-76.31774190382193,-0.057828552478135925],[-76.31774190382193,-0.04883141562343973],[-76.3266816923131,-0.04883141562343973],[-76.3266816923131,-0.057828552478135925]]]}"
0000000000000000003a,2242.934814453125,25.014760664951652,1,59,Marmosops noctivagus,1984,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-69.07746626246882,-12.60449928675176],[-69.06830586360535,-12.60449928675176],[-69.06830586360535,-12.595502149927285],[-69.07746626246882,-12.595502149927285],[-69.07746626246882,-12.60449928675176]]]}"
0000000000000000003b,2154.0225224770793,25.073277300054382,1,60,Marmosops noctivagus,1984,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-68.82424046666247,-12.47116770615301],[-68.81508480546432,-12.47116770615301],[-68.81508480546432,-12.4621705693282],[-68.82424046666247,-12.4621705693282],[-68.82424046666247,-12.47116770615301]]]}"
0000000000000000003c,3840.3497324541586,21.43576561320912,1,61,Marmosops noctivagus,1984,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-71.20457436390865,-12.904498687424743],[-71.19540310546854,-12.904498687424743],[-71.19540310546854,-12.895501550601017],[-71.20457436390865,-12.895501550601017],[-71.20457436390865,-12.904498687424743]]]}"
0000000000000000003d,3723.5394707517503,25.107616559103814,1,62,Marmosops noctivagus,1984,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-72.71046918109242,-3.203496931523016],[-72.70151544369017,-3.203496931523016],[-72.70151544369017,-3.194499794675781],[-72.71046918109242,-3.194499794675781],[-72.71046918109242,-3.203496931523016]]]}"
00000000000000000032,2367.2539667807337,15.555975858830223,1,51,Marmosops noctivagus,1985,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-69.22596268237665,-14.210538172268393],[-69.21674088811366,-14.210538172268393],[-69.21674088811366,-14.201541035447942],[-69.22596268237665,-14.201541035447942],[-69.22596268237665,-14.210538172268393]]]}"
00000000000000000038,2935.307989451511,17.514203544490595,1,57,Marmosops noctivagus,1985,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-71.55903132300953,-13.068178909793172],[-71.5498540225284,-13.068178909793172],[-71.5498540225284,-13.059181772969854],[-71.55903132300953,-13.059181772969854],[-71.55903132300953,-13.068178909793172]]]}"
00000000000000000039,3720.5196889869467,20.70029739097313,1,58,Marmosops noctivagus,1985,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-71.25457933344823,-12.9377992540918],[-71.24540685247085,-12.9377992540918],[-71.24540685247085,-12.92880211726815],[-71.25457933344823,-12.92880211726815],[-71.25457933344823,-12.9377992540918]]]}"
00000000000000000030,3601.2110615880033,24.882013951451327,1,49,Marmosops noctivagus,1986,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.44114685952913,-0.2616496025296106],[-76.43220698483678,-0.2616496025296106],[-76.43220698483678,-0.25265246567539734],[-76.44114685952913,-0.25265246567539734],[-76.44114685952913,-0.2616496025296106]]]}"
00000000000000000031,3033.3219511558004,12.276635656631536,1,50,Marmosops noctivagus,1986,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-70.44899085406453,-13.729307527480671],[-70.43978830181887,-13.729307527480671],[-70.43978830181887,-13.720310390659007],[-70.44899085406453,-13.720310390659007],[-70.44899085406453,-13.729307527480671]]]}"
00000000000000000033,1988.977412989882,25.27635715046867,1,52,Marmosops noctivagus,1986,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-67.57121984789856,-11.421165344696492],[-67.5620996048929,-11.421165344696492],[-67.5620996048929,-11.412168207869085],[-67.57121984789856,-11.412168207869085],[-67.57121984789856,-11.421165344696492]]]}"
00000000000000000034,1945.0868046027567,25.347966249324067,1,53,Marmosops noctivagus,1986,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-68.23789855659633,-12.13783206600454],[-68.2287545019638,-12.13783206600454],[-68.2287545019638,-12.128834929178906],[-68.23789855659633,-12.128834929178906],[-68.23789855659633,-12.13783206600454]]]}"
00000000000000000035,1957.290790652441,25.350000381469727,1,54,Marmosops noctivagus,1986,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-68.24456039644568,-12.13449665841657],[-68.2354164562383,-12.13449665841657],[-68.2354164562383,-12.125499521590928],[-68.24456039644568,-12.125499521590928],[-68.24456039644568,-12.13449665841657]]]}"
00000000000000000036,1694.2385746206278,24.23808983225881,1,55,Marmosops noctivagus,1986,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-70.56455201112362,-11.424496293183404],[-70.55543166103016,-11.424496293183404],[-70.55543166103016,-11.415499156356006],[-70.56455201112362,-11.415499156356006],[-70.56455201112362,-11.424496293183404]]]}"
00000000000000000037,2358.7609109760797,19.02777575269157,1,56,Marmosops noctivagus,1986,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-67.587960407553,-15.637829532956992],[-67.57867719680164,-15.637829532956992],[-67.57867719680164,-15.628832396140163],[-67.587960407553,-15.628832396140163],[-67.587960407553,-15.637829532956992]]]}"
0000000000000000002e,1617.8181682649206,7.143519821714182,1,47,Marmosops noctivagus,1987,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-72.07166812272398,-13.106179368970547],[-72.06248940764914,-13.106179368970547],[-72.06248940764914,-13.09718223214732],[-72.07166812272398,-13.09718223214732],[-72.07166812272398,-13.106179368970547]]]}"
0000000000000000002f,1522.8563749839248,8.149701789573388,1,48,Marmosops noctivagus,1987,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-72.0553614377301,-13.119471949210832],[-72.04618222677337,-13.119471949210832],[-72.04618222677337,-13.11047481238764],[-72.0553614377301,-13.11047481238764],[-72.0553614377301,-13.119471949210832]]]}"
0000000000000000002b,2231.4034464181946,25.018731369459925,1,44,Marmosops noctivagus,1990,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-69.05906355242125,-12.604499286751757],[-69.04990315355779,-12.604499286751757],[-69.04990315355779,-12.595502149927285],[-69.05906355242125,-12.595502149927285],[-69.05906355242125,-12.604499286751757]]]}"
0000000000000000002c,1342.8556891827543,22.288676726916602,1,45,Marmosops noctivagus,1990,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-68.25459893809344,-13.884497621443355],[-68.24539026029704,-13.884497621443355],[-68.24539026029704,-13.875500484622082],[-68.25459893809344,-13.875500484622082],[-68.25459893809344,-13.884497621443355]]]}"
0000000000000000002d,3515.5970713297525,24.70957272052765,1,46,Marmosops noctivagus,1990,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.95446153988486,-1.1211992988929615],[-76.94552005686583,-1.1211992988929615],[-76.94552005686583,-1.1122021620407851],[-76.95446153988486,-1.1122021620407851],[-76.95446153988486,-1.1211992988929615]]]}"
00000000000000000019,4165.610857928241,20.991447174009473,1,26,Marmosops noctivagus,1991,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-65.588001752711,-17.02116307546079],[-65.5786526588098,-17.02116307546079],[-65.5786526588098,-17.01216593864752],[-65.588001752711,-17.01216593864752],[-65.588001752711,-17.02116307546079]]]}"
00000000000000000029,2366.394804647146,25.350000381469727,1,42,Marmosops noctivagus,1991,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-70.08782927186304,-6.837829276811704],[-70.07882552764478,-6.837829276811704],[-70.07882552764478,-6.828832139973151],[-70.08782927186304,-6.828832139973151],[-70.08782927186304,-6.837829276811704]]]}"
0000000000000000002a,2495.764927021201,25.351864462571523,1,43,Marmosops noctivagus,1991,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-70.85449065563455,-6.754497596325106],[-70.84548847086653,-6.754497596325106],[-70.84548847086653,-6.745500459486351],[-70.85449065563455,-6.745500459486351],[-70.85449065563455,-6.754497596325106]]]}"
0000000000000000001e,1843.786034954481,25.152345933204842,1,31,Marmosops noctivagus,1992,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-72.7878479561681,-8.671166379426284],[-72.77880491406528,-8.671166379426284],[-72.77880491406528,-8.662169242592157],[-72.7878479561681,-8.662169242592157],[-72.7878479561681,-8.671166379426284]]]}"
0000000000000000001f,2044.8221763421682,25.301393532555952,1,32,Marmosops noctivagus,1992,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-72.82117619801008,-8.371162519652227],[-72.8121402437632,-8.371162519652227],[-72.8121402437632,-8.36216538281737],[-72.82117619801008,-8.36216538281737],[-72.82117619801008,-8.371162519652227]]]}"
00000000000000000020,2442.3041821389534,24.75,1,33,Marmosops noctivagus,1992,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-69.29957391649958,-12.842499346377787],[-69.29040492507447,-12.842499346377787],[-69.29040492507447,-12.833502209553902],[-69.29957391649958,-12.833502209553902],[-69.29957391649958,-12.842499346377787]]]}"
00000000000000000021,2449.7913021371382,24.74727069444893,1,34,Marmosops noctivagus,1992,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-68.91758270633787,-12.959497239817809],[-68.90840942693667,-12.959497239817809],[-68.90840942693667,-12.950500102994217],[-68.91758270633787,-12.950500102994217],[-68.91758270633787,-12.959497239817809]]]}"
00000000000000000022,2339.7321696968233,24.47105848838272,1,35,Marmosops noctivagus,1992,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-69.6115872823793,-13.146498560695699],[-69.60240706150141,-13.146498560695699],[-69.60240706150141,-13.137501423872576],[-69.6115872823793,-13.137501423872576],[-69.6115872823793,-13.146498560695699]]]}"
00000000000000000023,3263.146665967201,25.869583681595227,1,36,Marmosops noctivagus,1992,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-66.0211358810915,-3.321163690121066],[-66.01218109693741,-3.321163690121066],[-66.01218109693741,-3.312166553274111],[-66.0211358810915,-3.312166553274111],[-66.0211358810915,-3.321163690121066]]]}"
00000000000000000024,1919.1404553172006,25.450000762939453,1,37,Marmosops noctivagus,1992,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-66.73754512301433,-10.771496616716291],[-66.72844513137657,-10.771496616716291],[-66.72844513137657,-10.762499479887287],[-66.73754512301433,-10.762499479887287],[-66.73754512301433,-10.771496616716291]]]}"
00000000000000000025,2016.7326931423613,17.407217167041917,1,38,Marmosops noctivagus,1992,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-67.45464363749015,-16.08782863396644],[-67.44533969176634,-16.08782863396644],[-67.44533969176634,-16.078831497150755],[-67.45464363749015,-16.078831497150755],[-67.45464363749015,-16.08782863396644]]]}"
00000000000000000026,2023.169908813979,16.61659381222823,1,39,Marmosops noctivagus,1992,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-67.43797551775236,-16.08782863396644],[-67.42867157202855,-16.08782863396644],[-67.42867157202855,-16.07883149715076],[-67.43797551775236,-16.07883149715076],[-67.43797551775236,-16.08782863396644]]]}"
00000000000000000027,2259.9620768229165,20.398698320114075,1,40,Marmosops noctivagus,1992,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-67.52130803662932,-15.737829333181315],[-67.51202027558813,-15.737829333181315],[-67.51202027558813,-15.72883219636474],[-67.52130803662932,-15.72883219636474],[-67.52130803662932,-15.737829333181315]]]}"
00000000000000000028,2336.9000942402904,18.134160909142512,1,41,Marmosops noctivagus,1992,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-67.75464460007721,-16.154496653816334],[-67.7453375256815,-16.154496653816334],[-67.7453375256815,-16.145499517000825],[-67.75464460007721,-16.145499517000825],[-67.75464460007721,-16.154496653816334]]]}"
00000000000000000015,2968.4148020426433,25.75,1,22,Marmosops noctivagus,1993,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-73.96332396358504,-4.676507455312714],[-73.95435437491342,-4.676507455312714],[-73.95435437491342,-4.6675103184689855],[-73.96332396358504,-4.6675103184689855],[-73.96332396358504,-4.676507455312714]]]}"
00000000000000000016,2584.1785545664384,24.814785673598614,1,23,Marmosops noctivagus,1993,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.12064454366528,-2.586018454047511],[-76.11169567685431,-2.586018454047511],[-76.11169567685431,-2.5770213171988097],[-76.12064454366528,-2.5770213171988097],[-76.12064454366528,-2.586018454047511]]]}"
00000000000000000017,2692.558579567557,24.610121556832087,1,24,Marmosops noctivagus,1993,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.12064445455017,-2.5605480688302893],[-76.11169576621663,-2.5605480688302893],[-76.11169576621663,-2.551550931981527],[-76.12064445455017,-2.551550931981527],[-76.12064445455017,-2.5605480688302893]]]}"
00000000000000000018,2472.185606151942,5.6263888284502706,1,25,Marmosops noctivagus,1993,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-66.48800037051555,-17.037831195198525],[-66.47865044375662,-17.037831195198525],[-66.47865044375662,-17.028834058385296],[-66.48800037051555,-17.028834058385296],[-66.48800037051555,-17.037831195198525]]]}"
0000000000000000001a,2568.8178509998716,16.979177153159565,1,27,Marmosops noctivagus,1993,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-66.00466948913046,-17.037831195198525],[-65.99531956237152,-17.037831195198525],[-65.99531956237152,-17.028834058385296],[-66.00466948913046,-17.028834058385296],[-66.00466948913046,-17.037831195198525]]]}"
0000000000000000001b,2583.5585605951005,17.53853127593366,1,28,Marmosops noctivagus,1993,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-65.98938835098384,-17.045888790802085],[-65.98003802127319,-17.045888790802085],[-65.98003802127319,-17.03689165398887],[-65.98938835098384,-17.03689165398887],[-65.98938835098384,-17.045888790802085]]]}"
0000000000000000001c,2492.6649760261907,17.427470066508306,1,29,Marmosops noctivagus,1993,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-66.01800303414319,-17.071162975572953],[-66.00865143907231,-17.071162975572953],[-66.00865143907231,-17.062165838759807],[-66.01800303414319,-17.062165838759807],[-66.01800303414319,-17.071162975572953]]]}"
0000000000000000001d,2569.4473339441874,16.54616939089426,1,30,Marmosops noctivagus,1993,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-66.00467032210493,-17.071167434674003],[-65.99531872681062,-17.071167434674003],[-65.99531872681062,-17.06217029786086],[-66.00467032210493,-17.06217029786086],[-66.00467032210493,-17.071167434674003]]]}"
00000000000000000013,3209.6218869537734,25.451237911999968,1,20,Marmosops noctivagus,1994,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-73.18780840158244,-4.3378298121022],[-73.17884298722805,-4.3378298121022],[-73.17884298722805,-4.328832675257664],[-73.18780840158244,-4.328832675257664],[-73.18780840158244,-4.3378298121022]]]}"
00000000000000000014,3199.819971108338,25.43093045816382,1,21,Marmosops noctivagus,1994,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-73.18780830312646,-4.321166151465511],[-73.17884308597303,-4.321166151465511],[-73.17884308597303,-4.312169014620936],[-73.18780830312646,-4.312169014620936],[-73.18780830312646,-4.321166151465511]]]}"
