system:index,bio12_annual_precip,bio1_mean_annual_temp,presence,row_code,scientificName,year,.geo
0000000000000000007c,1643.2173960832145,24.969309597094522,0,125,Rhinophylla pumilio,2013,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.61250694056575,-5.886734235821353],[-76.60351983460866,-5.886734235821353],[-76.60351983460866,-5.877737098980517],[-76.61250694056575,-5.877737098980517],[-76.61250694056575,-5.886734235821353]]]}"
000000000000000000ed,1420.0572787198155,24.06492770801891,0,238,Cebuella niveiventris,2014,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-71.33378522689216,-12.120035793700279],[-71.3246417823905,-12.120035793700279],[-71.3246417823905,-12.111038656874603],[-71.33378522689216,-12.111038656874603],[-71.33378522689216,-12.120035793700279]]]}"
000000000000000000f9,2133.3725858325797,25.27664959332174,0,250,Callimico goeldii,2014,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-69.95592751071844,-7.994934786470745],[-69.94690008000462,-7.994934786470745],[-69.94690008000462,-7.9859376496349785],[-69.95592751071844,-7.9859376496349785],[-69.95592751071844,-7.994934786470745]]]}"
00000000000000000068,3247.0621798820025,25.7058168387512,0,105,Leontocebus fuscicollis,2015,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-73.30909294036607,-3.795134918393861],[-73.30013355454047,-3.795134918393861],[-73.30013355454047,-3.7861377815480335],[-73.30909294036607,-3.7861377815480335],[-73.30909294036607,-3.795134918393861]]]}"
00000000000000000073,4483.801483406508,24.110593472630526,0,116,Cebus yuracus,2015,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-77.69978236051088,-1.0644349424827302],[-77.69084104578599,-1.0644349424827302],[-77.69084104578599,-1.0554378056304192],[-77.69978236051088,-1.0554378056304192],[-77.69978236051088,-1.0644349424827302]]]}"
00000000000000000092,2349.965692670514,27.03836415714248,0,147,Ateles paniscus,2015,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-60.0456900317452,-3.15603425991025],[-60.03673670580994,-3.15603425991025],[-60.03673670580994,-3.147037123062903],[-60.0456900317452,-3.147037123062903],[-60.0456900317452,-3.15603425991025]]]}"
0000000000000000009b,1798.8520563299005,23.0685012833146,0,156,Galictis vittata,2015,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-67.49095360546302,-15.481533581933066],[-67.4816774411639,-15.481533581933066],[-67.4816774411639,-15.472536445115832],[-67.49095360546302,-15.472536445115832],[-67.49095360546302,-15.481533581933066]]]}"
000000000000000000d6,4597.451386637707,22.939009361741945,0,215,Cebuella pygmaea,2015,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.68718303053024,1.1184644690138859],[-76.67824152878636,1.1184644690138859],[-76.67824152878636,1.1274616058713696],[-76.68718303053024,1.1274616058713696],[-76.68718303053024,1.1184644690138859]]]}"
00000000000000000070,1834.1708394200348,25.75,0,113,Saccopteryx leptura,2016,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-66.17946740918916,-11.132335992162353],[-66.17035632528368,-11.132335992162353],[-66.17035632528368,-11.123338855334234],[-66.17946740918916,-11.123338855334234],[-66.17946740918916,-11.132335992162353]]]}"
0000000000000000007e,4246.667970776063,23.495058336693223,0,127,Vampyriscus bidens,2016,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-75.89868518326715,1.4255672176650287],[-75.88974261356972,1.4255672176650287],[-75.88974261356972,1.43456435452324],[-75.89868518326715,1.43456435452324],[-75.89868518326715,1.4255672176650287]]]}"
00000000000000000082,3027.468348839471,25.080616290143908,0,131,Gardnerycteris crenulatum,2016,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-69.21719621402566,4.1230647271322765],[-69.20823318245046,4.1230647271322765],[-69.20823318245046,4.132061863996897],[-69.21719621402566,4.132061863996897],[-69.21719621402566,4.1230647271322765]]]}"
00000000000000000084,2266.977522853994,25.850000381469727,0,133,Mazama nemorivaga,2016,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-54.318704783826504,5.260166709465638],[-54.3097271276366,5.260166709465638],[-54.3097271276366,5.26916384633297],[-54.318704783826504,5.26916384633297],[-54.318704783826504,5.260166709465638]]]}"
00000000000000000097,1927.9232735339506,25.549999237060547,0,152,Ateles chamek,2016,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-66.77711931794623,-14.053934543271769],[-66.76790386568231,-14.053934543271769],[-66.76790386568231,-14.04493740645092],[-66.77711931794623,-14.04493740645092],[-66.77711931794623,-14.053934543271769]]]}"
00000000000000000098,2887.388994019061,25.016641482278025,0,153,Atelocynus microtis,2016,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-73.78218827778765,2.238965218125323],[-73.77324163603174,2.238965218125323],[-73.77324163603174,2.2479623549854635],[-73.78218827778765,2.2479623549854635],[-73.78218827778765,2.238965218125323]]]}"
0000000000000000009a,3225.949881998698,24.73425881067912,0,155,Ateles belzebuth,2016,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.23898490251743,-0.7241341864887609],[-76.23004441259707,-0.7241341864887609],[-76.23004441259707,-0.7151370496356436],[-76.23898490251743,-0.7151370496356436],[-76.23898490251743,-0.7241341864887609]]]}"
0000000000000000009c,3337.2726450602217,25.09962784449259,0,157,Saimiri cassiquiarensis,2016,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.32198195412232,-0.4834363707253762],[-76.31304185709533,-0.4834363707253762],[-76.31304185709533,-0.4744392338716884],[-76.32198195412232,-0.4744392338716884],[-76.32198195412232,-0.4834363707253762]]]}"
000000000000000000c5,2352.3430986206563,25.950838413475957,0,198,Galictis vittata,2016,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-63.01714371282566,-9.206735629651208],[-63.008087371737346,-9.206735629651208],[-63.008087371737346,-9.197738492818377],[-63.01714371282566,-9.197738492818377],[-63.01714371282566,-9.206735629651208]]]}"
000000000000000000dc,3866.6408681233725,25.146540959676106,0,221,Leopardus wiedii,2016,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-75.66628586982259,1.4836648452902375],[-75.6573430691603,1.4836648452902375],[-75.6573430691603,1.4926619821485871],[-75.66628586982259,1.4926619821485871],[-75.66628586982259,1.4836648452902375]]]}"
0000000000000000005e,2965.7099679994194,22.79322048849311,0,95,Aotus nigriceps,2017,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-71.38359585890271,-12.767434839244265],[-71.3744295963629,-12.767434839244265],[-71.3744295963629,-12.758437702420196],[-71.38359585890271,-12.758437702420196],[-71.38359585890271,-12.767434839244265]]]}"
0000000000000000008b,2314.1320425959543,26.099181305818043,0,140,Pteronura brasiliensis,2017,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-59.9211907401217,-2.8655327444810488],[-59.91223979797955,-2.8655327444810488],[-59.91223979797955,-2.856535607633011],[-59.9211907401217,-2.856535607633011],[-59.9211907401217,-2.8655327444810488]]]}"
000000000000000000ab,3549.8743371884684,25.316721285670255,0,172,Herpailurus yagouaroundi,2017,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-70.06379512578314,-3.844934158958626],[-70.05483522059146,-3.844934158958626],[-70.05483522059146,-3.8359370221129163],[-70.06379512578314,-3.8359370221129163],[-70.06379512578314,-3.844934158958626]]]}"
000000000000000000ae,3319.7789656136542,25.084498520214034,0,175,Leontocebus nigricollis,2017,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.28048554390814,-0.45853675044299325],[-76.27154547851826,-0.45853675044299325],[-76.27154547851826,-0.4495396135892466],[-76.28048554390814,-0.4495396135892466],[-76.28048554390814,-0.45853675044299325]]]}"
000000000000000000dd,3435.861455766986,25.75,0,222,Mazama nemorivaga,2017,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-52.11089509379886,4.313963302330893],[-52.101929856914,4.313963302330893],[-52.101929856914,4.322960439195967],[-52.11089509379886,4.322960439195967],[-52.11089509379886,4.313963302330893]]]}"
000000000000000000e6,3405.1508414240798,25.41866633308379,0,231,Lagothrix lagothricha,2017,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-70.18829279691899,-3.761936911051036],[-70.17933375352891,-3.761936911051036],[-70.17933375352891,-3.752939774205129],[-70.18829279691899,-3.752939774205129],[-70.18829279691899,-3.761936911051036]]]}"
000000000000000000e7,1828.0819676927297,24.841442352484076,0,232,Ateles chamek,2017,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-69.52438372893415,-12.07023655313552],[-69.51524198664038,-12.07023655313552],[-69.51524198664038,-12.061239416309718],[-69.52438372893415,-12.061239416309718],[-69.52438372893415,-12.07023655313552]]]}"
000000000000000000f6,2871.8095044654438,25.21961076032077,0,247,Ateles paniscus,2017,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-53.24799317626954,3.5918653959396947],[-53.239035752513495,3.5918653959396947],[-53.239035752513495,3.6008625328030495],[-53.24799317626954,3.6008625328030495],[-53.24799317626954,3.5918653959396947]]]}"
00000000000000000057,2456.667794508558,25.993408662154962,0,88,Pithecia pithecia,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-60.03738762112325,-2.0106338905164347],[-60.02844235347876,-2.0106338905164347],[-60.02844235347876,-2.001636753666367],[-60.03738762112325,-2.001636753666367],[-60.03738762112325,-2.0106338905164347]]]}"
00000000000000000058,3320.511266937889,24.97609403618144,0,89,Leontocebus nigricollis,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.31368357806872,-0.5000331448462625],[-76.3047434590162,-0.5000331448462625],[-76.3047434590162,-0.4910360079926141],[-76.31368357806872,-0.4910360079926141],[-76.31368357806872,-0.5000331448462625]]]}"
0000000000000000005a,2391.230015633038,24.309090618243435,0,91,Alouatta sara,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-69.6323041619668,-13.140933602581013],[-69.62312414922354,-13.140933602581013],[-69.62312414922354,-13.131936465757873],[-69.6323041619668,-13.131936465757873],[-69.6323041619668,-13.140933602581013]]]}"
0000000000000000005b,4512.874785237293,24.309513558985287,0,92,Saimiri sciureus,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-77.54208627588424,-1.0810361757046696],[-77.53314491284893,-1.0810361757046696],[-77.53314491284893,-1.0720390388523982],[-77.54208627588424,-1.0720390388523982],[-77.54208627588424,-1.0810361757046696]]]}"
00000000000000000063,2018.0809497675623,25.085790303127826,0,100,Sapajus apella,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-68.56154949360919,-9.854134675195224],[-68.55247596416687,-9.854134675195224],[-68.55247596416687,-9.845137538363973],[-68.56154949360919,-9.845137538363973],[-68.56154949360919,-9.854134675195224]]]}"
00000000000000000064,2456.846457741477,24.252438860491292,0,101,Atelocynus microtis,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-69.7236034827423,-13.09943720817775],[-69.71442501897555,-13.09943720817775],[-69.71442501897555,-13.090440071354509],[-69.7236034827423,-13.090440071354509],[-69.7236034827423,-13.09943720817775]]]}"
00000000000000000089,4036.859214274089,25.68768170674642,0,138,Lophostoma silvicolum,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-75.25958520575466,1.7409638942755612],[-75.25064127150989,1.7409638942755612],[-75.25064127150989,1.7499610311345208],[-75.25958520575466,1.7499610311345208],[-75.25958520575466,1.7409638942755612]]]}"
0000000000000000008a,3330.330513946281,25.46523798004655,0,139,Trinycteris nicefori,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-73.40869220964484,-3.9445326400881564],[-73.39973124522992,-3.9445326400881564],[-73.39973124522992,-3.935535503242685],[-73.40869220964484,-3.935535503242685],[-73.40869220964484,-3.9445326400881564]]]}"
000000000000000000a1,2412.1188649495443,26.950000762939453,0,162,Saguinus bicolor,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-60.095489201180584,-3.1394330266883115],[-60.086536017706806,-3.1394330266883115],[-60.086536017706806,-3.130435889840924],[-60.095489201180584,-3.130435889840924],[-60.095489201180584,-3.1394330266883115]]]}"
000000000000000000bd,3192.7735742592713,25.692541882210254,0,190,Artibeus obscurus,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-72.52059299699552,-3.4797337826822776],[-72.51163674206957,-3.4797337826822776],[-72.51163674206957,-3.4707366458356996],[-72.52059299699552,-3.4707366458356996],[-72.52059299699552,-3.4797337826822776]]]}"
000000000000000000c2,3328.5252857050623,12.001454183877994,0,195,Tremarctos ornatus,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-75.8572486926007,-9.779435814348082],[-75.84817720886889,-9.779435814348082],[-75.84817720886889,-9.770438677516648],[-75.8572486926007,-9.770438677516648],[-75.8572486926007,-9.779435814348082]]]}"
000000000000000000d0,2230.5409720646394,26.567298612159316,0,209,Alouatta belzebul,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-50.741395355859396,-3.8200345386762447],[-50.732435711204324,-3.8200345386762447],[-50.732435711204324,-3.811037401830476],[-50.741395355859396,-3.811037401830476],[-50.741395355859396,-3.8200345386762447]]]}"
000000000000000000d7,3161.4148465864882,24.86085147778523,0,216,Speothos venaticus,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-74.6951858618012,0.30506646855359015],[-74.68624594675876,0.30506646855359015],[-74.68624594675876,0.31406360540914613],[-74.6951858618012,0.31406360540914613],[-74.6951858618012,0.30506646855359015]]]}"
000000000000000000e0,1335.171650613492,6.971496518716772,0,225,Vicugna vicugna,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-78.82028394420813,-1.5375366460501092],[-78.81134095832783,-1.5375366460501092],[-78.81134095832783,-1.5285395091989202],[-78.82028394420813,-1.5285395091989202],[-78.82028394420813,-1.5375366460501092]]]}"
0000000000000000005c,2283.614042928396,25.448354390041885,0,93,Rhynchonycteris naso,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-55.93724711844629,-9.621735246492301],[-55.92817989989647,-9.621735246492301],[-55.92817989989647,-9.61273810966048],[-55.93724711844629,-9.61273810966048],[-55.93724711844629,-9.621735246492301]]]}"
0000000000000000006e,3224.4348418049794,24.950000762939453,0,111,Lagothrix lagothricha,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.36348289255824,-0.5996360850768471],[-76.35454262556061,-0.5996360850768471],[-76.35454262556061,-0.5906389482234348],[-76.36348289255824,-0.5906389482234348],[-76.36348289255824,-0.5996360850768471]]]}"
00000000000000000079,2146.7152955621114,26.25,0,122,Saimiri sciureus,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-55.41429443595686,4.172863967697042],[-55.40533083878521,4.172863967697042],[-55.40533083878521,4.181861104561779],[-55.41429443595686,4.181861104561779],[-55.41429443595686,4.172863967697042]]]}"
0000000000000000007a,3274.4089446641597,26.049999237060547,0,123,Saguinus midas,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-52.401400492125966,4.928164340532118],[-52.392427476250894,4.928164340532118],[-52.392427476250894,4.937161477398657],[-52.401400492125966,4.937161477398657],[-52.401400492125966,4.928164340532118]]]}"
0000000000000000008d,4579.495391845703,24.008760142326356,0,142,Saimiri cassiquiarensis,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-77.52548503054791,-1.0727333295431734],[-77.51654369176818,-1.0727333295431734],[-77.51654369176818,-1.0637361926908822],[-77.52548503054791,-1.0637361926908822],[-77.52548503054791,-1.0727333295431734]]]}"
000000000000000000a5,1628.770892258007,26.090218199733876,0,166,Cebus olivaceus,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-58.99989772494216,4.172863967697042],[-58.990934127770515,4.172863967697042],[-58.990934127770515,4.181861104561779],[-58.99989772494216,4.181861104561779],[-58.99989772494216,4.172863967697042]]]}"
000000000000000000a6,4391.525131288901,24.650257395510852,0,167,Marmosa rubra,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.67058542978567,0.20546352832300552],[-76.66164558518597,0.20546352832300552],[-76.66164558518597,0.21446066517832557],[-76.67058542978567,0.21446066517832557],[-76.67058542978567,0.20546352832300552]]]}"
000000000000000000af,2800.9205185506353,26.850000381469727,0,176,Dasyprocta prymnolopha,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-48.492087000745805,-1.4628333261019075],[-48.483144319323294,-1.4628333261019075],[-48.483144319323294,-1.4538361892505411],[-48.492087000745805,-1.4538361892505411],[-48.492087000745805,-1.4628333261019075]]]}"
000000000000000000b4,2236.8703643672197,26.25,0,181,Choloepus didactylus,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-55.48900860053414,5.766466420375832],[-55.48002327741638,5.766466420375832],[-55.48002327741638,5.775463557244375],[-55.48900860053414,5.775463557244375],[-55.48900860053414,5.766466420375832]]]}"
000000000000000000bc,4191.706113688151,24.850000381469727,0,189,Saimiri cassiquiarensis,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.58758393727003,0.5955635248817404],[-76.57864366245934,0.5955635248817404],[-76.57864366245934,0.6045606617379847],[-76.58758393727003,0.6045606617379847],[-76.58758393727003,0.5955635248817404]]]}"
000000000000000000d8,3309.038905843099,24.510160422325136,0,217,Atelocynus microtis,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-72.44588612039969,-0.5581352315725246],[-72.43694591832929,-0.5581352315725246],[-72.43694591832929,-0.5491380947190139],[-72.44588612039969,-0.5491380947190139],[-72.44588612039969,-0.5581352315725246]]]}"
000000000000000000df,4138.4502439380185,24.850000381469727,0,224,Leontocebus fuscus,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.60418519120795,0.6204631451641233],[-76.59524487486492,0.6204631451641233],[-76.59524487486492,0.6294602820204266],[-76.60418519120795,0.6294602820204266],[-76.60418519120795,0.6204631451641233]]]}"
000000000000000000ef,2530.7962519855423,25.174612179831353,0,240,Chiropotes albinasus,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-55.962145632580004,-9.538733539483658],[-55.953080629715004,-9.538733539483658],[-55.953080629715004,-9.529736402651638],[-55.962145632580004,-9.529736402651638],[-55.962145632580004,-9.538733539483658]]]}"
000000000000000000f3,3404.2843491735534,25.954355854633423,0,244,Saimiri sciureus,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-52.31009978786954,4.8368642464630325],[-52.30112799443523,4.8368642464630325],[-52.30112799443523,4.8458613833293525],[-52.31009978786954,4.8458613833293525],[-52.31009978786954,4.8368642464630325]]]}"
000000000000000000ff,4134.29780883789,23.65372653802236,0,256,Oecomys bicolor,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-77.94048465950439,-1.0810361757046694],[-77.93154329646906,-1.0810361757046694],[-77.93154329646906,-1.072039038852398],[-77.94048465950439,-1.072039038852398],[-77.94048465950439,-1.0810361757046694]]]}"
00000000000000000100,3155.235880031508,20.012815883620778,0,257,Sapajus apella,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-71.50810343235477,-13.041335121451498],[-71.49892712845714,-13.041335121451498],[-71.49892712845714,-13.032337984628109],[-71.50810343235477,-13.032337984628109],[-71.50810343235477,-13.041335121451498]]]}"
00000000000000000101,2347.5630328546417,25.10277402252577,0,258,Chiropotes albinasus,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-56.070043916060136,-9.306334110780734],[-56.06098501013324,-9.306334110780734],[-56.06098501013324,-9.297336973948148],[-56.070043916060136,-9.297336973948148],[-56.070043916060136,-9.306334110780734]]]}"
00000000000000000080,2223.7137057722107,26.25,0,129,Choloepus didactylus,2020,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-55.14040512987149,5.783063194496718],[-55.13141954332531,5.783063194496718],[-55.13141954332531,5.792060331365301],[-55.14040512987149,5.792060331365301],[-55.14040512987149,5.783063194496718]]]}"
00000000000000000090,3071.360125732422,24.95419316291809,0,145,Saimiri cassiquiarensis,2020,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-73.9149930912115,3.2681658731676673],[-73.90603870404095,3.2681658731676673],[-73.90603870404095,3.277163010030253],[-73.9149930912115,3.277163010030253],[-73.9149930912115,3.2681658731676673]]]}"
0000000000000000009e,1419.870051846959,5.128882228091544,0,159,Vicugna vicugna,2020,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-78.87008316749929,-1.529233799888613],[-78.86114021620969,-1.529233799888613],[-78.86114021620969,-1.5202366630374042],[-78.87008316749929,-1.5202366630374042],[-78.87008316749929,-1.529233799888613]]]}"
000000000000000000c6,2139.8639026988635,26.346660614013672,0,199,Saguinus midas,2020,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-55.190203005795205,4.994564814318822],[-55.18122908634366,4.994564814318822],[-55.18122908634366,5.003561951185519],[-55.190203005795205,5.003561951185519],[-55.190203005795205,4.994564814318822]]]}"
000000000000000000ce,3295.8587925068077,26.257884813047546,0,207,Cacajao calvus,2020,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-64.68538847650964,-2.9983336920544597],[-64.67643647334363,-2.9983336920544597],[-64.67643647334363,-2.989336555206737],[-64.68538847650964,-2.989336555206737],[-64.68538847650964,-2.9983336920544597]]]}"
000000000000000000d3,2464.974269394047,26.516033613977356,0,212,Saguinus bicolor,2020,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-59.89629178582501,-3.0315361584983367],[-59.887339509830156,-3.0315361584983367],[-59.887339509830156,-3.0225390216506938],[-59.89629178582501,-3.0225390216506938],[-59.89629178582501,-3.0315361584983367]]]}"
00000000000000000056,1953.7590074775633,25.36963056926885,0,87,Sciurus spadiceus,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-67.6734512723918,-9.7545361940657],[-67.66438046693274,-9.7545361940657],[-67.66438046693274,-9.745539057234206],[-67.6734512723918,-9.745539057234206],[-67.6734512723918,-9.7545361940657]]]}"
00000000000000000059,2325.552909914127,25.151257530716823,0,90,Ateles chamek,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-71.96452830684362,-7.87873507211928],[-71.95550342680122,-7.87873507211928],[-71.95550342680122,-7.8697379352832355],[-71.96452830684362,-7.8697379352832355],[-71.96452830684362,-7.87873507211928]]]}"
0000000000000000005d,1852.3647526512461,25.75,0,94,Holochilus sciureus,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-66.10476700041471,-11.032733051931773],[-66.09565901712487,-11.032733051931773],[-66.09565901712487,-11.023735915103414],[-66.10476700041471,-11.023735915103414],[-66.10476700041471,-11.032733051931773]]]}"
0000000000000000005f,3350.244082111958,25.03107458697863,0,96,Rhynchonycteris naso,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.28048553383505,-0.44193551722105373],[-76.27154548860021,-0.44193551722105373],[-76.27154548860021,-0.4329383803672677],[-76.28048553383505,-0.4329383803672677],[-76.28048553383505,-0.44193551722105373]]]}"
0000000000000000006f,2323.587773598915,25.224471155276966,0,112,Chiropotes albinasus,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-55.887446003445746,-9.480635911858455],[-55.87838253950672,-9.480635911858455],[-55.87838253950672,-9.471638775026292],[-55.887446003445746,-9.471638775026292],[-55.887446003445746,-9.480635911858455]]]}"
00000000000000000075,3391.178209486839,24.660736392642452,0,118,Leopardus pardalis,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.85318562168523,-0.22613286263899834],[-76.84424577015321,-0.22613286263899834],[-76.84424577015321,-0.21713572578470092],[-76.85318562168523,-0.21713572578470092],[-76.85318562168523,-0.22613286263899834]]]}"
00000000000000000087,4124.005131997353,21.157323435318375,0,136,Nasua nasua,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.6871831619049,1.2014661760225305],[-76.67824139687887,1.2014661760225305],[-76.67824139687887,1.210463312880211],[-76.6871831619049,1.210463312880211],[-76.6871831619049,1.2014661760225305]]]}"
00000000000000000088,1852.3647526512461,25.75,0,137,Isothrix bistriata,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-66.10476700041471,-11.032733051931773],[-66.09565901712487,-11.032733051931773],[-66.09565901712487,-11.023735915103414],[-66.10476700041471,-11.023735915103414],[-66.10476700041471,-11.032733051931773]]]}"
000000000000000000a3,613.8556832521541,15.47899202260461,0,164,Eira barbara,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-65.1836384105624,-18.917734690113747],[-65.17418842255061,-18.917734690113747],[-65.17418842255061,-18.908737553305443],[-65.1836384105624,-18.908737553305443],[-65.1836384105624,-18.917734690113747]]]}"
000000000000000000b0,2765.9923272983665,26.722996169600744,0,177,Coendou prehensilis,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-60.17019280789269,-3.2058335004750154],[-60.16123905007442,-3.2058335004750154],[-60.16123905007442,-3.1968363636277863],[-60.17019280789269,-3.1968363636277863],[-60.17019280789269,-3.2058335004750154]]]}"
000000000000000000ba,3003.48529529964,19.32715795069565,0,187,Lagothrix lagothricha,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-71.5330032063208,-13.04963350851194],[-71.52382659458131,-13.04963350851194],[-71.52382659458131,-13.040636371688574],[-71.5330032063208,-13.040636371688574],[-71.5330032063208,-13.04963350851194]]]}"
000000000000000000c1,3407.7811662658187,24.950000762939453,0,194,Caluromys lanatus,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.57098260541267,-0.46683513750343647],[-76.56204252966658,-0.46683513750343647],[-76.56204252966658,-0.45783800064970936],[-76.57098260541267,-0.45783800064970936],[-76.57098260541267,-0.46683513750343647]]]}"
000000000000000000c4,1864.3753400888952,25.58720631069607,0,197,Marmosa murina,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-65.98856741453214,-11.041035898093273],[-65.97945917390882,-11.041035898093273],[-65.97945917390882,-11.03203876126493],[-65.98856741453214,-11.03203876126493],[-65.98856741453214,-11.041035898093273]]]}"
000000000000000000cd,3729.218007447809,24.78780383193147,0,206,Cebus yuracus,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.35518426533802,-0.04353267450082231],[-76.34624447864718,-0.04353267450082231],[-76.34624447864718,-0.03453553764609225],[-76.35518426533802,-0.03453553764609225],[-76.35518426533802,-0.04353267450082231]]]}"
000000000000000000d1,2673.4767397805367,-1.356506012526971,0,210,Lycalopex culpaeus,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-78.43848551548255,-0.690936179145935],[-78.429545089134,-0.690936179145935],[-78.429545089134,-0.681939042292739],[-78.43848551548255,-0.681939042292739],[-78.43848551548255,-0.690936179145935]]]}"
000000000000000000de,3434.555212402344,24.718226146697997,0,223,Leontocebus nigricollis,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.92788462191835,-0.5083359910077588],[-76.9189444915656,-0.5083359910077588],[-76.9189444915656,-0.4993388541541303],[-76.92788462191835,-0.4993388541541303],[-76.92788462191835,-0.5083359910077588]]]}"
000000000000000000ee,2276.992872309388,24.918130486832613,0,239,Ateles chamek,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-73.71582256269971,-7.472033842338624],[-73.70680630689537,-7.472033842338624],[-73.70680630689537,-7.4630367055015965],[-73.71582256269971,-7.4630367055015965],[-73.71582256269971,-7.472033842338624]]]}"
