scientificName,year,lon,lat,presence,row_code,species
Graomys domorum,1901,-66.000621,-17.502237,0,387,background species
Ateles paniscus,2017,-58.787921,4.691963,0,388,background species
Bradypus variegatus,2022,-48.429521,-1.425137,0,389,background species
Pteronura brasiliensis,2015,-69.038421,-12.779537,0,390,background species
Bradypus variegatus,2022,-66.208121,-11.086337,0,391,background species
Pteronura brasiliensis,2022,-54.994821,-12.289837,0,392,background species
Alouatta sara,2016,-69.113121,-12.630137,0,393,background species
Priodontes maximus,2022,-52.621021,4.202263,0,394,background species
Heteromys australis,1951,-75.985521,1.629263,0,395,background species
Cyclopes didactylus,1953,-58.364621,6.866563,0,396,background species
Dermanura anderseni,2017,-75.670121,1.836763,0,397,background species
Plecturocebus toppini,2020,-69.378721,-12.165337,0,398,background species
Saimiri cassiquiarensis,2022,-72.972621,-3.076837,0,399,background species
Ateles belzebuth,2019,-76.027021,-0.711337,0,400,background species
Plecturocebus discolor,2019,-76.541621,0.525363,0,401,background species
Sturnira oporaphilum,1984,-63.535521,-18.448437,0,402,background species
Choloepus didactylus,2019,-52.654221,5.189963,0,403,background species
Saimiri cassiquiarensis,2019,-76.201321,-0.022437,0,404,background species
Molossops mattogrossensis,2021,-52.247521,-3.408837,0,405,background species
Thylamys venustus,1990,-64.813721,-19.170537,0,406,background species
Pteronura brasiliensis,2018,-71.221321,-11.924637,0,407,background species
Cebus yuracus,2021,-77.960921,-0.644937,0,408,background species
Alouatta seniculus,2021,-76.873621,0.093763,0,409,background species
Aotus brumbacki,2012,-73.769421,3.737463,0,410,background species
Artibeus obscurus,2011,-67.901321,-14.157337,0,411,background species
Akodon dayi,1995,-60.912721,-13.592937,0,412,background species
Vicugna vicugna,2022,-78.865621,-1.516437,0,413,background species
Cyclopes didactylus,2022,-52.654221,5.173363,0,414,background species
Tapirus pinchaque,2016,-76.641221,1.878263,0,415,background species
Ateles marginatus,2018,-55.492821,-11.941237,0,416,background species
Oecomys bicolor,1988,-66.150021,-14.431237,0,417,background species
Akodon boliviensis,2022,-68.067321,-16.531137,0,418,background species
Leopardus tigrinus,2010,-52.737221,4.069463,0,419,background species
Proechimys oconnelli,1987,-73.752821,3.123263,0,420,background species
Leontocebus nigricollis,2013,-70.291721,-3.774037,0,421,background species
Sciurus spadiceus,1991,-70.814621,-6.786937,0,422,background species
Pygoderma bilabiatum,1972,-63.983721,-19.817937,0,423,background species
Eumops delticus,1968,-75.703321,1.546263,0,424,background species
Lionycteris spurrelli,1997,-60.647121,6.053163,0,425,background species
Lonchophylla robusta,1974,-78.492121,-5.326137,0,426,background species
Saguinus bicolor,2012,-60.041221,-3.018737,0,427,background species
Lagothrix lagothricha,2019,-76.367321,-0.429137,0,428,background species
Cebus yuracus,2019,-77.969221,-0.985237,0,429,background species
Pithecia hirsuta,2011,-70.009521,-4.047937,0,430,background species
Microsciurus flaviventer,2022,-77.471221,-6.911437,0,431,background species
Saguinus bicolor,2021,-60.132521,-2.861037,0,432,background species
Myotis albescens,1985,-66.216421,-14.514237,0,433,background species
Marmosa demerarae,1990,-59.103321,3.920063,0,434,background species
Micronycteris hirsuta,1973,-58.190321,5.530263,0,435,background species
Anoura peruana,1970,-73.379321,-12.381137,0,436,background species
Anoura caudifer,2004,-75.678421,1.745463,0,437,background species
Saimiri cassiquiarensis,2018,-73.769421,-4.645537,0,438,background species
Akodon dayi,1941,-65.486021,-17.103837,0,439,background species
Blastocerus dichotomus,2016,-66.150021,-13.626137,0,440,background species
Vicugna vicugna,2019,-75.852721,-11.410037,0,441,background species
Pithecia pithecia,2018,-60.032921,-2.006137,0,442,background species
Pithecia chrysocephala,2018,-59.974821,-3.051937,0,443,background species
Coendou bicolor,2011,-69.536421,-12.829337,0,444,background species
Micronycteris minuta,1970,-59.518321,2.874263,0,445,background species
Caluromys lanatus,2018,-72.682121,-7.608637,0,446,background species
Ctenomys boliviensis,1988,-63.186921,-17.419237,0,447,background species
Leontocebus fuscicollis,2014,-74.126321,-9.766637,0,448,background species
Lagothrix lagothricha,2022,-73.545321,-4.487837,0,449,background species
Dasyprocta variegata,2013,-69.353821,-12.862537,0,450,background species
Choloepus didactylus,2019,-76.956621,-0.503837,0,451,background species
Vicugna vicugna,2022,-75.927421,-11.252337,0,452,background species
Cheracebus lucifer,2001,-69.652621,-1.035037,0,453,background species
Leopardus tigrinus,2016,-75.661821,1.488163,0,454,background species
Alouatta macconnelli,2019,-55.567521,5.497063,0,455,background species
Marmosa murina,2017,-52.289021,4.891163,0,456,background species
Pithecia milleri,2020,-76.325821,-0.030737,0,457,background species
Oreoryzomys balneator,1976,-78.890521,-5.102037,0,458,background species
Saimiri vanzolinii,2013,-64.871821,-3.060237,0,459,background species
Vampyressa pusilla,1978,-78.118621,-4.844737,0,460,background species
Oecomys phaeotis,1986,-75.429421,-11.169337,0,461,background species
Leontocebus nigricollis,2019,-77.595721,-0.669837,0,462,background species
Cebuella pygmaea,2006,-76.666121,-0.520437,0,463,background species
Cebus olivaceus,1966,-62.249021,6.999363,0,464,background species
Cheracebus lucifer,2022,-76.168121,-0.030737,0,465,background species
Saimiri boliviensis,2015,-69.494921,-12.082337,0,466,background species
Rhynchonycteris naso,2020,-55.434721,3.355663,0,467,background species
Uroderma magnirostrum,2021,-75.603721,1.612663,0,468,background species
Lagidium viscacia,2022,-68.100521,-16.564337,0,469,background species
Tapirus terrestris,2021,-77.537621,-1.217637,0,470,background species
Carollia benkeithi,1994,-68.100521,-14.306737,0,471,background species
Tremarctos ornatus,2022,-77.927721,-0.097137,0,472,background species
