system:index,bio10_temp_warmest_qt,bio13_precip_wettest_month,cmi_min,presence,row_code,scientificName,year,.geo
00000000000000000109,2987.6348547717844,342.62525135847545,367.28215767634856,0,266,Leontocebus fuscicollis,2013,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-72.87749701564653,-4.650033772358468],[-72.86852776470465,-4.650033772358468],[-72.86852776470465,-4.641036635514678],[-72.87749701564653,-4.641036635514678],[-72.87749701564653,-4.650033772358468]]]}"
0000000000000000010c,2987.0,320.4032212886573,685.4854771784234,0,269,Cebus albifrons,2013,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-73.34228939249952,-2.359233033570846],[-73.33334205237075,-2.359233033570846],[-73.33334205237075,-2.350235896721606],[-73.34228939249952,-2.350235896721606],[-73.34228939249952,-2.359233033570846]]]}"
00000000000000000112,2922.539094650206,263.2854173448351,-150.90123456790124,0,275,Metachirus nudicaudatus,2013,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-67.51587394522161,-16.377933289401827],[-67.50655627770963,-16.377933289401827],[-67.50655627770963,-16.368936152586894],[-67.51587394522161,-16.368936152586894],[-67.51587394522161,-16.377933289401827]]]}"
00000000000000000117,3015.483333333333,389.56804555257156,-1546.0749999999998,0,280,Canis familiaris,2013,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-45.902494149905905,-3.6872335911028347],[-45.893535865983196,-3.6872335911028347],[-45.893535865983196,-3.6782364542567496],[-45.902494149905905,-3.6782364542567496],[-45.902494149905905,-3.6872335911028347]]]}"
00000000000000000123,2988.0,351.56298194980224,254.1659751037344,0,292,Priodontes maximus,2013,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-72.34629705876553,-4.550435291228938],[-72.3373290610431,-4.550435291228938],[-72.3373290610431,-4.54143815438491],[-72.34629705876553,-4.54143815438491],[-72.34629705876553,-4.550435291228938]]]}"
00000000000000000125,2995.825726141079,420.46657084231555,-583.9211618257261,0,294,Lophostoma schulzi,2013,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-58.726000827636,4.728962919172006],[-58.717030449129155,4.728962919172006],[-58.717030449129155,4.737960056038069],[-58.726000827636,4.737960056038069],[-58.726000827636,4.728962919172006]]]}"
00000000000000000131,2986.0,388.9957304275576,-715.633744855967,0,306,Bassaricyon alleni,2013,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-69.36669721180208,-12.867033320373787],[-69.35752732470635,-12.867033320373787],[-69.35752732470635,-12.858036183549965],[-69.36669721180208,-12.858036183549965],[-69.36669721180208,-12.867033320373787]]]}"
00000000000000000133,2988.0,340.35111759910905,313.801652892562,0,308,Priodontes maximus,2013,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-72.80279836642653,-4.683236238802348],[-72.79382869160528,-4.683236238802348],[-72.79382869160528,-4.674239101958636],[-72.80279836642653,-4.674239101958636],[-72.80279836642653,-4.683236238802348]]]}"
0000000000000000013a,3014.0539419087136,337.981330333409,-1534.8755186721992,0,315,Canis familiaris,2013,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-46.483495489366284,-4.201836148174531],[-46.474531661980286,-4.201836148174531],[-46.474531661980286,-4.1928390113296725],[-46.483495489366284,-4.1928390113296725],[-46.483495489366284,-4.201836148174531]]]}"
00000000000000000166,3003.539419087137,310.4929937465557,-452.4813278008299,0,359,Saguinus bicolor,2013,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-59.9709906124663,-3.0232333123368402],[-59.962038404980426,-3.0232333123368402],[-59.962038404980426,-3.0142361754891773],[-59.9709906124663,-3.0142361754891773],[-59.9709906124663,-3.0232333123368402]]]}"
00000000000000000168,2995.991701244813,486.7756983333603,-1009.2946058091285,0,361,Mazama nemorivaga,2013,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-52.84960459376159,5.218665855961316],[-52.84062753436753,5.218665855961316],[-52.84062753436753,5.227662992828549],[-52.84960459376159,5.227662992828549],[-52.84960459376159,5.218665855961316]]]}"
00000000000000000176,2987.0,304.8808864735963,639.9045643153527,0,375,Cebus albifrons,2013,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-74.57898526498413,-2.317736639167577],[-74.57003818897627,-2.317736639167577],[-74.57003818897627,-2.308739502318238],[-74.57898526498413,-2.308739502318238],[-74.57898526498413,-2.317736639167577]]]}"
00000000000000000178,2982.090909090909,216.81282964028603,-871.0041322314049,0,377,Trinycteris nicefori,2013,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-71.4001816280695,-11.87933351883587],[-71.39104634134095,-11.87933351883587],[-71.39104634134095,-11.870336382009594],[-71.4001816280695,-11.870336382009594],[-71.4001816280695,-11.87933351883587]]]}"
0000000000000000008c,2999.879668049793,554.1612244918633,-1035.5767634854772,0,141,Choloepus didactylus,2014,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-52.310100008436855,4.87006671290691],[-52.30112777312063,4.87006671290691],[-52.30112777312063,4.87906384977331],[-52.310100008436855,4.87906384977331],[-52.310100008436855,4.87006671290691]]]}"
0000000000000000009b,2992.3016528925623,450.5463852054817,-376.49999999999994,0,156,Ateles belzebuth,2014,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-74.1640521265005,-10.09483249095859],[-74.15497189395325,-10.09483249095859],[-74.15497189395325,-10.085835354127926],[-74.1640521265005,-10.085835354127926],[-74.1640521265005,-10.09483249095859]]]}"
000000000000000000c9,3018.0,389.9417199099212,-1610.1037344398337,0,202,Canis familiaris,2014,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-45.68669137063948,-3.662333970820451],[-45.67773333644522,-3.662333970820451],[-45.67773333644522,-3.653336833974308],[-45.68669137063948,-3.653336833974308],[-45.68669137063948,-3.662333970820451]]]}"
000000000000000000da,2985.958506224067,341.28365202464505,468.1203319502075,0,219,Cebuella pygmaea,2014,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.13938191520867,-0.6743349459239952],[-76.13044151952418,-0.6743349459239952],[-76.13044151952418,-0.6653378090707599],[-76.13938191520867,-0.6653378090707599],[-76.13938191520867,-0.6743349459239952]]]}"
000000000000000000dd,2987.8125,570.8674659729004,-815.5624999999999,0,222,Mus musculus,2014,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-52.28519871874174,4.612763204820535],[-52.276229827914996,4.612763204820535],[-52.276229827914996,4.621760341686322],[-52.28519871874174,4.621760341686322],[-52.28519871874174,4.612763204820535]]]}"
0000000000000000010e,2989.099173553719,376.83705378760976,377.2066115702479,0,271,Pithecia hirsuta,2014,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-70.2131922899396,-3.7370328316676],[-70.2042335014421,-3.7370328316676],[-70.2042335014421,-3.7280356948216338],[-70.2131922899396,-3.7280356948216338],[-70.2131922899396,-3.7370328316676]]]}"
00000000000000000113,2984.473029045643,346.368478482195,587.8464730290456,0,276,Ateles belzebuth,2014,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.19748405718575,-0.7324325735492039],[-76.18854355090551,-0.7324325735492039],[-76.18854355090551,-0.7234354366961063],[-76.19748405718575,-0.7234354366961063],[-76.19748405718575,-0.7324325735492039]]]}"
00000000000000000126,2989.336099585062,369.96261001523607,346.3734439834025,0,295,Lagothrix lagothricha,2014,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-70.18829288220309,-3.7785336851719213],[-70.1793336679975,-3.7785336851719213],[-70.1793336679975,-3.769536548326054],[-70.18829288220309,-3.769536548326054],[-70.18829288220309,-3.7785336851719213]]]}"
00000000000000000136,3017.887966804979,357.37187682345694,-1598.045643153527,0,311,Canis familiaris,2014,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-48.45060286458129,-5.16463632943016],[-48.441626700618635,-5.16463632943016],[-48.441626700618635,-5.155639192587599],[-48.45060286458129,-5.155639192587599],[-48.45060286458129,-5.16463632943016]]]}"
00000000000000000139,2986.759336099585,342.69830170310877,272.1535269709543,0,314,Ateles belzebuth,2014,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.00658545774513,-0.7075329532668212],[-75.99764499999023,-0.7075329532668212],[-75.99764499999023,-0.6985358164136644],[-76.00658545774513,-0.6985358164136644],[-76.00658545774513,-0.7075329532668212]]]}"
0000000000000000014f,2994.0829875518675,591.4904402736806,-1237.4232365145228,0,336,Plecturocebus ornatus,2014,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-73.69919215700668,3.633366249444016],[-73.69023432310593,3.633366249444016],[-73.69023432310593,3.6423633863074705],[-73.69919215700668,3.6423633863074705],[-73.69919215700668,3.633366249444016]]]}"
00000000000000000067,2992.805785123967,374.53240210162704,-1110.801652892562,0,104,Ateles marginatus,2015,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-55.88744699217127,-9.555334772705598],[-55.878381547754095,-9.555334772705598],[-55.878381547754095,-9.546337635873616],[-55.88744699217127,-9.546337635873616],[-55.88744699217127,-9.555334772705598]]]}"
00000000000000000071,3005.7375,304.7967787424723,-410.9875,0,114,Saguinus bicolor,2015,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-60.04568964523172,-3.064734165841163],[-60.0367370934222,-3.064734165841163],[-60.0367370934222,-3.0557370289935992],[-60.04568964523172,-3.0557370289935992],[-60.04568964523172,-3.064734165841163]]]}"
0000000000000000007c,2967.0040983606555,544.2546226626537,-247.0450819672131,0,125,Sciurus ignitus,2015,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-71.40849819922005,-12.9168370200396],[-71.39932648821181,-12.9168370200396],[-71.39932648821181,-12.907839883215901],[-71.40849819922005,-12.907839883215901],[-71.40849819922005,-12.9168370200396]]]}"
0000000000000000007e,2994.0,304.28583130895845,-80.37759336099586,0,127,Cacajao calvus,2015,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-74.06440596300052,-5.73733651412706],[-74.05542124017906,-5.73733651412706],[-74.05542124017906,-5.728339377285867],[-74.06440596300052,-5.728339377285867],[-74.06440596300052,-5.73733651412706]]]}"
000000000000000000ae,2991.6556016597515,439.8156072212947,-1097.7427385892117,0,175,Pteronura brasiliensis,2015,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-55.215091980603205,3.0606660647471107],[-55.20613938862257,3.0606660647471107],[-55.20613938862257,3.0696632016092025],[-55.215091980603205,3.0696632016092025],[-55.215091980603205,3.0606660647471107]]]}"
000000000000000000b1,2999.0,438.5382765140771,-1025.6785714285716,0,178,Saimiri sciureus,2015,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-53.13180490005823,5.4427668976038115],[-53.12282456109196,5.4427668976038115],[-53.12282456109196,5.451764034471579],[-53.13180490005823,5.451764034471579],[-53.13180490005823,5.4427668976038115]]]}"
000000000000000000b6,2986.0,342.39006824335775,489.67355371900834,0,183,Lagothrix lagothricha,2015,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.17258432412696,-0.6079344721372901],[-76.16364404358384,-0.6079344721372901],[-76.16364404358384,-0.5989373352838975],[-76.17258432412696,-0.5989373352838975],[-76.17258432412696,-0.6079344721372901]]]}"
000000000000000000c7,2978.553719008265,479.44951219795166,1781.1528925619834,0,200,Cebus yuracus,2015,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-77.69978236051088,-1.0644349424827302],[-77.69084104578599,-1.0644349424827302],[-77.69084104578599,-1.0554378056304192],[-77.69978236051088,-1.0554378056304192],[-77.69978236051088,-1.0644349424827302]]]}"
000000000000000000cb,2995.522821576763,392.58456420898443,-624.1203319502076,0,204,Ateles paniscus,2015,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-58.70939991840195,4.778766618837824],[-58.70042889082018,4.778766618837824],[-58.70042889082018,4.787763755704007],[-58.70939991840195,4.787763755704007],[-58.70939991840195,4.778766618837824]]]}"
000000000000000000d4,2985.9585062240662,389.38950129465445,627.4896265560166,0,213,Leontocebus tripartitus,2015,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.47138418120264,-0.5498368445120814],[-76.46244399155206,-0.5498368445120814],[-76.46244399155206,-0.5408397076585509],[-76.47138418120264,-0.5408397076585509],[-76.47138418120264,-0.5498368445120814]]]}"
000000000000000000dc,3005.746887966805,335.10154059319075,-1145.8838174273858,0,221,Bradypus tridactylus,2015,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-55.1487020389543,4.977963581096883],[-55.13972834655907,4.977963581096883],[-55.13972834655907,4.98696071796354],[-55.1487020389543,4.98696071796354],[-55.1487020389543,4.977963581096883]]]}"
000000000000000000e2,3000.0291666666667,384.37077204386395,-1657.9291666666666,0,227,Canis familiaris,2015,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-47.56250107821572,-5.098235855643457],[-47.553525847547704,-5.098235855643457],[-47.553525847547704,-5.089238718800737],[-47.56250107821572,-5.089238718800737],[-47.56250107821572,-5.098235855643457]]]}"
000000000000000000f6,3010.1487603305786,401.84832914998714,-1422.7024793388432,0,247,Canis familiaris,2015,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-48.94030193329201,-5.2476335773377505],[-48.93132458552873,-5.2476335773377505],[-48.93132458552873,-5.2386364404953865],[-48.94030193329201,-5.2386364404953865],[-48.94030193329201,-5.2476335773377505]]]}"
0000000000000000011e,2995.0,473.1927947998047,-963.504132231405,0,287,Saimiri sciureus,2015,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-52.824699809174014,5.1190629157307335],[-52.81572416256833,5.1190629157307335],[-52.81572416256833,5.128060052597729],[-52.824699809174014,5.128060052597729],[-52.824699809174014,5.1190629157307335]]]}"
00000000000000000124,3006.0,363.41162311981327,-472.0829875518672,0,293,Canis familiaris,2015,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-60.57688961485563,-3.2141363466365123],[-60.56793578436913,-3.2141363466365123],[-60.56793578436913,-3.205139209789303],[-60.57688961485563,-3.205139209789303],[-60.57688961485563,-3.2141363466365123]]]}"
0000000000000000013b,2991.871369294606,374.9321087722462,-820.8257261410789,0,316,Pithecia pithecia,2015,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-55.181899764671485,4.936467186693614],[-55.17292663648062,4.936467186693614],[-55.17292663648062,4.945464323560174],[-55.181899764671485,4.945464323560174],[-55.181899764671485,4.936467186693614]]]}"
00000000000000000145,2986.1867219917012,342.50817123982915,770.311203319502,0,326,Aotus vociferans,2015,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.86148835685765,-2.541833221709021],[-76.8525397985322,-2.541833221709021],[-76.8525397985322,-2.532836084860215],[-76.86148835685765,-2.532836084860215],[-76.86148835685765,-2.541833221709021]]]}"
0000000000000000014b,3006.6514522821576,335.6695613623654,-1513.0705394190873,0,332,Canis familiaris,2015,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-49.396805502413734,-5.66263319417886],[-49.38782194785494,-5.66263319417886],[-49.38782194785494,-5.653636057337489],[-49.396805502413734,-5.653636057337489],[-49.396805502413734,-5.66263319417886]]]}"
0000000000000000015a,3018.9004149377593,322.86872718146236,-1765.9502074688796,0,347,Canis familiaris,2015,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-48.11030216724906,-5.172934716490605],[-48.10132588578691,-5.172934716490605],[-48.10132588578691,-5.163937579648062],[-48.11030216724906,-5.163937579648062],[-48.11030216724906,-5.172934716490605]]]}"
0000000000000000006b,2975.896265560166,547.3997291153397,1440.5933609958506,0,108,Cebuella pygmaea,2016,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-77.55038475033726,-1.1391338033298781],[-77.54144321232046,-1.1391338033298781],[-77.54144321232046,-1.1301366664777441],[-77.55038475033726,-1.1301366664777441],[-77.55038475033726,-1.1391338033298781]]]}"
00000000000000000078,2987.0,473.0945752408989,1235.5020746887967,0,121,Dasypus kappleri,2016,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.55438579911173,0.40466494968312133],[-76.5454457866132,0.40466494968312133],[-76.5454457866132,0.4136620865389134],[-76.55438579911173,0.4136620865389134],[-76.55438579911173,0.40466494968312133]]]}"
00000000000000000085,3009.791666666667,377.2754542032878,-1511.7916666666667,0,134,Canis familiaris,2016,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-49.08970477527876,-5.338933671406837],[-49.08072610316448,-5.338933671406837],[-49.08072610316448,-5.329936534564691],[-49.08970477527876,-5.329936534564691],[-49.08970477527876,-5.338933671406837]]]}"
00000000000000000096,2984.0,343.9271724700928,398.975,0,151,Lagothrix lagothricha,2016,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.07298602454162,-0.7988330473359092],[-76.06404538059951,-0.7988330473359092],[-76.06404538059951,-0.789835910482969],[-76.07298602454162,-0.789835910482969],[-76.07298602454162,-0.7988330473359092]]]}"
000000000000000000b2,2979.6431535269708,505.42473567471956,1593.0912863070541,0,179,Cebus yuracus,2016,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-77.6831856598937,-1.1142341830474958],[-77.67424419799744,-1.1142341830474958],[-77.67424419799744,-1.1052370461953032],[-77.6831856598937,-1.1052370461953032],[-77.6831856598937,-1.1142341830474958]]]}"
000000000000000000d3,2994.0702479338843,302.95790932395244,-1037.1404958677685,0,212,Cebus unicolor,2016,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-66.0134618534075,-10.700735142099333],[-66.00436399152753,-10.700735142099333],[-66.00436399152753,-10.691738005270153],[-66.0134618534075,-10.691738005270153],[-66.0134618534075,-10.700735142099333]]]}"
000000000000000000d5,3014.2,372.3873213450114,-1519.5708333333334,0,214,Canis familiaris,2016,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-48.62490079757967,-5.2476335773377505],[-48.61592344981638,-5.2476335773377505],[-48.61592344981638,-5.2386364404953865],[-48.62490079757967,-5.2386364404953865],[-48.62490079757967,-5.2476335773377505]]]}"
000000000000000000e8,2988.0,343.2484617114562,694.7800829875519,0,233,Lagothrix lagothricha,2016,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-72.51228608151925,-2.475432747922316],[-72.50333797673117,-2.475432747922316],[-72.50333797673117,-2.4664356110733516],[-72.51228608151925,-2.4664356110733516],[-72.51228608151925,-2.475432747922316]]]}"
000000000000000000f5,2993.4232365145226,411.3550594852179,-1066.6929460580914,0,246,Herpailurus yagouaroundi,2016,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-73.78218830316955,2.2472636051857653],[-73.77324161055766,2.2472636051857653],[-73.77324161055766,2.256260742045926],[-73.78218830316955,2.256260742045926],[-73.78218830316955,2.2472636051857653]]]}"
000000000000000000f8,2995.348547717842,601.3609158211228,-1028.0497925311201,0,249,Phyllostomus hastatus,2016,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-51.88679658402694,3.9736670054379832],[-51.8778352082002,3.9736670054379832],[-51.8778352082002,3.9826641423022457],[-51.88679658402694,3.9826641423022457],[-51.88679658402694,3.9736670054379832]]]}"
000000000000000000f9,2985.0,384.3760502082257,-712.9752066115702,0,250,Sphaeronycteris toxophyllum,2016,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-69.46630015203289,-12.867033320373787],[-69.45713026493716,-12.867033320373787],[-69.45713026493716,-12.858036183549965],[-69.46630015203289,-12.858036183549965],[-69.46630015203289,-12.867033320373787]]]}"
000000000000000000fc,2993.0,360.112958472794,187.95435684647302,0,253,Saimiri cassiquiarensis,2016,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-70.08039329400788,-4.102233207943948],[-70.07143059654608,-4.102233207943948],[-70.07143059654608,-4.093236071098851],[-70.08039329400788,-4.093236071098851],[-70.08039329400788,-4.102233207943948]]]}"
00000000000000000101,2999.622406639004,448.2922768493906,-842.9336099585062,0,258,Olallamys albicauda,2016,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-75.25128637284516,1.5417669320164988],[-75.24234333199192,1.5417669320164988],[-75.24234333199192,1.5507640688749862],[-75.25128637284516,1.5507640688749862],[-75.25128637284516,1.5417669320164988]]]}"
00000000000000000111,2984.1193415637863,240.91400290909127,-929.8148148148149,0,274,Plecturocebus donacophilus,2016,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-63.672998747434185,-17.473534418230646],[-63.66362671529314,-17.473534418230646],[-63.66362671529314,-17.464537281418547],[-63.672998747434185,-17.464537281418547],[-63.672998747434185,-17.473534418230646]]]}"
00000000000000000122,2996.0,417.9857732369197,-590.8174273858921,0,291,Pithecia pithecia,2016,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-58.709398799517615,4.6044648177600935],[-58.70043001350328,4.6044648177600935],[-58.70043001350328,4.613461954625861],[-58.709398799517615,4.613461954625861],[-58.709398799517615,4.6044648177600935]]]}"
0000000000000000015c,2976.95,521.5178571065267,1337.9041666666665,0,349,Lagothrix lagothricha,2016,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-77.52548501853377,-1.0644349424827302],[-77.51654370380888,-1.0644349424827302],[-77.51654370380888,-1.0554378056304194],[-77.52548501853377,-1.0554378056304194],[-77.52548501853377,-1.0644349424827302]]]}"
00000000000000000161,2990.3458333333333,433.5256963094076,-1126.5,0,354,Artibeus planirostris,2016,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-73.79878510278007,2.2555664513472617],[-73.78983835909645,2.2555664513472617],[-73.78983835909645,2.2645635882074417],[-73.79878510278007,2.2645635882074417],[-73.79878510278007,2.2555664513472617]]]}"
00000000000000000172,2976.6597510373444,666.4465785362909,2075.390041493776,0,371,Platyrrhinus dorsalis,2016,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.72038524095144,0.9358642808757097],[-76.7114442523205,0.9358642808757097],[-76.7114442523205,0.9448614177327604],[-76.72038524095144,0.9448614177327604],[-76.72038524095144,0.9358642808757097]]]}"
00000000000000000179,3010.9834710743803,392.3873977030604,-1550.9008264462811,0,378,Felis catus,2016,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-49.02330381947484,-5.272533197620134],[-49.014326112830254,-5.272533197620134],[-49.014326112830254,-5.263536060777828],[-49.02330381947484,-5.263536060777828],[-49.02330381947484,-5.272533197620134]]]}"
0000000000000000017d,2989.248962655602,338.55650171303654,625.8589211618257,0,382,Saimiri cassiquiarensis,2016,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-72.89409080637024,-3.27223397426172],[-72.88513646210676,-3.27223397426172],[-72.88513646210676,-3.2632368374146483],[-72.89409080637024,-3.2632368374146483],[-72.89409080637024,-3.27223397426172]]]}"
0000000000000000017e,2997.0871369294605,568.1698661582599,-1075.4730290456432,0,383,Noctilio leporinus,2016,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-51.89509404567637,3.7993652043602517],[-51.88613452385503,3.7993652043602517],[-51.88613452385503,3.8083623412241008],[-51.89509404567637,3.8083623412241008],[-51.89509404567637,3.7993652043602517]]]}"
00000000000000000065,2988.1776859504134,379.3533893931996,387.04545454545456,0,102,Cebus albifrons,2017,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-70.20489390287914,-3.7370328316676],[-70.19593511438165,-3.7370328316676],[-70.19593511438165,-3.728035694821633],[-70.20489390287914,-3.728035694821633],[-70.20489390287914,-3.7370328316676]]]}"
0000000000000000006a,2987.0,360.75186676405275,608.551867219917,0,107,Leontocebus tripartitus,2017,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.26388435471955,-0.524932765128645],[-76.25494420121568,-0.524932765128645],[-76.25494420121568,-0.5159356282750557],[-76.26388435471955,-0.5159356282750557],[-76.26388435471955,-0.524932765128645]]]}"
00000000000000000076,3001.0,396.3505919905734,-1117.2644628099174,0,119,Canis familiaris,2017,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-52.43459049603209,-3.554432643529426],[-52.42563352431661,-3.554432643529426],[-52.42563352431661,-3.5454355066830257],[-52.43459049603209,-3.5454355066830257],[-52.43459049603209,-3.554432643529426]]]}"
00000000000000000098,2996.0,585.2400153069079,-1047.804979253112,0,153,Mazama nemorivaga,2017,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-51.87849316006457,3.8657656781469556],[-51.86953294182584,3.8657656781469556],[-51.86953294182584,3.874762815010963],[-51.87849316006457,3.874762815010963],[-51.87849316006457,3.8657656781469556]]]}"
00000000000000000099,3003.8966942148763,325.75552494269755,-439.7685950413224,0,154,Sturnira tildae,2017,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-60.95868900276897,-2.658032936060491],[-60.9497396217262,-2.658032936060491],[-60.9497396217262,-2.64903579921196],[-60.95868900276897,-2.64903579921196],[-60.95868900276897,-2.658032936060491]]]}"
0000000000000000009d,2998.9793388429753,367.19131898485927,-979.5661157024794,0,158,Canis familiaris,2017,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-63.90523671638473,-8.899632881000084],[-63.896188102587935,-8.899632881000084],[-63.896188102587935,-8.890635744166508],[-63.90523671638473,-8.890635744166508],[-63.90523671638473,-8.899632881000084]]]}"
000000000000000000a8,3006.5477178423243,324.5942348622682,-593.8008298755187,0,169,Rhinophylla fischerae,2017,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-58.80069490588848,-3.927935865967272],[-58.79173411987668,-3.927935865967272],[-58.79173411987668,-3.91893872912176],[-58.80069490588848,-3.91893872912176],[-58.80069490588848,-3.927935865967272]]]}"
000000000000000000ac,2995.3029045643157,454.2149846880268,-818.7925311203319,0,173,Mazama nemorivaga,2017,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-53.015603194371494,5.168866615396552],[-53.00662684478644,5.168866615396552],[-53.00662684478644,5.177863752263665],[-53.015603194371494,5.177863752263665],[-53.015603194371494,5.168866615396552]]]}"
000000000000000000b7,3000.4066390041494,291.89596671583246,-540.7925311203319,0,184,Pteronura brasiliensis,2017,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-59.9211907401217,-2.8655327444810488],[-59.91223979797955,-2.8655327444810488],[-59.91223979797955,-2.856535607633011],[-59.9211907401217,-2.856535607633011],[-59.9211907401217,-2.8655327444810488]]]}"
000000000000000000ba,2997.0,282.76813954755295,-1104.8677685950413,0,187,Ozotoceros bezoarticus,2017,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-65.46568263099222,-12.037034086691646],[-65.45654201941706,-12.037034086691646],[-65.45654201941706,-12.028036949865761],[-65.46568263099222,-12.028036949865761],[-65.46568263099222,-12.037034086691646]]]}"
000000000000000000cc,2950.7593360995847,421.6949797191065,137.09128630705393,0,205,Potos flavus,2017,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-75.90698396631035,1.6164657928636474],[-75.89804060312393,1.6164657928636474],[-75.89804060312393,1.625462929722312],[-75.90698396631035,1.625462929722312],[-75.90698396631035,1.6164657928636474]]]}"
000000000000000000cf,3002.7510373443984,334.708047067476,-1139.5477178423237,0,208,Cormura brevirostris,2017,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-62.06263857423371,-8.941133734504403],[-62.053588932156785,-8.941133734504403],[-62.053588932156785,-8.93213659767093],[-62.06263857423371,-8.93213659767093],[-62.06263857423371,-8.941133734504403]]]}"
