system:index,bio10_temp_warmest_qt,bio13_precip_wettest_month,cmi_min,presence,row_code,scientificName,year,.geo
000000000000000000e1,2991.6680497925313,340.1875383685733,593.1618257261412,0,226,Aotus vociferans,2017,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-73.01858943472685,-3.3884336886131896],[-73.00963403506519,-3.3884336886131896],[-73.00963403506519,-3.3794365517663953],[-73.01858943472685,-3.3794365517663953],[-73.01858943472685,-3.3884336886131896]]]}"
000000000000000000ea,3005.0,325.30413362495136,-1200.2904564315352,0,235,Felis catus,2017,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-54.194193301170515,3.8242648246426327],[-54.185233519621335,3.8242648246426327],[-54.185233519621335,3.8332619615065413],[-54.194193301170515,3.8332619615065413],[-54.194193301170515,3.8242648246426327]]]}"
00000000000000000127,3000.178423236515,331.80060612215544,-695.7634854771784,0,296,Phyllostomus latifolius,2017,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-57.489300393441454,-4.741333866427555],[-57.48032996957262,-4.741333866427555],[-57.48032996957262,-4.732336729583982],[-57.489300393441454,-4.732336729583982],[-57.489300393441454,-4.741333866427555]]]}"
0000000000000000012b,2991.0,326.73207225245557,399.9253112033195,0,300,Pithecia monachus,2017,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-73.25929708658411,-4.401033110433591],[-73.25033091729699,-4.401033110433591],[-73.25033091729699,-4.392035973589205],[-73.25929708658411,-4.392035973589205],[-73.25929708658411,-4.401033110433591]]]}"
0000000000000000012f,3000.0,548.8079745710389,-1065.4504132231405,0,304,Mus musculus,2017,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-52.3267014080708,4.894966333189292],[-52.317728839367085,4.894966333189292],[-52.317728839367085,4.903963470055752],[-52.3267014080708,4.903963470055752],[-52.3267014080708,4.894966333189292]]]}"
00000000000000000130,2992.0,323.40826428626195,311.2107438016529,0,305,Isothrix bistriata,2017,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-73.39209869036385,-4.508934437724617],[-73.3831312067343,-4.508934437724617],[-73.3831312067343,-4.4999373008804895],[-73.39209869036385,-4.4999373008804895],[-73.39209869036385,-4.508934437724617]]]}"
00000000000000000162,2811.5892116182577,281.1465673169655,187.78838174273858,0,355,Caenolestes sangay,2017,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-78.4965861069989,-2.201532465715053],[-78.4876397455687,-2.201532465715053],[-78.4876397455687,-2.192535328865439],[-78.4965861069989,-2.192535328865439],[-78.4965861069989,-2.201532465715053]]]}"
00000000000000000063,2984.525,371.54356066385907,679.9458333333333,0,100,Platyrrhinus incarum,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-71.0099840270206,0.014564953124386375],[-71.00104424191935,0.014564953124386375],[-71.00104424191935,0.0235620899792541],[-71.0099840270206,0.0235620899792541],[-71.0099840270206,0.014564953124386375]]]}"
00000000000000000066,2983.9375000000005,382.2528283437093,642.2125,0,103,Speothos venaticus,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-70.9684831841422,0.12246628041541405],[-70.95954337760476,0.12246628041541405],[-70.95954337760476,0.13146341727053742],[-70.9684831841422,0.13146341727053742],[-70.9684831841422,0.12246628041541405]]]}"
00000000000000000068,3012.48132780083,404.75814160865366,-1425.265560165975,0,105,Sapajus apella,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-47.720191181207454,-3.263935587201277],[-47.71123691089662,-3.263935587201277],[-47.71123691089662,-3.2549384503541865],[-47.720191181207454,-3.2549384503541865],[-47.720191181207454,-3.263935587201277]]]}"
00000000000000000073,2984.0,345.06637271834006,-671.8518518518518,0,116,Pteronura brasiliensis,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-70.1302940172585,-12.510135790258971],[-70.12113697704416,-12.510135790258971],[-70.12113697704416,-12.501138653434262],[-70.1302940172585,-12.501138653434262],[-70.1302940172585,-12.510135790258971]]]}"
00000000000000000082,2870.079166666667,99.84567975997925,-612.9083333333334,0,131,Mazama rufina,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-78.56298437491014,-1.2636363638428458],[-78.55404243092333,-1.2636363638428458],[-78.55404243092333,-1.2546392269910072],[-78.56298437491014,-1.2546392269910072],[-78.56298437491014,-1.2636363638428458]]]}"
00000000000000000083,2987.97510373444,358.64123623796524,534.7219917012447,0,132,Leontocebus tripartitus,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.22238345718175,-0.45853675044299325],[-76.21344339179187,-0.45853675044299325],[-76.21344339179187,-0.4495396135892466],[-76.22238345718175,-0.4495396135892466],[-76.22238345718175,-0.45853675044299325]]]}"
000000000000000000a0,2991.276859504132,330.6596509444812,513.2190082644628,0,161,Saimiri cassiquiarensis,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-73.20949677211381,-4.218432922295417],[-73.2005327537884,-4.218432922295417],[-73.2005327537884,-4.209435785450597],[-73.20949677211381,-4.209435785450597],[-73.20949677211381,-4.218432922295417]]]}"
000000000000000000a7,2988.0,412.26500565778167,-329.9502074688796,0,168,Speothos venaticus,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-74.6951858618012,0.30506646855359015],[-74.68624594675876,0.30506646855359015],[-74.68624594675876,0.31406360540914613],[-74.6951858618012,0.31406360540914613],[-74.6951858618012,0.30506646855359015]]]}"
000000000000000000a9,2977.7024793388427,415.05777381077286,-525.2561983471074,0,170,Atelocynus microtis,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-69.78170219377526,-13.157534835802952],[-69.7725215598463,-13.157534835802952],[-69.7725215598463,-13.148537698979855],[-69.78170219377526,-13.148537698979855],[-69.78170219377526,-13.157534835802952]]]}"
000000000000000000aa,3007.991701244813,352.76548634129443,-1184.759336099585,0,171,Canis familiaris,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-54.07799100578027,3.2930654934500496],[-54.069036395248766,3.2930654934500496],[-54.069036395248766,3.302062630312694],[-54.07799100578027,3.302062630312694],[-54.07799100578027,3.2930654934500496]]]}"
000000000000000000af,3001.1991701244815,526.6940251900447,-443.08298755186723,0,176,Noctilio albiventris,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-75.25958518610184,1.7326655072151176],[-75.25064129123666,1.7326655072151176],[-75.25064129123666,1.7416626440740577],[-75.25958518610184,1.7416626440740577],[-75.25958518610184,1.7326655072151176]]]}"
000000000000000000b9,2983.1446280991736,341.53420680022435,-687.6033057851239,0,186,Saimiri boliviensis,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-70.11369366721647,-12.559935030823736],[-70.10453485791682,-12.559935030823736],[-70.10453485791682,-12.550937893999146],[-70.11369366721647,-12.550937893999146],[-70.11369366721647,-12.559935030823736]]]}"
000000000000000000cd,2990.2489626556016,552.8400574996758,-401.8755186721992,0,206,Leopardus wiedii,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-74.7366834699771,1.3674651309387669],[-74.72774112205514,1.3674651309387669],[-74.72774112205514,1.3764622677968408],[-74.7366834699771,1.3764622677968408],[-74.7366834699771,1.3674651309387669]]]}"
000000000000000000d6,2982.028806584362,204.75582647127382,-762.1646090534979,0,215,Alouatta sara,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-63.71450432204704,-17.656134606368777],[-63.70512283302299,-17.656134606368777],[-63.70512283302299,-17.647137469557155],[-63.71450432204704,-17.647137469557155],[-63.71450432204704,-17.656134606368777]]]}"
000000000000000000d9,2990.7842323651444,363.5536737085872,-796.0124481327799,0,218,Dasyprocta leporina,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-55.181899877023476,4.9530639608145],[-55.17292652374844,4.9530639608145],[-55.17292652374844,4.962061097681099],[-55.181899877023476,4.962061097681099],[-55.181899877023476,4.9530639608145]]]}"
000000000000000000eb,2988.0,403.23712500101294,-311.1327800829875,0,236,Myrmecophaga tridactyla,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-74.65368495729712,0.13906751363735376],[-74.64474514464726,0.13906751363735376],[-74.64474514464726,0.1480646504925165],[-74.65368495729712,0.1480646504925165],[-74.65368495729712,0.13906751363735376]]]}"
000000000000000000ed,2989.301652892562,347.45036315917974,-829.7644628099173,0,238,Dasyprocta variegata,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-69.05959309704787,-12.543333797601795],[-69.05043487834085,-12.543333797601795],[-69.05043487834085,-12.534336660777166],[-69.05959309704787,-12.534336660777166],[-69.05959309704787,-12.543333797601795]]]}"
000000000000000000f1,2991.0,296.4486865285027,-958.954356846473,0,242,Saimiri boliviensis,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-68.20465391489822,-9.995234009829066],[-68.1955764766638,-9.995234009829066],[-68.1955764766638,-9.986236872998159],[-68.20465391489822,-9.986236872998159],[-68.20465391489822,-9.995234009829066]]]}"
000000000000000000fa,2989.301652892562,347.45036315917974,-829.7644628099173,0,251,Dasyprocta variegata,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-69.05959309704787,-12.543333797601795],[-69.05043487834085,-12.543333797601795],[-69.05043487834085,-12.534336660777166],[-69.05959309704787,-12.534336660777166],[-69.05959309704787,-12.543333797601795]]]}"
00000000000000000100,2960.3719008264466,342.3305614881279,-334.4214876033058,0,257,Cabassous unicinctus,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-74.7947890841739,2.6539648349664375],[-74.78583966831499,2.6539648349664375],[-74.78583966831499,2.6629619718275643],[-74.7947890841739,2.6629619718275643],[-74.7947890841739,2.6539648349664375]]]}"
00000000000000000104,2984.8879668049794,357.45515258282546,653.5767634854773,0,261,Choloepus didactylus,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.86148403850225,-0.3091345696476433],[-76.85254412747832,-0.3091345696476433],[-76.85254412747832,-0.3001374327935426],[-76.86148403850225,-0.3001374327935426],[-76.86148403850225,-0.3091345696476433]]]}"
00000000000000000108,2991.0,465.16078192366604,-303.33609958506224,0,265,Artibeus planirostris,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-75.72438335009835,1.408965984443089],[-75.71544084470729,1.408965984443089],[-75.71544084470729,1.4179631213012611],[-75.72438335009835,1.4179631213012611],[-75.72438335009835,1.408965984443089]]]}"
0000000000000000010b,3002.0,339.51168192713715,-1306.8512396694216,0,268,Myrmecophaga tridactyla,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-49.25571473741867,-6.675232615999243],[-49.24671401783103,-6.675232615999243],[-49.24671401783103,-6.6662354791602985],[-49.25571473741867,-6.6662354791602985],[-49.25571473741867,-6.675232615999243]]]}"
0000000000000000010d,2979.6859504132226,219.49560490127436,-819.2479338842975,0,270,Lagothrix lagothricha,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-71.3918875977454,-12.13663702692222],[-71.382743584114,-12.13663702692222],[-71.382743584114,-12.127639890096583],[-71.3918875977454,-12.127639890096583],[-71.3918875977454,-12.13663702692222]]]}"
00000000000000000119,3006.8879668049794,386.3247914927629,-1164.2116182572613,0,282,Canis familiaris,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-54.05309176327006,3.376067200458695],[-54.044136395878255,3.376067200458695],[-54.044136395878255,3.3850643373215368],[-54.05309176327006,3.3850643373215368],[-54.05309176327006,3.376067200458695]]]}"
0000000000000000011f,2749.423236514523,242.005815877954,-256.5767634854772,0,288,Vicugna vicugna,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-78.84518344558171,-1.4794345593238474],[-78.83624069781548,-1.4794345593238474],[-78.83624069781548,-1.47043742247252],[-78.84518344558171,-1.47043742247252],[-78.84518344558171,-1.4794345593238474]]]}"
00000000000000000128,2901.95020746888,823.293000153981,2426.970954356847,0,297,Lagothrix lagothricha,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.10618502414532,1.4421639917859146],[-76.09724238940743,1.4421639917859146],[-76.09724238940743,1.4511611286441657],[-76.10618502414532,1.4511611286441657],[-76.10618502414532,1.4421639917859146]]]}"
0000000000000000012d,2986.0,399.1343509151728,1205.871369294606,0,302,Proechimys brevicauda,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-77.05238659463875,-2.4422347405794906],[-77.04343871208087,-2.4422347405794906],[-77.04343871208087,-2.4332376037304475],[-77.05238659463875,-2.4332376037304475],[-77.05238659463875,-2.4422347405794906]]]}"
0000000000000000012e,2990.9377593361,540.9272478665555,-393.3319502074689,0,303,Atelocynus microtis,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-74.76988593642106,1.3674651309387669],[-74.76094358849909,1.3674651309387669],[-74.76094358849909,1.3764622677968408],[-74.76988593642106,1.3764622677968408],[-74.76988593642106,1.3674651309387669]]]}"
00000000000000000135,2989.0,350.9883393966612,-821.3868312757203,0,310,Sapajus apella,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-69.05959427886584,-12.609734271388493],[-69.05043369287559,-12.609734271388493],[-69.05043369287559,-12.60073713456403],[-69.05959427886584,-12.60073713456403],[-69.05959427886584,-12.609734271388493]]]}"
00000000000000000155,3006.236514522822,339.9685937398697,-1219.4066390041494,0,342,Canis familiaris,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-54.11118893869808,3.27646426022811],[-54.10223447727634,3.27646426022811],[-54.10223447727634,3.2854613970907156],[-54.11118893869808,3.2854613970907156],[-54.11118893869808,3.27646426022811]]]}"
00000000000000000159,2998.0,401.6376791039938,-956.5767634854773,0,346,Rattus rattus,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-53.455505172791085,5.542365378733337],[-53.44652333138203,5.542365378733337],[-53.44652333138203,5.551362515601345],[-53.455505172791085,5.551362515601345],[-53.455505172791085,5.542365378733337]]]}"
00000000000000000163,3001.9253112033193,326.3875639982738,-699.9709543568465,0,356,Saguinus midas,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-55.19020639634428,5.467666517886192],[-55.181225684358516,5.467666517886192],[-55.181225684358516,5.476663654754021],[-55.19020639634428,5.476663654754021],[-55.19020639634428,5.467666517886192]]]}"
0000000000000000016c,2994.0,318.9202651660966,260.0,0,365,Pithecia monachus,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-73.64939969499581,-4.8160327272747026],[-73.64042829430142,-4.8160327272747026],[-73.64042829430142,-4.807035590431307],[-73.64939969499581,-4.807035590431307],[-73.64939969499581,-4.8160327272747026]]]}"
00000000000000000175,2986.0,323.3189278920492,491.5874999999999,0,374,Plecturocebus discolor,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.71208263247424,-1.1142341830474958],[-76.703141170578,-1.1142341830474958],[-76.703141170578,-1.1052370461953032],[-76.71208263247424,-1.1052370461953032],[-76.71208263247424,-1.1142341830474958]]]}"
00000000000000000177,2978.6458333333335,525.6217763264974,1762.0500000000002,0,376,Cebus yuracus,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-77.72468656427998,-1.147436649491375],[-77.71574500050481,-1.147436649491375],[-77.71574500050481,-1.1384395126392608],[-77.72468656427998,-1.1384395126392608],[-77.72468656427998,-1.147436649491375]]]}"
0000000000000000017c,2999.304166666667,344.4985050201416,158.66666666666666,0,381,Cacajao calvus,2018,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-64.83479110551514,-3.1062350193454855],[-64.82583820465818,-3.1062350193454855],[-64.82583820465818,-3.0972378824980193],[-64.83479110551514,-3.0972378824980193],[-64.83479110551514,-3.1062350193454855]]]}"
00000000000000000061,2995.8559670781897,351.12205875851987,-1217.8230452674898,0,98,Rhynchonycteris naso,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-55.945545616649994,-9.630033633552744],[-55.936478175473304,-9.630033633552744],[-55.936478175473304,-9.621036496720945],[-55.945545616649994,-9.621036496720945],[-55.945545616649994,-9.630033633552744]]]}"
00000000000000000062,3004.8796680497926,358.01790622062214,-1023.0248962655602,0,99,Saguinus midas,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-55.47239932258521,4.637667284203973],[-55.4634301160643,4.637667284203973],[-55.4634301160643,4.6466644210698185],[-55.47239932258521,4.6466644210698185],[-55.47239932258521,4.637667284203973]]]}"
00000000000000000069,2994.0,304.3958065568909,55.314049586776854,0,106,Saimiri cassiquiarensis,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-74.41300142402162,-5.2476335773377505],[-74.40402407625832,-5.2476335773377505],[-74.40402407625832,-5.2386364404953865],[-74.41300142402162,-5.2386364404953865],[-74.41300142402162,-5.2476335773377505]]]}"
0000000000000000006d,3005.0,332.56076315725494,-1339.726141078838,0,110,Natalus tumidirostris,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-53.95350803802244,5.74156680009345],[-53.94452310867523,5.74156680009345],[-53.94452310867523,5.7505639369619335],[-53.95350803802244,5.7505639369619335],[-53.95350803802244,5.74156680009345]]]}"
0000000000000000006e,3005.9792531120333,300.6938016899394,-400.9045643153527,0,111,Bradypus tridactylus,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-59.979289345721085,-3.1062350193454855],[-59.970336444864124,-3.1062350193454855],[-59.970336444864124,-3.09723788249802],[-59.979289345721085,-3.09723788249802],[-59.979289345721085,-3.1062350193454855]]]}"
00000000000000000070,2979.058091286307,549.0130450616734,1479.7302904564315,0,113,Lontra longicaudis,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-77.5918855910778,-1.1308354162694354],[-77.58294407861773,-1.1308354162694354],[-77.58294407861773,-1.1218382794172819],[-77.5918855910778,-1.1218382794172819],[-77.5918855910778,-1.1308354162694354]]]}"
00000000000000000084,2851.637860082304,168.66883548689475,-919.9094650205759,0,133,Cavia tschudii,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-71.74051387901689,-13.622333693208772],[-71.73131550515248,-13.622333693208772],[-71.73131550515248,-13.61333655638684],[-71.74051387901689,-13.61333655638684],[-71.74051387901689,-13.622333693208772]]]}"
00000000000000000089,3010.0,421.89907115129023,-1408.082987551867,0,138,Alouatta discolor,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-54.67558776489139,-2.5335348346485773],[-54.66663926390637,-2.5335348346485773],[-54.66663926390637,-2.524537697799752],[-54.67558776489139,-2.524537697799752],[-54.67558776489139,-2.5335348346485773]]]}"
0000000000000000008a,2961.124481327801,300.39541132123634,-182.34439834024897,0,139,Potos flavus,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-77.11878330346013,0.6370643783860628],[-77.109842958488,0.6370643783860628],[-77.109842958488,0.6460615152424054],[-77.11878330346013,0.6460615152424054],[-77.11878330346013,0.6370643783860628]]]}"
0000000000000000008f,2987.0,365.71511726854254,5.83402489626556,0,144,Leontocebus fuscicollis,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-75.40068273188838,-0.6245357053592296],[-75.39174242368402,-0.6245357053592296],[-75.39174242368402,-0.6155385685058763],[-75.40068273188838,-0.6155385685058763],[-75.40068273188838,-0.6245357053592296]]]}"
000000000000000000a1,2986.054166666667,356.65486577351885,-13.9375,0,162,Choloepus didactylus,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-75.62478360143938,-0.36723665637390523],[-75.61584363760669,-0.36723665637390523],[-75.61584363760669,-0.35823951951994226],[-75.62478360143938,-0.35823951951994226],[-75.62478360143938,-0.36723665637390523]]]}"
000000000000000000ab,2988.0,425.78434012638587,-213.43983402489627,0,172,Pteronura brasiliensis,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-74.59558285750947,0.03116618634632604],[-74.58664307117392,0.03116618634632604],[-74.58664307117392,0.04016332320123309],[-74.59558285750947,0.04016332320123309],[-74.59558285750947,0.03116618634632604]]]}"
000000000000000000ad,2985.845833333333,381.71235033671053,195.12500000000003,0,174,Cebus yuracus,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-75.76588287991403,-0.22613286263899832],[-75.75694302838201,-0.22613286263899832],[-75.75694302838201,-0.21713572578470092],[-75.76588287991403,-0.21713572578470092],[-75.76588287991403,-0.22613286263899832]]]}"
000000000000000000b0,2986.9833333333336,315.5229624430338,-330.78749999999997,0,177,Saguinus mystax,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-73.6660231513748,-7.455432609116685],[-73.65700723760845,-7.455432609116685],[-73.65700723760845,-7.446435472279618],[-73.6660231513748,-7.446435472279618],[-73.6660231513748,-7.455432609116685]]]}"
000000000000000000b4,2986.0,343.2105686408429,395.2685950413223,0,181,Leontocebus tripartitus,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.08128433466126,-0.7241341864887609],[-76.07234384474087,-0.7241341864887609],[-76.07234384474087,-0.7151370496356437],[-76.08128433466126,-0.7151370496356437],[-76.08128433466126,-0.7241341864887609]]]}"
000000000000000000bb,2986.489626556017,362.06077860598737,-813.3153526970954,0,188,Saguinus midas,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-55.19850105402177,4.944765573754058],[-55.189527813384345,4.944765573754058],[-55.189527813384345,4.9537627106206354],[-55.19850105402177,4.9537627106206354],[-55.19850105402177,4.944765573754058]]]}"
000000000000000000bc,2972.5269709543572,508.13875000506516,1272.4854771784233,0,189,Tapirus terrestris,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-77.43418490071099,-1.0478337092607903],[-77.42524363354535,-1.0478337092607903],[-77.42524363354535,-1.03883657240844],[-77.43418490071099,-1.03883657240844],[-77.43418490071099,-1.0478337092607903]]]}"
000000000000000000bd,2980.377593360996,294.3410168406379,314.1991701244813,0,190,Tamandua tetradactyla,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-77.0689839064926,0.42126618290506096],[-77.06004387512303,0.42126618290506096],[-77.06004387512303,0.4302633197608923],[-77.0689839064926,0.4302633197608923],[-77.0689839064926,0.42126618290506096]]]}"
000000000000000000be,2992.871369294606,355.3914674624369,206.7883817427386,0,191,Saimiri cassiquiarensis,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-70.36259476896694,-3.795134918393861],[-70.35363538314134,-3.795134918393861],[-70.35363538314134,-3.7861377815480335],[-70.36259476896694,-3.7861377815480335],[-70.36259476896694,-3.795134918393861]]]}"
000000000000000000c0,2993.4398340248963,425.93477266556994,-640.0829875518673,0,193,Mazama nemorivaga,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-53.32270219597778,5.268465096526081],[-53.31372441987975,5.268465096526081],[-53.31372441987975,5.277462233393433],[-53.32270219597778,5.277462233393433],[-53.32270219597778,5.268465096526081]]]}"
000000000000000000c1,2987.0,358.2474417152247,491.539419087137,0,194,Leontocebus tripartitus,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.1642858097849,-0.425334283999114],[-76.15534578395447,-0.425334283999114],[-76.15534578395447,-0.4163371471452886],[-76.1642858097849,-0.4163371471452886],[-76.1642858097849,-0.425334283999114]]]}"
000000000000000000c2,2956.2406639004157,299.27944439773245,-170.43983402489624,0,195,Leontocebus nigricollis,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-77.1187833181152,0.6536656116080025],[-77.10984294376325,0.6536656116080025],[-77.10984294376325,0.6626627484643846],[-77.1187833181152,0.6626627484643846],[-77.1187833181152,0.6536656116080025]]]}"
000000000000000000c3,2987.0,360.8847504295254,607.8464730290456,0,196,Speothos venaticus,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.26388434888835,-0.5166343780682021],[-76.25494420705381,-0.5166343780682021],[-76.25494420705381,-0.5076372412145931],[-76.26388434888835,-0.5076372412145931],[-76.26388434888835,-0.5166343780682021]]]}"
000000000000000000ce,2990.033195020747,386.0983692976449,-1111.2323651452282,0,207,Lontra longicaudis,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-55.81274802108408,-9.547036385645155],[-55.8036827974842,-9.547036385645155],[-55.8036827974842,-9.538039248813153],[-55.81274802108408,-9.538039248813153],[-55.81274802108408,-9.547036385645155]]]}"
000000000000000000d1,2918.19341563786,575.728961206758,-190.4485596707819,0,210,Nephelomys keaysi,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-71.54960013431436,-13.057936354673435],[-71.54042321435428,-13.057936354673435],[-71.54042321435428,-13.048939217850089],[-71.54960013431436,-13.048939217850089],[-71.54960013431436,-13.057936354673435]]]}"
000000000000000000d7,3000.0,273.3426384317532,-1145.897119341564,0,216,Saimiri boliviensis,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-65.49891620076957,-13.738533407560226],[-65.4897132864817,-13.738533407560226],[-65.4897132864817,-13.729536270738585],[-65.49891620076957,-13.729536270738585],[-65.49891620076957,-13.738533407560226]]]}"
000000000000000000db,2987.0290456431535,378.08948171781805,605.5809128630705,0,220,Cebus yuracus,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.54608298513021,-0.4668351375034366],[-76.53714290938413,-0.4668351375034366],[-76.53714290938413,-0.4578380006497095],[-76.54608298513021,-0.4578380006497095],[-76.54608298513021,-0.4668351375034366]]]}"
000000000000000000e5,2993.904958677686,444.5023715436951,-820.7644628099173,0,230,Saguinus midas,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-52.51759722012273,4.463365483126242],[-52.50863018709616,4.463365483126242],[-52.50863018709616,4.472362619991673],[-52.51759722012273,4.472362619991673],[-52.51759722012273,4.463365483126242]]]}"
000000000000000000f3,2952.01652892562,166.87140769012703,-629.3719008264464,0,244,Cebus yuracus,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-78.94479648643681,-4.127132828226329],[-78.93583350907255,-4.127132828226329],[-78.93583350907255,-4.118135691381293],[-78.94479648643681,-4.118135691381293],[-78.94479648643681,-4.127132828226329]]]}"
000000000000000000f4,3007.673553719009,291.1960783398841,-623.9462809917355,0,245,Choloepus didactylus,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-60.11209008445375,-3.056435778780721],[-60.103137601871964,-3.056435778780721],[-60.103137601871964,-3.0474386419331365],[-60.11209008445375,-3.0474386419331365],[-60.11209008445375,-3.056435778780721]]]}"
000000000000000000f7,2993.692946058091,413.05044099799824,-1056.954356846473,0,248,Philander opossum,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-53.22309363759501,3.608466629161633],[-53.214136050340734,3.608466629161633],[-53.214136050340734,3.617463766025028],[-53.22309363759501,3.617463766025028],[-53.22309363759501,3.608466629161633]]]}"
00000000000000000106,2986.49377593361,366.00384306215153,105.7676348547718,0,263,Choloepus didactylus,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-75.75758450958456,-0.27593656230481733],[-75.74864462460685,-0.27593656230481733],[-75.74864462460685,-0.266939425450638],[-75.75758450958456,-0.266939425450638],[-75.75758450958456,-0.27593656230481733]]]}"
0000000000000000010f,3002.0,325.75298591075597,-685.3278008298755,0,272,Saguinus midas,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-55.2068031704652,5.467666517886192],[-55.19782245847944,5.467666517886192],[-55.19782245847944,5.47666365475402],[-55.2068031704652,5.47666365475402],[-55.2068031704652,5.467666517886192]]]}"
